dtime,gen_fv,gen_wi,period,gen_jga,gen_jgo,ogr_mwe,dtime_utc,rez_under,period_utc,kse_pow_dem,capacity_jga,capacity_jgo,business_date,gen_jgm_zak_1,gen_jgm_zak_2,gen_jgw_zak_1,gen_jgw_zak_2,gen_jgz_zak_1,gen_jgz_zak_2,gen_jgz_zak_3,publication_ts,rez_over_demand,tot_jgm_char_pow,capacity_jgm_zak_1,capacity_jgm_zak_2,capacity_jgw_zak_1,capacity_jgw_zak_2,capacity_jgz_zak_1,capacity_jgz_zak_2,capacity_jgz_zak_3,gen_not_activ_part,publication_ts_utc,gen_jgw_jgm_jgz_jga,capacity_jgw_jgm_jgz_jga,dom_balance_exchange_par,dom_balance_exchange_non_par,sume_oze
2025-08-14 00:15:00,0.0,3083.0,00:00 - 00:15,,,6138.0,2025-08-13 22:15:00,2413.0,22:00 - 22:15,15600.0,,,2025-08-14,0.0,,9116.0,,,,,2025-08-13 15:51:01.241,3885.0,,1395.0,,18806.0,,,,,5450.0,2025-08-13 13:51:01.241,9116.0,20201.0,240.0,794.0,3083.0
2025-08-14 00:30:00,0.0,3047.0,00:15 - 00:30,,,6138.0,2025-08-13 22:30:00,2249.0,22:15 - 22:30,15400.0,,,2025-08-14,0.0,,8952.0,,,,,2025-08-13 15:51:01.241,4049.0,,1395.0,,18806.0,,,,,5414.0,2025-08-13 13:51:01.241,8952.0,20201.0,240.0,794.0,3047.0
2025-08-14 00:45:00,0.0,2996.0,00:30 - 00:45,,,6138.0,2025-08-13 22:45:00,2100.0,22:30 - 22:45,15200.0,,,2025-08-14,0.0,,8803.0,,,,,2025-08-13 15:51:01.241,4198.0,,1395.0,,18806.0,,,,,5363.0,2025-08-13 13:51:01.241,8803.0,20201.0,240.0,794.0,2996.0
2025-08-14 01:00:00,0.0,2955.0,00:45 - 01:00,,,6138.0,2025-08-13 23:00:00,1942.0,22:45 - 23:00,15000.0,,,2025-08-14,0.0,,8645.0,,,,,2025-08-13 15:51:01.241,4356.0,,1395.0,,18806.0,,,,,5321.0,2025-08-13 13:51:01.241,8645.0,20201.0,240.0,794.0,2955.0
2025-08-14 01:15:00,0.0,2924.0,01:00 - 01:15,,,6134.0,2025-08-13 23:15:00,1941.0,23:00 - 23:15,14850.0,,,2025-08-14,0.0,,8644.0,,,,,2025-08-13 15:51:01.241,4361.0,,1395.0,,18810.0,,,,,5290.0,2025-08-13 13:51:01.241,8644.0,20205.0,-68.0,984.0,2924.0
2025-08-14 01:30:00,0.0,2866.0,01:15 - 01:30,,,6134.0,2025-08-13 23:30:00,1849.0,23:15 - 23:30,14700.0,,,2025-08-14,0.0,,8552.0,,,,,2025-08-13 15:51:01.241,4453.0,,1395.0,,18810.0,,,,,5232.0,2025-08-13 13:51:01.241,8552.0,20205.0,-68.0,984.0,2866.0
2025-08-14 01:45:00,0.0,2800.0,01:30 - 01:45,,,6134.0,2025-08-13 23:45:00,1765.0,23:30 - 23:45,14550.0,,,2025-08-14,0.0,,8468.0,,,,,2025-08-13 15:51:01.241,4537.0,,1395.0,,18810.0,,,,,5166.0,2025-08-13 13:51:01.241,8468.0,20205.0,-68.0,984.0,2800.0
2025-08-14 02:00:00,0.0,2737.0,01:45 - 02:00,,,6134.0,2025-08-14 00:00:00,1728.0,23:45 - 24:00,14450.0,,,2025-08-14,0.0,,8431.0,,,,,2025-08-13 15:51:01.241,4574.0,,1395.0,,18810.0,,,,,5103.0,2025-08-13 13:51:01.241,8431.0,20205.0,-68.0,984.0,2737.0
2025-08-14 02:15:00,0.0,2669.0,02:00 - 02:15,,,6121.0,2025-08-14 00:15:00,1756.0,00:00 - 00:15,14400.0,,,2025-08-14,0.0,,8459.0,,,,,2025-08-13 15:51:01.241,4559.0,,1395.0,,18823.0,,,,,5031.0,2025-08-13 13:51:01.241,8459.0,20218.0,-372.0,1282.0,2669.0
2025-08-14 02:30:00,0.0,2607.0,02:15 - 02:30,,,6121.0,2025-08-14 00:30:00,1768.0,00:15 - 00:30,14350.0,,,2025-08-14,0.0,,8471.0,,,,,2025-08-13 15:51:01.241,4547.0,,1395.0,,18823.0,,,,,4969.0,2025-08-13 13:51:01.241,8471.0,20218.0,-372.0,1282.0,2607.0
