dtime,gen_fv,gen_wi,period,gen_jga,gen_jgo,ogr_mwe,dtime_utc,rez_under,period_utc,kse_pow_dem,capacity_jga,capacity_jgo,business_date,gen_jgm_zak_1,gen_jgm_zak_2,gen_jgw_zak_1,gen_jgw_zak_2,gen_jgz_zak_1,gen_jgz_zak_2,gen_jgz_zak_3,publication_ts,rez_over_demand,tot_jgm_char_pow,capacity_jgm_zak_1,capacity_jgm_zak_2,capacity_jgw_zak_1,capacity_jgw_zak_2,capacity_jgz_zak_1,capacity_jgz_zak_2,capacity_jgz_zak_3,gen_not_activ_part,publication_ts_utc,gen_jgw_jgm_jgz_jga,capacity_jgw_jgm_jgz_jga,dom_balance_exchange_par,dom_balance_exchange_non_par,sume_oze
2025-03-03 00:15:00,0.0,5683.0,00:00 - 00:15,,,5559.0,2025-03-02 23:15:00,1054.0,23:00 - 23:15,15400.0,,,2025-03-03,0.0,,7441.0,,,,,2025-03-02 16:09:20.476,4293.0,0.0,1532.0,,19247.0,,,,,10172.0,2025-03-02 15:09:20.476,7441.0,20779.0,600.0,-2797.0,5683.0
2025-03-03 00:30:00,0.0,5725.0,00:15 - 00:30,,,5559.0,2025-03-02 23:30:00,906.0,23:15 - 23:30,15300.0,,,2025-03-03,0.0,,7299.0,,,,,2025-03-02 16:09:20.476,4442.0,0.0,1532.0,,19247.0,,,,,10214.0,2025-03-02 15:09:20.476,7299.0,20779.0,600.0,-2797.0,5725.0
2025-03-03 00:45:00,0.0,5766.0,00:30 - 00:45,,,5559.0,2025-03-02 23:45:00,709.0,23:30 - 23:45,15150.0,,,2025-03-03,0.0,,7108.0,,,,,2025-03-02 16:09:20.476,4639.0,0.0,1532.0,,19247.0,,,,,10255.0,2025-03-02 15:09:20.476,7108.0,20779.0,600.0,-2797.0,5766.0
2025-03-03 01:00:00,0.0,5808.0,00:45 - 01:00,,,5559.0,2025-03-03 00:00:00,730.0,23:45 - 24:00,15050.0,,,2025-03-03,0.0,,7132.0,,,,,2025-03-02 16:09:20.476,4617.0,166.0,1532.0,,19247.0,,,,,10297.0,2025-03-02 15:09:20.476,7132.0,20779.0,600.0,-2797.0,5808.0
2025-03-03 01:15:00,0.0,5835.0,01:00 - 01:15,,,5559.0,2025-03-03 00:15:00,870.0,00:00 - 00:15,14950.0,,,2025-03-03,0.0,,7272.0,,,,,2025-03-02 16:09:20.476,4558.0,166.0,1532.0,,19247.0,,,,,10267.0,2025-03-02 15:09:20.476,7272.0,20779.0,600.0,-3005.0,5835.0
2025-03-03 01:30:00,0.0,5862.0,01:15 - 01:30,,,5559.0,2025-03-03 00:30:00,925.0,00:15 - 00:30,14900.0,,,2025-03-03,0.0,,7196.0,,,,,2025-03-02 16:09:20.476,4417.0,166.0,1532.0,,19247.0,,,,,10293.0,2025-03-02 15:09:20.476,7196.0,20779.0,600.0,-3005.0,5862.0
2025-03-03 01:45:00,0.0,5888.0,01:30 - 01:45,,,5559.0,2025-03-03 00:45:00,849.0,00:30 - 00:45,14850.0,,,2025-03-03,0.0,,7120.0,,,,,2025-03-02 16:09:20.476,4493.0,166.0,1532.0,,19247.0,,,,,10319.0,2025-03-02 15:09:20.476,7120.0,20779.0,600.0,-3005.0,5888.0
2025-03-03 02:00:00,0.0,5914.0,01:45 - 02:00,,,5559.0,2025-03-03 01:00:00,881.0,00:45 - 01:00,14850.0,,,2025-03-03,0.0,,7104.0,,,,,2025-03-02 16:09:20.476,4370.0,177.0,1532.0,,19247.0,,,,,10346.0,2025-03-02 15:09:20.476,7104.0,20779.0,600.0,-3005.0,5914.0
2025-03-03 02:15:00,0.0,5932.0,02:00 - 02:15,,,5554.0,2025-03-03 01:15:00,1035.0,01:00 - 01:15,14800.0,,,2025-03-03,0.0,,7258.0,,,,,2025-03-02 16:09:20.476,4221.0,177.0,1532.0,,19252.0,,,,,10363.0,2025-03-02 15:09:20.476,7258.0,20784.0,600.0,-3226.0,5932.0
2025-03-03 02:30:00,0.0,5946.0,02:15 - 02:30,,,5554.0,2025-03-03 01:30:00,971.0,01:15 - 01:30,14750.0,,,2025-03-03,0.0,,7194.0,,,,,2025-03-02 16:09:20.476,4285.0,177.0,1532.0,,19252.0,,,,,10377.0,2025-03-02 15:09:20.476,7194.0,20784.0,600.0,-3226.0,5946.0
2025-03-03 02:45:00,0.0,5952.0,02:30 - 02:45,,,5554.0,2025-03-03 01:45:00,965.0,01:30 - 01:45,14750.0,,,2025-03-03,0.0,,7188.0,,,,,2025-03-02 16:09:20.476,4291.0,177.0,1532.0,,19252.0,,,,,10383.0,2025-03-02 15:09:20.476,7188.0,20784.0,600.0,-3226.0,5952.0
2025-03-03 03:00:00,0.0,5966.0,02:45 - 03:00,,,5554.0,2025-03-03 02:00:00,1001.0,01:45 - 02:00,14800.0,,,2025-03-03,0.0,,7224.0,,,,,2025-03-02 16:09:20.476,4255.0,177.0,1532.0,,19252.0,,,,,10397.0,2025-03-02 15:09:20.476,7224.0,20784.0,600.0,-3226.0,5966.0
2025-03-03 03:15:00,0.0,5978.0,03:00 - 03:15,,,5589.0,2025-03-03 02:15:00,1060.0,02:00 - 02:15,14850.0,,,2025-03-03,0.0,,7283.0,,,,,2025-03-02 16:09:20.476,4161.0,177.0,1532.0,,19217.0,,,,,10410.0,2025-03-02 15:09:20.476,7283.0,20749.0,600.0,-3249.0,5978.0
2025-03-03 03:30:00,0.0,5983.0,03:15 - 03:30,,,5589.0,2025-03-03 02:30:00,1006.0,02:15 - 02:30,14800.0,,,2025-03-03,0.0,,7229.0,,,,,2025-03-02 16:09:20.476,4215.0,177.0,1532.0,,19217.0,,,,,10414.0,2025-03-02 15:09:20.476,7229.0,20749.0,600.0,-3249.0,5983.0
2025-03-03 03:45:00,0.0,5987.0,03:30 - 03:45,,,5589.0,2025-03-03 02:45:00,1098.0,02:30 - 02:45,14900.0,,,2025-03-03,0.0,,7324.0,,,,,2025-03-02 16:09:20.476,4123.0,177.0,1532.0,,19217.0,,,,,10419.0,2025-03-02 15:09:20.476,7324.0,20749.0,600.0,-3249.0,5987.0
2025-03-03 04:00:00,0.0,5992.0,03:45 - 04:00,,,5589.0,2025-03-03 03:00:00,1139.0,02:45 - 03:00,14950.0,,,2025-03-03,0.0,,7370.0,,,,,2025-03-02 16:09:20.476,4082.0,177.0,1532.0,,19217.0,,,,,10423.0,2025-03-02 15:09:20.476,7370.0,20749.0,600.0,-3249.0,5992.0
2025-03-03 04:15:00,0.0,5965.0,04:00 - 04:15,,,5589.0,2025-03-03 03:15:00,1110.0,03:00 - 03:15,15150.0,,,2025-03-03,0.0,,7352.0,,,,,2025-03-02 16:09:20.476,4111.0,177.0,1532.0,,19217.0,,,,,10391.0,2025-03-02 15:09:20.476,7352.0,20749.0,600.0,-2998.0,5965.0
2025-03-03 04:30:00,0.0,5931.0,04:15 - 04:30,,,5589.0,2025-03-03 03:30:00,1268.0,03:15 - 03:30,15300.0,,,2025-03-03,0.0,,7535.0,,,,,2025-03-02 16:09:20.476,3953.0,177.0,1532.0,,19217.0,,,,,10358.0,2025-03-02 15:09:20.476,7535.0,20749.0,600.0,-2998.0,5931.0
2025-03-03 04:45:00,0.0,5898.0,04:30 - 04:45,,,5589.0,2025-03-03 03:45:00,1426.0,03:30 - 03:45,15450.0,,,2025-03-03,0.0,,7718.0,,,,,2025-03-02 16:09:20.476,3795.0,177.0,1532.0,,19217.0,,,,,10325.0,2025-03-02 15:09:20.476,7718.0,20749.0,600.0,-2998.0,5898.0
