dtime,gen_fv,gen_wi,period,gen_jga,gen_jgo,ogr_mwe,dtime_utc,rez_under,period_utc,kse_pow_dem,capacity_jga,capacity_jgo,business_date,gen_jgm_zak_1,gen_jgm_zak_2,gen_jgw_zak_1,gen_jgw_zak_2,gen_jgz_zak_1,gen_jgz_zak_2,gen_jgz_zak_3,publication_ts,rez_over_demand,tot_jgm_char_pow,capacity_jgm_zak_1,capacity_jgm_zak_2,capacity_jgw_zak_1,capacity_jgw_zak_2,capacity_jgz_zak_1,capacity_jgz_zak_2,capacity_jgz_zak_3,gen_not_activ_part,publication_ts_utc,gen_jgw_jgm_jgz_jga,capacity_jgw_jgm_jgz_jga,dom_balance_exchange_par,dom_balance_exchange_non_par,sume_oze
2025-06-03 00:15:00,0.0,486.0,00:00 - 00:15,,,5960.0,2025-06-02 22:15:00,3279.0,22:00 - 22:15,15650.0,,,2025-06-03,0.0,,10237.0,,,,,2025-06-02 15:35:10.895,2967.0,0.0,1090.0,,19288.0,,,,,3237.0,2025-06-02 13:35:10.895,10237.0,20379.0,650.0,1526.0,486.0
2025-06-03 00:30:00,0.0,480.0,00:15 - 00:30,,,5960.0,2025-06-02 22:30:00,3303.0,22:15 - 22:30,15400.0,,,2025-06-03,0.0,,9993.0,,,,,2025-06-02 15:35:10.895,2540.0,0.0,1090.0,,19288.0,,,,,3231.0,2025-06-02 13:35:10.895,9993.0,20379.0,650.0,1526.0,480.0
2025-06-03 00:45:00,0.0,476.0,00:30 - 00:45,,,5960.0,2025-06-02 22:45:00,3107.0,22:30 - 22:45,15200.0,,,2025-06-03,0.0,,9797.0,,,,,2025-06-02 15:35:10.895,2736.0,0.0,1090.0,,19288.0,,,,,3227.0,2025-06-02 13:35:10.895,9797.0,20379.0,650.0,1526.0,476.0
2025-06-03 01:00:00,0.0,483.0,00:45 - 01:00,,,5960.0,2025-06-02 23:00:00,2900.0,22:45 - 23:00,15000.0,,,2025-06-03,0.0,,9590.0,,,,,2025-06-02 15:35:10.895,2943.0,0.0,1090.0,,19288.0,,,,,3234.0,2025-06-02 13:35:10.895,9590.0,20379.0,650.0,1526.0,483.0
2025-06-03 01:15:00,0.0,480.0,01:00 - 01:15,,,5960.0,2025-06-02 23:15:00,3333.0,23:00 - 23:15,14900.0,,,2025-06-03,0.0,,10023.0,,,,,2025-06-02 15:35:10.895,2510.0,0.0,1090.0,,19288.0,,,,,3194.0,2025-06-02 13:35:10.895,10023.0,20379.0,650.0,1033.0,480.0
2025-06-03 01:30:00,0.0,470.0,01:15 - 01:30,,,5960.0,2025-06-02 23:30:00,3193.0,23:15 - 23:30,14750.0,,,2025-06-03,0.0,,9883.0,,,,,2025-06-02 15:35:10.895,2650.0,0.0,1090.0,,19288.0,,,,,3184.0,2025-06-02 13:35:10.895,9883.0,20379.0,650.0,1033.0,470.0
2025-06-03 01:45:00,0.0,456.0,01:30 - 01:45,,,5960.0,2025-06-02 23:45:00,3106.0,23:30 - 23:45,14650.0,,,2025-06-03,0.0,,9796.0,,,,,2025-06-02 15:35:10.895,2737.0,0.0,1090.0,,19288.0,,,,,3171.0,2025-06-02 13:35:10.895,9796.0,20379.0,650.0,1033.0,456.0
2025-06-03 02:00:00,0.0,455.0,01:45 - 02:00,,,5960.0,2025-06-03 00:00:00,3008.0,23:45 - 24:00,14550.0,,,2025-06-03,0.0,,9698.0,,,,,2025-06-02 15:35:10.895,2835.0,0.0,1090.0,,19288.0,,,,,3169.0,2025-06-02 13:35:10.895,9698.0,20379.0,650.0,1033.0,455.0
2025-06-03 02:15:00,0.0,450.0,02:00 - 02:15,,,5955.0,2025-06-03 00:15:00,2866.0,00:00 - 00:15,14450.0,,,2025-06-03,0.0,,9556.0,,,,,2025-06-02 15:35:10.895,2982.0,0.0,1090.0,,19293.0,,,,,3115.0,2025-06-02 13:35:10.895,9556.0,20384.0,650.0,1129.0,450.0
2025-06-03 02:30:00,0.0,448.0,02:15 - 02:30,,,5955.0,2025-06-03 00:30:00,2818.0,00:15 - 00:30,14400.0,,,2025-06-03,0.0,,9508.0,,,,,2025-06-02 15:35:10.895,3030.0,0.0,1090.0,,19293.0,,,,,3113.0,2025-06-02 13:35:10.895,9508.0,20384.0,650.0,1129.0,448.0
