dtime,gen_fv,gen_wi,period,gen_jga,gen_jgo,ogr_mwe,dtime_utc,rez_under,period_utc,kse_pow_dem,capacity_jga,capacity_jgo,business_date,gen_jgm_zak_1,gen_jgm_zak_2,gen_jgw_zak_1,gen_jgw_zak_2,gen_jgz_zak_1,gen_jgz_zak_2,gen_jgz_zak_3,publication_ts,rez_over_demand,tot_jgm_char_pow,capacity_jgm_zak_1,capacity_jgm_zak_2,capacity_jgw_zak_1,capacity_jgw_zak_2,capacity_jgz_zak_1,capacity_jgz_zak_2,capacity_jgz_zak_3,gen_not_activ_part,publication_ts_utc,gen_jgw_jgm_jgz_jga,capacity_jgw_jgm_jgz_jga,dom_balance_exchange_par,dom_balance_exchange_non_par,sume_oze
2024-07-04 00:15:00,0.0,483.0,00:00 - 00:15,,,6700.0,2024-07-03 22:15:00,3461.0,22:00 - 22:15,15450.0,,,2024-07-04,0.0,,10537.0,,,,,2024-07-03 15:51:30.516,2795.0,0.0,1109.0,,19125.0,,,,,3343.0,2024-07-03 13:51:30.516000,10537.0,20234.0,347.0,1193.0,483.0
2024-07-04 00:30:00,0.0,494.0,00:15 - 00:30,,,6700.0,2024-07-03 22:30:00,2710.0,22:15 - 22:30,15250.0,,,2024-07-04,0.0,,10326.0,,,,,2024-07-03 15:51:30.516,3547.0,0.0,1109.0,,19125.0,,,,,3354.0,2024-07-03 13:51:30.516000,10326.0,20234.0,347.0,1193.0,494.0
2024-07-04 00:45:00,0.0,506.0,00:30 - 00:45,,,6700.0,2024-07-03 22:45:00,2549.0,22:30 - 22:45,15100.0,,,2024-07-04,0.0,,10165.0,,,,,2024-07-03 15:51:30.516,3709.0,0.0,1109.0,,19125.0,,,,,3365.0,2024-07-03 13:51:30.516000,10165.0,20234.0,347.0,1193.0,506.0
2024-07-04 01:00:00,0.0,517.0,00:45 - 01:00,,,6700.0,2024-07-03 23:00:00,2337.0,22:45 - 23:00,14900.0,,,2024-07-04,0.0,,9953.0,,,,,2024-07-03 15:51:30.516,3921.0,0.0,1109.0,,19125.0,,,,,3377.0,2024-07-03 13:51:30.516000,9953.0,20234.0,347.0,1193.0,517.0
2024-07-04 01:15:00,0.0,530.0,01:00 - 01:15,,,6700.0,2024-07-03 23:15:00,2760.0,23:00 - 23:15,14750.0,,,2024-07-04,0.0,,10376.0,,,,,2024-07-03 15:51:30.516,3498.0,0.0,1109.0,,19125.0,,,,,3392.0,2024-07-03 13:51:30.516000,10376.0,20234.0,478.0,474.0,530.0
2024-07-04 01:30:00,0.0,543.0,01:15 - 01:30,,,6700.0,2024-07-03 23:30:00,2647.0,23:15 - 23:30,14650.0,,,2024-07-04,0.0,,10263.0,,,,,2024-07-03 15:51:30.516,3610.0,0.0,1109.0,,19125.0,,,,,3405.0,2024-07-03 13:51:30.516000,10263.0,20234.0,478.0,474.0,543.0
2024-07-04 01:45:00,0.0,556.0,01:30 - 01:45,,,6700.0,2024-07-03 23:45:00,2534.0,23:30 - 23:45,14550.0,,,2024-07-04,0.0,,10150.0,,,,,2024-07-03 15:51:30.516,3724.0,0.0,1109.0,,19125.0,,,,,3418.0,2024-07-03 13:51:30.516000,10150.0,20234.0,478.0,474.0,556.0
2024-07-04 02:00:00,0.0,569.0,01:45 - 02:00,,,6700.0,2024-07-04 00:00:00,2421.0,23:45 - 24:00,14450.0,,,2024-07-04,0.0,,10037.0,,,,,2024-07-03 15:51:30.516,3836.0,0.0,1109.0,,19125.0,,,,,3431.0,2024-07-03 13:51:30.516000,10037.0,20234.0,478.0,474.0,569.0
2024-07-04 02:15:00,0.0,583.0,02:00 - 02:15,,,6700.0,2024-07-04 00:15:00,2193.0,00:00 - 00:15,14400.0,,,2024-07-04,0.0,,9809.0,,,,,2024-07-03 15:51:30.516,4064.0,0.0,1109.0,,19125.0,,,,,3398.0,2024-07-03 13:51:30.516000,9809.0,20234.0,531.0,633.0,583.0
2024-07-04 02:30:00,0.0,609.0,02:15 - 02:30,,,6700.0,2024-07-04 00:30:00,2168.0,00:15 - 00:30,14400.0,,,2024-07-04,0.0,,9784.0,,,,,2024-07-03 15:51:30.516,4090.0,0.0,1109.0,,19125.0,,,,,3423.0,2024-07-03 13:51:30.516000,9784.0,20234.0,531.0,633.0,609.0
