dtime,gen_fv,gen_wi,period,gen_jga,gen_jgo,ogr_mwe,dtime_utc,rez_under,period_utc,kse_pow_dem,capacity_jga,capacity_jgo,business_date,gen_jgm_zak_1,gen_jgm_zak_2,gen_jgw_zak_1,gen_jgw_zak_2,gen_jgz_zak_1,gen_jgz_zak_2,gen_jgz_zak_3,publication_ts,rez_over_demand,tot_jgm_char_pow,capacity_jgm_zak_1,capacity_jgm_zak_2,capacity_jgw_zak_1,capacity_jgw_zak_2,capacity_jgz_zak_1,capacity_jgz_zak_2,capacity_jgz_zak_3,gen_not_activ_part,publication_ts_utc,gen_jgw_jgm_jgz_jga,capacity_jgw_jgm_jgz_jga,dom_balance_exchange_par,dom_balance_exchange_non_par,sume_oze
2024-06-26 00:15:00,0.0,1872.0,00:00 - 00:15,,,6631.0,2024-06-25 22:15:00,2831.0,22:00 - 22:15,16150.0,,,2024-06-26,0.0,,9780.0,,,,,2024-06-25 16:31:15.987,3447.0,0.0,1109.0,,19194.0,,,,,4708.0,2024-06-25 14:31:15.987000,9780.0,20303.0,0.0,1630.0,1872.0
2024-06-26 00:30:00,0.0,1877.0,00:15 - 00:30,,,6631.0,2024-06-25 22:30:00,2543.0,22:15 - 22:30,15950.0,,,2024-06-26,0.0,,9576.0,,,,,2024-06-25 16:31:15.987,3735.0,0.0,1109.0,,19194.0,,,,,4712.0,2024-06-25 14:31:15.987000,9576.0,20303.0,0.0,1630.0,1877.0
2024-06-26 00:45:00,0.0,1882.0,00:30 - 00:45,,,6631.0,2024-06-25 22:45:00,2387.0,22:30 - 22:45,15800.0,,,2024-06-26,0.0,,9420.0,,,,,2024-06-25 16:31:15.987,3891.0,0.0,1109.0,,19194.0,,,,,4718.0,2024-06-25 14:31:15.987000,9420.0,20303.0,0.0,1630.0,1882.0
2024-06-26 01:00:00,0.0,1888.0,00:45 - 01:00,,,6631.0,2024-06-25 23:00:00,2233.0,22:45 - 23:00,15650.0,,,2024-06-26,0.0,,9266.0,,,,,2024-06-25 16:31:15.987,4045.0,0.0,1109.0,,19194.0,,,,,4722.0,2024-06-25 14:31:15.987000,9266.0,20303.0,0.0,1630.0,1888.0
2024-06-26 01:15:00,0.0,1899.0,01:00 - 01:15,,,6631.0,2024-06-25 23:15:00,2846.0,23:00 - 23:15,15500.0,,,2024-06-26,0.0,,9730.0,,,,,2024-06-25 16:31:15.987,3341.0,0.0,1109.0,,19194.0,,,,,4773.0,2024-06-25 14:31:15.987000,9730.0,20303.0,0.0,967.0,1899.0
2024-06-26 01:30:00,0.0,1905.0,01:15 - 01:30,,,6631.0,2024-06-25 23:30:00,2679.0,23:15 - 23:30,15350.0,,,2024-06-26,0.0,,9574.0,,,,,2024-06-25 16:31:15.987,3508.0,0.0,1109.0,,19194.0,,,,,4779.0,2024-06-25 14:31:15.987000,9574.0,20303.0,0.0,967.0,1905.0
2024-06-26 01:45:00,0.0,1911.0,01:30 - 01:45,,,6631.0,2024-06-25 23:45:00,2562.0,23:30 - 23:45,15250.0,,,2024-06-26,0.0,,9468.0,,,,,2024-06-25 16:31:15.987,3625.0,0.0,1109.0,,19194.0,,,,,4785.0,2024-06-25 14:31:15.987000,9468.0,20303.0,0.0,967.0,1911.0
2024-06-26 02:00:00,0.0,1917.0,01:45 - 02:00,,,6631.0,2024-06-26 00:00:00,2445.0,23:45 - 24:00,15150.0,,,2024-06-26,0.0,,9362.0,,,,,2024-06-25 16:31:15.987,3742.0,0.0,1109.0,,19194.0,,,,,4791.0,2024-06-25 14:31:15.987000,9362.0,20303.0,0.0,967.0,1917.0
2024-06-26 02:15:00,0.0,1929.0,02:00 - 02:15,,,6631.0,2024-06-26 00:15:00,2674.0,00:00 - 00:15,15100.0,,,2024-06-26,0.0,,9601.0,,,,,2024-06-25 16:31:15.987,3513.0,0.0,1109.0,,19194.0,,,,,4772.0,2024-06-25 14:31:15.987000,9601.0,20303.0,0.0,697.0,1929.0
2024-06-26 02:30:00,0.0,1937.0,02:15 - 02:30,,,6631.0,2024-06-26 00:30:00,2605.0,00:15 - 00:30,15050.0,,,2024-06-26,0.0,,9543.0,,,,,2024-06-25 16:31:15.987,3582.0,0.0,1109.0,,19194.0,,,,,4780.0,2024-06-25 14:31:15.987000,9543.0,20303.0,0.0,697.0,1937.0
2024-06-26 02:45:00,0.0,1948.0,02:30 - 02:45,,,6631.0,2024-06-26 00:45:00,2448.0,00:30 - 00:45,15000.0,,,2024-06-26,0.0,,9482.0,,,,,2024-06-25 16:31:15.987,3739.0,0.0,1109.0,,19194.0,,,,,4791.0,2024-06-25 14:31:15.987000,9482.0,20303.0,0.0,697.0,1948.0
2024-06-26 03:00:00,0.0,1956.0,02:45 - 03:00,,,6631.0,2024-06-26 01:00:00,2348.0,00:45 - 01:00,14950.0,,,2024-06-26,0.0,,9422.0,,,,,2024-06-25 16:31:15.987,3839.0,0.0,1109.0,,19194.0,,,,,4801.0,2024-06-25 14:31:15.987000,9422.0,20303.0,0.0,697.0,1956.0
2024-06-26 03:15:00,0.0,1946.0,03:00 - 03:15,,,6631.0,2024-06-26 01:15:00,2449.0,01:00 - 01:15,14900.0,,,2024-06-26,0.0,,9555.0,,,,,2024-06-25 16:31:15.987,3738.0,0.0,1109.0,,19194.0,,,,,4795.0,2024-06-25 14:31:15.987000,9555.0,20303.0,0.0,520.0,1946.0
2024-06-26 03:30:00,0.0,1934.0,03:15 - 03:30,,,6631.0,2024-06-26 01:30:00,2443.0,01:15 - 01:30,14900.0,,,2024-06-26,0.0,,9567.0,,,,,2024-06-25 16:31:15.987,3841.0,0.0,1109.0,,19194.0,,,,,4783.0,2024-06-25 14:31:15.987000,9567.0,20303.0,0.0,520.0,1934.0
2024-06-26 03:45:00,0.0,1922.0,03:30 - 03:45,,,6631.0,2024-06-26 01:45:00,2436.0,01:30 - 01:45,14900.0,,,2024-06-26,0.0,,9579.0,,,,,2024-06-25 16:31:15.987,3848.0,0.0,1109.0,,19194.0,,,,,4771.0,2024-06-25 14:31:15.987000,9579.0,20303.0,0.0,520.0,1922.0
