dtime,gen_fv,gen_wi,period,gen_jga,gen_jgo,ogr_mwe,dtime_utc,rez_under,period_utc,kse_pow_dem,capacity_jga,capacity_jgo,business_date,gen_jgm_zak_1,gen_jgm_zak_2,gen_jgw_zak_1,gen_jgw_zak_2,gen_jgz_zak_1,gen_jgz_zak_2,gen_jgz_zak_3,publication_ts,rez_over_demand,tot_jgm_char_pow,capacity_jgm_zak_1,capacity_jgm_zak_2,capacity_jgw_zak_1,capacity_jgw_zak_2,capacity_jgz_zak_1,capacity_jgz_zak_2,capacity_jgz_zak_3,gen_not_activ_part,publication_ts_utc,gen_jgw_jgm_jgz_jga,capacity_jgw_jgm_jgz_jga,dom_balance_exchange_par,dom_balance_exchange_non_par,sume_oze
2024-06-24 00:15:00,0.0,2702.0,00:00 - 00:15,,,9128.0,2024-06-23 22:15:00,1485.0,22:00 - 22:15,13800.0,,,2024-06-24,0.0,,7497.0,,,,,2024-06-23 16:09:00.970,4081.0,0.0,1109.0,,16697.0,,,,,5425.0,2024-06-23 14:09:00.970000,7497.0,17806.0,364.0,476.0,2702.0
2024-06-24 00:30:00,0.0,2680.0,00:15 - 00:30,,,8711.0,2024-06-23 22:30:00,780.0,22:15 - 22:30,13550.0,,,2024-06-24,0.0,,7268.0,,,,,2024-06-23 16:09:00.970,4816.0,0.0,1109.0,,17113.0,,,,,5404.0,2024-06-23 14:09:00.970000,7268.0,18222.0,364.0,476.0,2680.0
2024-06-24 00:45:00,0.0,2658.0,00:30 - 00:45,,,8485.0,2024-06-23 22:45:00,789.0,22:30 - 22:45,13400.0,,,2024-06-24,0.0,,7140.0,,,,,2024-06-23 16:09:00.970,4772.0,0.0,1109.0,,17340.0,,,,,5382.0,2024-06-23 14:09:00.970000,7140.0,18449.0,364.0,476.0,2658.0
2024-06-24 01:00:00,0.0,2636.0,00:45 - 01:00,,,8361.0,2024-06-23 23:00:00,791.0,22:45 - 23:00,13250.0,,,2024-06-24,0.0,,7012.0,,,,,2024-06-23 16:09:00.970,4749.0,0.0,1109.0,,17463.0,,,,,5360.0,2024-06-23 14:09:00.970000,7012.0,18572.0,364.0,476.0,2636.0
2024-06-24 01:15:00,0.0,2608.0,01:00 - 01:15,,,8291.0,2024-06-23 23:15:00,1223.0,23:00 - 23:15,13150.0,,,2024-06-24,0.0,,7444.0,,,,,2024-06-23 16:09:00.970,4355.0,0.0,1109.0,,17533.0,,,,,5333.0,2024-06-23 14:09:00.970000,7444.0,18642.0,414.0,-70.0,2608.0
2024-06-24 01:30:00,0.0,2579.0,01:15 - 01:30,,,8242.0,2024-06-23 23:30:00,1152.0,23:15 - 23:30,13050.0,,,2024-06-24,0.0,,7373.0,,,,,2024-06-23 16:09:00.970,4452.0,0.0,1109.0,,17583.0,,,,,5304.0,2024-06-23 14:09:00.970000,7373.0,18692.0,414.0,-70.0,2579.0
2024-06-24 01:45:00,0.0,2550.0,01:30 - 01:45,,,8242.0,2024-06-23 23:45:00,1130.0,23:30 - 23:45,13000.0,,,2024-06-24,0.0,,7351.0,,,,,2024-06-23 16:09:00.970,4474.0,0.0,1109.0,,17583.0,,,,,5276.0,2024-06-23 14:09:00.970000,7351.0,18692.0,414.0,-70.0,2550.0
2024-06-24 02:00:00,0.0,2521.0,01:45 - 02:00,,,8242.0,2024-06-24 00:00:00,1059.0,23:45 - 24:00,12900.0,,,2024-06-24,0.0,,7280.0,,,,,2024-06-23 16:09:00.970,4545.0,0.0,1109.0,,17583.0,,,,,5247.0,2024-06-23 14:09:00.970000,7280.0,18692.0,414.0,-70.0,2521.0
2024-06-24 02:15:00,0.0,2500.0,02:00 - 02:15,,,8242.0,2024-06-24 00:15:00,783.0,00:00 - 00:15,12850.0,,,2024-06-24,0.0,,7004.0,,,,,2024-06-23 16:09:00.970,4821.0,0.0,1109.0,,17583.0,,,,,5224.0,2024-06-23 14:09:00.970000,7004.0,18692.0,463.0,129.0,2500.0
2024-06-24 02:30:00,0.0,2480.0,02:15 - 02:30,,,8242.0,2024-06-24 00:30:00,753.0,00:15 - 00:30,12800.0,,,2024-06-24,0.0,,6974.0,,,,,2024-06-23 16:09:00.970,4851.0,0.0,1109.0,,17583.0,,,,,5204.0,2024-06-23 14:09:00.970000,6974.0,18692.0,463.0,129.0,2480.0
2024-06-24 02:45:00,0.0,2461.0,02:30 - 02:45,,,8242.0,2024-06-24 00:45:00,711.0,00:30 - 00:45,12750.0,,,2024-06-24,0.0,,6942.0,,,,,2024-06-23 16:09:00.970,4893.0,0.0,1109.0,,17583.0,,,,,5186.0,2024-06-23 14:09:00.970000,6942.0,18692.0,463.0,129.0,2461.0
2024-06-24 03:00:00,0.0,2442.0,02:45 - 03:00,,,8242.0,2024-06-24 01:00:00,719.0,00:45 - 01:00,12750.0,,,2024-06-24,0.0,,6962.0,,,,,2024-06-23 16:09:00.970,4804.0,0.0,1109.0,,17583.0,,,,,5166.0,2024-06-23 14:09:00.970000,6962.0,18692.0,463.0,129.0,2442.0
2024-06-24 03:15:00,0.0,2413.0,03:00 - 03:15,,,8212.0,2024-06-24 01:15:00,817.0,01:00 - 01:15,12750.0,,,2024-06-24,0.0,,7141.0,,,,,2024-06-23 16:09:00.970,4706.0,0.0,1109.0,,17613.0,,,,,5141.0,2024-06-23 14:09:00.970000,7141.0,18722.0,518.0,-80.0,2413.0
2024-06-24 03:30:00,0.0,2383.0,03:15 - 03:30,,,8147.0,2024-06-24 01:30:00,782.0,01:15 - 01:30,12750.0,,,2024-06-24,0.0,,7172.0,,,,,2024-06-23 16:09:00.970,4741.0,0.0,1109.0,,17678.0,,,,,5110.0,2024-06-23 14:09:00.970000,7172.0,18787.0,518.0,-80.0,2383.0
