dtime,gen_fv,gen_wi,period,gen_jga,gen_jgo,ogr_mwe,dtime_utc,rez_under,period_utc,kse_pow_dem,capacity_jga,capacity_jgo,business_date,gen_jgm_zak_1,gen_jgm_zak_2,gen_jgw_zak_1,gen_jgw_zak_2,gen_jgz_zak_1,gen_jgz_zak_2,gen_jgz_zak_3,publication_ts,rez_over_demand,tot_jgm_char_pow,capacity_jgm_zak_1,capacity_jgm_zak_2,capacity_jgw_zak_1,capacity_jgw_zak_2,capacity_jgz_zak_1,capacity_jgz_zak_2,capacity_jgz_zak_3,gen_not_activ_part,publication_ts_utc,gen_jgw_jgm_jgz_jga,capacity_jgw_jgm_jgz_jga,dom_balance_exchange_par,dom_balance_exchange_non_par,sume_oze
2025-08-11 00:15:00,0.0,2826.0,00:00 - 00:15,,,5167.0,2025-08-10 22:15:00,2885.0,22:00 - 22:15,13800.0,,,2025-08-11,0.0,,8272.0,,,,,2025-08-10 15:46:05.762,2364.0,,1395.0,,19777.0,,,,,5033.0,2025-08-10 13:46:05.762,8272.0,21171.0,718.0,-222.0,2826.0
2025-08-11 00:30:00,0.0,2719.0,00:15 - 00:30,,,5167.0,2025-08-10 22:30:00,2668.0,22:15 - 22:30,13500.0,,,2025-08-11,0.0,,8079.0,,,,,2025-08-10 15:46:05.762,2581.0,,1395.0,,19777.0,,,,,4926.0,2025-08-10 13:46:05.762,8079.0,21171.0,718.0,-222.0,2719.0
2025-08-11 00:45:00,0.0,2646.0,00:30 - 00:45,,,5167.0,2025-08-10 22:45:00,2517.0,22:30 - 22:45,13300.0,,,2025-08-11,0.0,,7952.0,,,,,2025-08-10 15:46:05.762,2733.0,,1395.0,,19777.0,,,,,4853.0,2025-08-10 13:46:05.762,7952.0,21171.0,718.0,-222.0,2646.0
2025-08-11 01:00:00,0.0,2572.0,00:45 - 01:00,,,5167.0,2025-08-10 23:00:00,2430.0,22:45 - 23:00,13150.0,,,2025-08-11,0.0,,7876.0,,,,,2025-08-10 15:46:05.762,2819.0,,1395.0,,19777.0,,,,,4779.0,2025-08-10 13:46:05.762,7876.0,21171.0,718.0,-222.0,2572.0
2025-08-11 01:15:00,0.0,2506.0,01:00 - 01:15,,,5167.0,2025-08-10 23:15:00,2269.0,23:00 - 23:15,13050.0,,,2025-08-11,0.0,,7715.0,,,,,2025-08-10 15:46:05.762,3142.0,,1395.0,,19777.0,,,,,4615.0,2025-08-10 13:46:05.762,7715.0,21171.0,750.0,-30.0,2506.0
2025-08-11 01:30:00,0.0,2451.0,01:15 - 01:30,,,5167.0,2025-08-10 23:30:00,2224.0,23:15 - 23:30,12950.0,,,2025-08-11,0.0,,7670.0,,,,,2025-08-10 15:46:05.762,3187.0,,1395.0,,19777.0,,,,,4560.0,2025-08-10 13:46:05.762,7670.0,21171.0,750.0,-30.0,2451.0
2025-08-11 01:45:00,0.0,2387.0,01:30 - 01:45,,,5167.0,2025-08-10 23:45:00,2188.0,23:30 - 23:45,12850.0,,,2025-08-11,0.0,,7634.0,,,,,2025-08-10 15:46:05.762,3223.0,,1395.0,,19777.0,,,,,4496.0,2025-08-10 13:46:05.762,7634.0,21171.0,750.0,-30.0,2387.0
2025-08-11 02:00:00,0.0,2347.0,01:45 - 02:00,,,5167.0,2025-08-11 00:00:00,2079.0,23:45 - 24:00,12700.0,,,2025-08-11,0.0,,7525.0,,,,,2025-08-10 15:46:05.762,3332.0,,1395.0,,19777.0,,,,,4455.0,2025-08-10 13:46:05.762,7525.0,21171.0,750.0,-30.0,2347.0
2025-08-11 02:15:00,0.0,2305.0,02:00 - 02:15,,,5162.0,2025-08-11 00:15:00,1860.0,00:00 - 00:15,12600.0,,,2025-08-11,0.0,,7321.0,,,,,2025-08-10 15:46:05.762,3556.0,,1395.0,,19782.0,,,,,4413.0,2025-08-10 13:46:05.762,7321.0,21176.0,765.0,101.0,2305.0
2025-08-11 02:30:00,0.0,2262.0,02:15 - 02:30,,,5162.0,2025-08-11 00:30:00,1872.0,00:15 - 00:30,12600.0,,,2025-08-11,0.0,,7364.0,,,,,2025-08-10 15:46:05.762,3544.0,,1395.0,,19782.0,,,,,4370.0,2025-08-10 13:46:05.762,7364.0,21176.0,765.0,101.0,2262.0
