data,kwadrans,sk_d1_fcst,sk_d_fcst,sk_cost,dtime,dtime_utc,period,period_utc,business_date,publication_ts,publication_ts_utc
2025-02-04,00:00 - 00:15,-73.849,-13.0,-30.417,2025-02-04 00:15:00,2025-02-03 23:15:00,00:00 - 00:15,23:00 - 23:15,2025-02-04,2025-04-16 14:22:16.767,2025-04-16 12:22:16.767
2025-02-04,00:15 - 00:30,-164.646,-100.567,-100.567,2025-02-04 00:30:00,2025-02-03 23:30:00,00:15 - 00:30,23:15 - 23:30,2025-02-04,2025-04-16 14:22:16.767,2025-04-16 12:22:16.767
2025-02-04,00:30 - 00:45,-125.771,-39.641,-42.309,2025-02-04 00:45:00,2025-02-03 23:45:00,00:30 - 00:45,23:30 - 23:45,2025-02-04,2025-04-16 14:22:16.767,2025-04-16 12:22:16.767
2025-02-04,00:45 - 01:00,-123.733,-50.558,-50.558,2025-02-04 01:00:00,2025-02-04 00:00:00,00:45 - 01:00,23:45 - 24:00,2025-02-04,2025-04-16 14:22:16.767,2025-04-16 12:22:16.767
2025-02-04,01:00 - 01:15,-143.519,-71.26,-76.51,2025-02-04 01:15:00,2025-02-04 00:15:00,01:00 - 01:15,00:00 - 00:15,2025-02-04,2025-04-16 14:22:16.767,2025-04-16 12:22:16.767
2025-02-04,01:15 - 01:30,-136.172,-68.998,-68.998,2025-02-04 01:30:00,2025-02-04 00:30:00,01:15 - 01:30,00:15 - 00:30,2025-02-04,2025-04-16 14:22:16.767,2025-04-16 12:22:16.767
2025-02-04,01:30 - 01:45,-111.421,-19.129,-19.129,2025-02-04 01:45:00,2025-02-04 00:45:00,01:30 - 01:45,00:30 - 00:45,2025-02-04,2025-04-16 14:22:16.767,2025-04-16 12:22:16.767
2025-02-04,01:45 - 02:00,-136.477,-8.607,-41.69,2025-02-04 02:00:00,2025-02-04 01:00:00,01:45 - 02:00,00:45 - 01:00,2025-02-04,2025-04-16 14:22:16.767,2025-04-16 12:22:16.767
2025-02-04,02:00 - 02:15,-144.574,-81.063,-81.063,2025-02-04 02:15:00,2025-02-04 01:15:00,02:00 - 02:15,01:00 - 01:15,2025-02-04,2025-04-16 14:22:16.767,2025-04-16 12:22:16.767
2025-02-04,02:15 - 02:30,-115.865,-70.057,-70.057,2025-02-04 02:30:00,2025-02-04 01:30:00,02:15 - 02:30,01:15 - 01:30,2025-02-04,2025-04-16 14:22:16.767,2025-04-16 12:22:16.767
