data,kwadrans,sk_d1_fcst,sk_d_fcst,sk_cost,dtime,dtime_utc,period,period_utc,business_date,publication_ts,publication_ts_utc
2025-04-14,00:00 - 00:15,-73.369,-206.89,-206.891,2025-04-14 00:15:00,2025-04-13 22:15:00,00:00 - 00:15,22:00 - 22:15,2025-04-14,2025-04-15 14:04:18.780,2025-04-15 12:04:18.780
2025-04-14,00:15 - 00:30,-6.602,-160.372,-160.372,2025-04-14 00:30:00,2025-04-13 22:30:00,00:15 - 00:30,22:15 - 22:30,2025-04-14,2025-04-15 14:04:18.780,2025-04-15 12:04:18.780
2025-04-14,00:30 - 00:45,5.523,-199.025,-199.025,2025-04-14 00:45:00,2025-04-13 22:45:00,00:30 - 00:45,22:30 - 22:45,2025-04-14,2025-04-15 14:04:18.780,2025-04-15 12:04:18.780
2025-04-14,00:45 - 01:00,10.875,-229.993,-229.993,2025-04-14 01:00:00,2025-04-13 23:00:00,00:45 - 01:00,22:45 - 23:00,2025-04-14,2025-04-15 14:04:18.780,2025-04-15 12:04:18.780
2025-04-14,01:00 - 01:15,40.551,-179.541,-179.541,2025-04-14 01:15:00,2025-04-13 23:15:00,01:00 - 01:15,23:00 - 23:15,2025-04-14,2025-04-15 14:04:18.780,2025-04-15 12:04:18.780
2025-04-14,01:15 - 01:30,57.924,-162.309,-162.309,2025-04-14 01:30:00,2025-04-13 23:30:00,01:15 - 01:30,23:15 - 23:30,2025-04-14,2025-04-15 14:04:18.780,2025-04-15 12:04:18.780
2025-04-14,01:30 - 01:45,44.675,-137.934,-137.934,2025-04-14 01:45:00,2025-04-13 23:45:00,01:30 - 01:45,23:30 - 23:45,2025-04-14,2025-04-15 14:04:18.780,2025-04-15 12:04:18.780
2025-04-14,01:45 - 02:00,33.14,-141.545,-141.545,2025-04-14 02:00:00,2025-04-14 00:00:00,01:45 - 02:00,23:45 - 24:00,2025-04-14,2025-04-15 14:04:18.780,2025-04-15 12:04:18.780
2025-04-14,02:00 - 02:15,51.03,-115.782,-115.782,2025-04-14 02:15:00,2025-04-14 00:15:00,02:00 - 02:15,00:00 - 00:15,2025-04-14,2025-04-15 14:04:18.780,2025-04-15 12:04:18.780
2025-04-14,02:15 - 02:30,62.655,-121.158,-121.158,2025-04-14 02:30:00,2025-04-14 00:30:00,02:15 - 02:30,00:15 - 00:30,2025-04-14,2025-04-15 14:04:18.780,2025-04-15 12:04:18.780
2025-04-14,02:30 - 02:45,33.904,-160.028,-160.028,2025-04-14 02:45:00,2025-04-14 00:45:00,02:30 - 02:45,00:30 - 00:45,2025-04-14,2025-04-15 14:04:18.780,2025-04-15 12:04:18.780
2025-04-14,02:45 - 03:00,-7.128,-174.448,-174.448,2025-04-14 03:00:00,2025-04-14 01:00:00,02:45 - 03:00,00:45 - 01:00,2025-04-14,2025-04-15 14:04:18.780,2025-04-15 12:04:18.780
2025-04-14,03:00 - 03:15,-8.99,-181.666,-181.666,2025-04-14 03:15:00,2025-04-14 01:15:00,03:00 - 03:15,01:00 - 01:15,2025-04-14,2025-04-15 14:04:18.780,2025-04-15 12:04:18.780
2025-04-14,03:15 - 03:30,3.93,-164.065,-164.065,2025-04-14 03:30:00,2025-04-14 01:30:00,03:15 - 03:30,01:15 - 01:30,2025-04-14,2025-04-15 14:04:18.780,2025-04-15 12:04:18.780
2025-04-14,03:30 - 03:45,-20.57,-201.745,-201.745,2025-04-14 03:45:00,2025-04-14 01:45:00,03:30 - 03:45,01:30 - 01:45,2025-04-14,2025-04-15 14:04:18.780,2025-04-15 12:04:18.780
2025-04-14,03:45 - 04:00,-44.071,-255.765,-255.765,2025-04-14 04:00:00,2025-04-14 02:00:00,03:45 - 04:00,01:45 - 02:00,2025-04-14,2025-04-15 14:04:18.780,2025-04-15 12:04:18.780
2025-04-14,04:00 - 04:15,12.64,-168.901,-168.901,2025-04-14 04:15:00,2025-04-14 02:15:00,04:00 - 04:15,02:00 - 02:15,2025-04-14,2025-04-15 14:04:18.780,2025-04-15 12:04:18.780
2025-04-14,04:15 - 04:30,52.227,-200.505,-200.505,2025-04-14 04:30:00,2025-04-14 02:30:00,04:15 - 04:30,02:15 - 02:30,2025-04-14,2025-04-15 14:04:18.780,2025-04-15 12:04:18.780
2025-04-14,04:30 - 04:45,-2.648,-224.971,-224.971,2025-04-14 04:45:00,2025-04-14 02:45:00,04:30 - 04:45,02:30 - 02:45,2025-04-14,2025-04-15 14:04:18.780,2025-04-15 12:04:18.780
2025-04-14,04:45 - 05:00,-34.034,-225.461,-225.461,2025-04-14 05:00:00,2025-04-14 03:00:00,04:45 - 05:00,02:45 - 03:00,2025-04-14,2025-04-15 14:04:18.780,2025-04-15 12:04:18.780
2025-04-14,05:00 - 05:15,17.314,-124.714,-124.714,2025-04-14 05:15:00,2025-04-14 03:15:00,05:00 - 05:15,03:00 - 03:15,2025-04-14,2025-04-15 14:04:18.780,2025-04-15 12:04:18.780
2025-04-14,05:15 - 05:30,27.923,-178.557,-178.557,2025-04-14 05:30:00,2025-04-14 03:30:00,05:15 - 05:30,03:15 - 03:30,2025-04-14,2025-04-15 14:04:18.780,2025-04-15 12:04:18.780
2025-04-14,05:30 - 05:45,-89.328,-256.33,-256.33,2025-04-14 05:45:00,2025-04-14 03:45:00,05:30 - 05:45,03:30 - 03:45,2025-04-14,2025-04-15 14:04:18.780,2025-04-15 12:04:18.780
