data,kwadrans,sk_d1_fcst,sk_d_fcst,sk_cost,dtime,dtime_utc,period,period_utc,business_date,publication_ts,publication_ts_utc
2025-05-22,00:00 - 00:15,-205.666,-257.024,-258.296,2025-05-22 00:15:00,2025-05-21 22:15:00,00:00 - 00:15,22:00 - 22:15,2025-05-22,2025-07-16 13:14:14.787,2025-07-16 11:14:14.787
2025-05-22,00:15 - 00:30,-250.885,-215.236,-215.236,2025-05-22 00:30:00,2025-05-21 22:30:00,00:15 - 00:30,22:15 - 22:30,2025-05-22,2025-07-16 13:14:14.787,2025-07-16 11:14:14.787
2025-05-22,00:30 - 00:45,-164.011,-95.409,-95.409,2025-05-22 00:45:00,2025-05-21 22:45:00,00:30 - 00:45,22:30 - 22:45,2025-05-22,2025-07-16 13:14:14.787,2025-07-16 11:14:14.787
2025-05-22,00:45 - 01:00,-116.458,-64.83,-64.83,2025-05-22 01:00:00,2025-05-21 23:00:00,00:45 - 01:00,22:45 - 23:00,2025-05-22,2025-07-16 13:14:14.787,2025-07-16 11:14:14.787
2025-05-22,01:00 - 01:15,-111.724,-149.825,-149.825,2025-05-22 01:15:00,2025-05-21 23:15:00,01:00 - 01:15,23:00 - 23:15,2025-05-22,2025-07-16 13:14:14.787,2025-07-16 11:14:14.787
2025-05-22,01:15 - 01:30,-104.006,-86.552,-86.552,2025-05-22 01:30:00,2025-05-21 23:30:00,01:15 - 01:30,23:15 - 23:30,2025-05-22,2025-07-16 13:14:14.787,2025-07-16 11:14:14.787
2025-05-22,01:30 - 01:45,-84.469,-92.33,-92.33,2025-05-22 01:45:00,2025-05-21 23:45:00,01:30 - 01:45,23:30 - 23:45,2025-05-22,2025-07-16 13:14:14.787,2025-07-16 11:14:14.787
2025-05-22,01:45 - 02:00,-64.567,-49.968,-49.968,2025-05-22 02:00:00,2025-05-22 00:00:00,01:45 - 02:00,23:45 - 24:00,2025-05-22,2025-07-16 13:14:14.787,2025-07-16 11:14:14.787
2025-05-22,02:00 - 02:15,-66.328,-35.756,-35.756,2025-05-22 02:15:00,2025-05-22 00:15:00,02:00 - 02:15,00:00 - 00:15,2025-05-22,2025-07-16 13:14:14.787,2025-07-16 11:14:14.787
2025-05-22,02:15 - 02:30,-84.241,-15.219,-17.886,2025-05-22 02:30:00,2025-05-22 00:30:00,02:15 - 02:30,00:15 - 00:30,2025-05-22,2025-07-16 13:14:14.787,2025-07-16 11:14:14.787
2025-05-22,02:30 - 02:45,-86.991,3.25,2.333,2025-05-22 02:45:00,2025-05-22 00:45:00,02:30 - 02:45,00:30 - 00:45,2025-05-22,2025-07-16 13:14:14.787,2025-07-16 11:14:14.787
