data,kwadrans,sk_d1_fcst,sk_d_fcst,sk_cost,dtime,dtime_utc,period,period_utc,business_date,publication_ts,publication_ts_utc
2024-09-30,00:00 - 00:15,10.86,-84.631,-83.337,2024-09-30 00:15:00,2024-09-29 22:15:00,00:00 - 00:15,22:00 - 22:15,2024-09-30,2025-05-15 11:28:23.971,2025-05-15 09:28:23.971
2024-09-30,00:15 - 00:30,89.939,-13.666,-16.978,2024-09-30 00:30:00,2024-09-29 22:30:00,00:15 - 00:30,22:15 - 22:30,2024-09-30,2025-05-15 11:28:23.971,2025-05-15 09:28:23.971
2024-09-30,00:30 - 00:45,117.082,39.662,54.968,2024-09-30 00:45:00,2024-09-29 22:45:00,00:30 - 00:45,22:30 - 22:45,2024-09-30,2025-05-15 11:28:23.971,2025-05-15 09:28:23.971
2024-09-30,00:45 - 01:00,116.493,38.285,44.401,2024-09-30 01:00:00,2024-09-29 23:00:00,00:45 - 01:00,22:45 - 23:00,2024-09-30,2025-05-15 11:28:23.971,2025-05-15 09:28:23.971
2024-09-30,01:00 - 01:15,96.203,-21.459,-21.415,2024-09-30 01:15:00,2024-09-29 23:15:00,01:00 - 01:15,23:00 - 23:15,2024-09-30,2025-05-15 11:28:23.971,2025-05-15 09:28:23.971
2024-09-30,01:15 - 01:30,98.078,-21.306,-23.02,2024-09-30 01:30:00,2024-09-29 23:30:00,01:15 - 01:30,23:15 - 23:30,2024-09-30,2025-05-15 11:28:23.971,2025-05-15 09:28:23.971
2024-09-30,01:30 - 01:45,116.578,-26.743,-28.573,2024-09-30 01:45:00,2024-09-29 23:45:00,01:30 - 01:45,23:30 - 23:45,2024-09-30,2025-05-15 11:28:23.971,2025-05-15 09:28:23.971
2024-09-30,01:45 - 02:00,102.702,-45.591,-27.163,2024-09-30 02:00:00,2024-09-30 00:00:00,01:45 - 02:00,23:45 - 24:00,2024-09-30,2025-05-15 11:28:23.971,2025-05-15 09:28:23.971
2024-09-30,02:00 - 02:15,71.228,-46.114,-46.033,2024-09-30 02:15:00,2024-09-30 00:15:00,02:00 - 02:15,00:00 - 00:15,2024-09-30,2025-05-15 11:28:23.971,2025-05-15 09:28:23.971
2024-09-30,02:15 - 02:30,73.602,-42.392,-42.715,2024-09-30 02:30:00,2024-09-30 00:30:00,02:15 - 02:30,00:15 - 00:30,2024-09-30,2025-05-15 11:28:23.971,2025-05-15 09:28:23.971
2024-09-30,02:30 - 02:45,79.603,-39.491,-41.258,2024-09-30 02:45:00,2024-09-30 00:45:00,02:30 - 02:45,00:30 - 00:45,2024-09-30,2025-05-15 11:28:23.971,2025-05-15 09:28:23.971
2024-09-30,02:45 - 03:00,79.353,-39.394,-38.445,2024-09-30 03:00:00,2024-09-30 01:00:00,02:45 - 03:00,00:45 - 01:00,2024-09-30,2025-05-15 11:28:23.971,2025-05-15 09:28:23.971
2024-09-30,03:00 - 03:15,88.971,-53.417,-52.844,2024-09-30 03:15:00,2024-09-30 01:15:00,03:00 - 03:15,01:00 - 01:15,2024-09-30,2025-05-15 11:28:23.971,2025-05-15 09:28:23.971
2024-09-30,03:15 - 03:30,90.665,-47.103,-46.856,2024-09-30 03:30:00,2024-09-30 01:30:00,03:15 - 03:30,01:15 - 01:30,2024-09-30,2025-05-15 11:28:23.971,2025-05-15 09:28:23.971
2024-09-30,03:30 - 03:45,85.54,-44.871,-26.573,2024-09-30 03:45:00,2024-09-30 01:45:00,03:30 - 03:45,01:30 - 01:45,2024-09-30,2025-05-15 11:28:23.971,2025-05-15 09:28:23.971
2024-09-30,03:45 - 04:00,74.165,-36.3,-40.544,2024-09-30 04:00:00,2024-09-30 02:00:00,03:45 - 04:00,01:45 - 02:00,2024-09-30,2025-05-15 11:28:23.971,2025-05-15 09:28:23.971
2024-09-30,04:00 - 04:15,84.251,14.713,15.388,2024-09-30 04:15:00,2024-09-30 02:15:00,04:00 - 04:15,02:00 - 02:15,2024-09-30,2025-05-15 11:28:23.971,2025-05-15 09:28:23.971
2024-09-30,04:15 - 04:30,103.252,44.179,49.294,2024-09-30 04:30:00,2024-09-30 02:30:00,04:15 - 04:30,02:15 - 02:30,2024-09-30,2025-05-15 11:28:23.971,2025-05-15 09:28:23.971
2024-09-30,04:30 - 04:45,78.933,-3.36,2.616,2024-09-30 04:45:00,2024-09-30 02:45:00,04:30 - 04:45,02:30 - 02:45,2024-09-30,2025-05-15 11:28:23.971,2025-05-15 09:28:23.971
2024-09-30,04:45 - 05:00,79.885,16.848,15.574,2024-09-30 05:00:00,2024-09-30 03:00:00,04:45 - 05:00,02:45 - 03:00,2024-09-30,2025-05-15 11:28:23.971,2025-05-15 09:28:23.971
2024-09-30,05:00 - 05:15,71.043,-0.324,-13.58,2024-09-30 05:15:00,2024-09-30 03:15:00,05:00 - 05:15,03:00 - 03:15,2024-09-30,2025-05-15 11:28:23.971,2025-05-15 09:28:23.971
2024-09-30,05:15 - 05:30,23.66,1.527,3.982,2024-09-30 05:30:00,2024-09-30 03:30:00,05:15 - 05:30,03:15 - 03:30,2024-09-30,2025-05-15 11:28:23.971,2025-05-15 09:28:23.971
