data,kwadrans,sk_d1_fcst,sk_d_fcst,sk_cost,dtime,dtime_utc,period,period_utc,business_date,publication_ts,publication_ts_utc
2024-08-10,00:00 - 00:15,-306.103,-446.642,-433.118,2024-08-10 00:15:00,2024-08-09 22:15:00,00:00 - 00:15,22:00 - 22:15,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,00:15 - 00:30,-230.342,-471.863,-469.94,2024-08-10 00:30:00,2024-08-09 22:30:00,00:15 - 00:30,22:15 - 22:30,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,00:30 - 00:45,-107.41,-171.978,-171.074,2024-08-10 00:45:00,2024-08-09 22:45:00,00:30 - 00:45,22:30 - 22:45,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,00:45 - 01:00,-123.64,-203.072,-201.509,2024-08-10 01:00:00,2024-08-09 23:00:00,00:45 - 01:00,22:45 - 23:00,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,01:00 - 01:15,-192.85,-508.017,-512.503,2024-08-10 01:15:00,2024-08-09 23:15:00,01:00 - 01:15,23:00 - 23:15,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,01:15 - 01:30,-234.351,-499.627,-510.119,2024-08-10 01:30:00,2024-08-09 23:30:00,01:15 - 01:30,23:15 - 23:30,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,01:30 - 01:45,-205.1,-432.862,-432.703,2024-08-10 01:45:00,2024-08-09 23:45:00,01:30 - 01:45,23:30 - 23:45,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,01:45 - 02:00,-202.333,-434.142,-429.833,2024-08-10 02:00:00,2024-08-10 00:00:00,01:45 - 02:00,23:45 - 24:00,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,02:00 - 02:15,-209.817,-417.405,-415.106,2024-08-10 02:15:00,2024-08-10 00:15:00,02:00 - 02:15,00:00 - 00:15,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,02:15 - 02:30,-196.192,-385.203,-385.192,2024-08-10 02:30:00,2024-08-10 00:30:00,02:15 - 02:30,00:15 - 00:30,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,02:30 - 02:45,-183.443,-375.612,-375.445,2024-08-10 02:45:00,2024-08-10 00:45:00,02:30 - 02:45,00:30 - 00:45,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,02:45 - 03:00,-176.944,-373.235,-373.295,2024-08-10 03:00:00,2024-08-10 01:00:00,02:45 - 03:00,00:45 - 01:00,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,03:00 - 03:15,-184.535,-321.488,-318.59,2024-08-10 03:15:00,2024-08-10 01:15:00,03:00 - 03:15,01:00 - 01:15,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,03:15 - 03:30,-147.411,-233.31,-232.24,2024-08-10 03:30:00,2024-08-10 01:30:00,03:15 - 03:30,01:15 - 01:30,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,03:30 - 03:45,-144.661,-208.624,-209.239,2024-08-10 03:45:00,2024-08-10 01:45:00,03:30 - 03:45,01:30 - 01:45,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,03:45 - 04:00,-135.661,-186.259,-188.041,2024-08-10 04:00:00,2024-08-10 02:00:00,03:45 - 04:00,01:45 - 02:00,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,04:00 - 04:15,-139.462,-168.137,-169.863,2024-08-10 04:15:00,2024-08-10 02:15:00,04:00 - 04:15,02:00 - 02:15,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,04:15 - 04:30,-147.212,-179.682,-180.816,2024-08-10 04:30:00,2024-08-10 02:30:00,04:15 - 04:30,02:15 - 02:30,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,04:30 - 04:45,-126.588,-182.976,-183.262,2024-08-10 04:45:00,2024-08-10 02:45:00,04:30 - 04:45,02:30 - 02:45,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,04:45 - 05:00,-104.212,-172.031,-172.763,2024-08-10 05:00:00,2024-08-10 03:00:00,04:45 - 05:00,02:45 - 03:00,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,05:00 - 05:15,-114.507,-133.809,-133.989,2024-08-10 05:15:00,2024-08-10 03:15:00,05:00 - 05:15,03:00 - 03:15,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,05:15 - 05:30,-131.231,-140.429,-140.182,2024-08-10 05:30:00,2024-08-10 03:30:00,05:15 - 05:30,03:15 - 03:30,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,05:30 - 05:45,-134.479,-144.333,-142.187,2024-08-10 05:45:00,2024-08-10 03:45:00,05:30 - 05:45,03:30 - 03:45,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,05:45 - 06:00,-146.012,-152.384,-152.199,2024-08-10 06:00:00,2024-08-10 04:00:00,05:45 - 06:00,03:45 - 04:00,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,06:00 - 06:15,-147.64,-117.11,-116.158,2024-08-10 06:15:00,2024-08-10 04:15:00,06:00 - 06:15,04:00 - 04:15,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,06:15 - 06:30,-148.861,-65.897,-66.499,2024-08-10 06:30:00,2024-08-10 04:30:00,06:15 - 06:30,04:15 - 04:30,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,06:30 - 06:45,-158.861,-61.696,-62.476,2024-08-10 06:45:00,2024-08-10 04:45:00,06:30 - 06:45,04:30 - 04:45,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,06:45 - 07:00,-232.993,-77.721,-78.871,2024-08-10 07:00:00,2024-08-10 05:00:00,06:45 - 07:00,04:45 - 05:00,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,07:00 - 07:15,-222.815,-150.531,-154.079,2024-08-10 07:15:00,2024-08-10 05:15:00,07:00 - 07:15,05:00 - 05:15,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,07:15 - 07:30,-121.629,-162.522,-165.692,2024-08-10 07:30:00,2024-08-10 05:30:00,07:15 - 07:30,05:15 - 05:30,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,07:30 - 07:45,-75.25,-144.539,-145.104,2024-08-10 07:45:00,2024-08-10 05:45:00,07:30 - 07:45,05:30 - 05:45,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,07:45 - 08:00,-66.773,-150.062,-150.018,2024-08-10 08:00:00,2024-08-10 06:00:00,07:45 - 08:00,05:45 - 06:00,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,08:00 - 08:15,-84.927,-236.492,-230.913,2024-08-10 08:15:00,2024-08-10 06:15:00,08:00 - 08:15,06:00 - 06:15,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,08:15 - 08:30,-15.117,-195.007,-194.556,2024-08-10 08:30:00,2024-08-10 06:30:00,08:15 - 08:30,06:15 - 06:30,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,08:30 - 08:45,112.293,-69.137,-66.797,2024-08-10 08:45:00,2024-08-10 06:45:00,08:30 - 08:45,06:30 - 06:45,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,08:45 - 09:00,190.668,39.14,45.7,2024-08-10 09:00:00,2024-08-10 07:00:00,08:45 - 09:00,06:45 - 07:00,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,09:00 - 09:15,-42.418,-146.536,-143.272,2024-08-10 09:15:00,2024-08-10 07:15:00,09:00 - 09:15,07:00 - 07:15,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,09:15 - 09:30,-84.153,-219.939,-219.411,2024-08-10 09:30:00,2024-08-10 07:30:00,09:15 - 09:30,07:15 - 07:30,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,09:30 - 09:45,10.953,-50.505,-48.383,2024-08-10 09:45:00,2024-08-10 07:45:00,09:30 - 09:45,07:30 - 07:45,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,09:45 - 10:00,48.06,76.878,84.538,2024-08-10 10:00:00,2024-08-10 08:00:00,09:45 - 10:00,07:45 - 08:00,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,10:00 - 10:15,58.505,4.829,16.124,2024-08-10 10:15:00,2024-08-10 08:15:00,10:00 - 10:15,08:00 - 08:15,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,10:15 - 10:30,62.005,13.51,12.949,2024-08-10 10:30:00,2024-08-10 08:30:00,10:15 - 10:30,08:15 - 08:30,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,10:30 - 10:45,65.506,79.545,79.706,2024-08-10 10:45:00,2024-08-10 08:45:00,10:30 - 10:45,08:30 - 08:45,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
2024-08-10,10:45 - 11:00,39.045,53.764,87.777,2024-08-10 11:00:00,2024-08-10 09:00:00,10:45 - 11:00,08:45 - 09:00,2024-08-10,2025-04-16 11:30:11.058,2025-04-16 09:30:11.058
