data,kwadrans,sk_d1_fcst,sk_d_fcst,sk_cost,dtime,dtime_utc,period,period_utc,business_date,publication_ts,publication_ts_utc
2024-10-12,00:00 - 00:15,-106.225,-47.437,-47.472,2024-10-12 00:15:00,2024-10-11 22:15:00,00:00 - 00:15,22:00 - 22:15,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,00:15 - 00:30,-192.685,-58.333,-58.207,2024-10-12 00:30:00,2024-10-11 22:30:00,00:15 - 00:30,22:15 - 22:30,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,00:30 - 00:45,-137.68,3.638,3.638,2024-10-12 00:45:00,2024-10-11 22:45:00,00:30 - 00:45,22:30 - 22:45,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,00:45 - 01:00,-90.67,28.195,28.495,2024-10-12 01:00:00,2024-10-11 23:00:00,00:45 - 01:00,22:45 - 23:00,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,01:00 - 01:15,-19.522,71.513,70.636,2024-10-12 01:15:00,2024-10-11 23:15:00,01:00 - 01:15,23:00 - 23:15,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,01:15 - 01:30,-58.61,33.77,32.586,2024-10-12 01:30:00,2024-10-11 23:30:00,01:15 - 01:30,23:15 - 23:30,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,01:30 - 01:45,-31.989,49.721,49.895,2024-10-12 01:45:00,2024-10-11 23:45:00,01:30 - 01:45,23:30 - 23:45,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,01:45 - 02:00,-3.49,67.535,67.526,2024-10-12 02:00:00,2024-10-12 00:00:00,01:45 - 02:00,23:45 - 24:00,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,02:00 - 02:15,18.375,105.59,105.59,2024-10-12 02:15:00,2024-10-12 00:15:00,02:00 - 02:15,00:00 - 00:15,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,02:15 - 02:30,25.784,153.384,155.717,2024-10-12 02:30:00,2024-10-12 00:30:00,02:15 - 02:30,00:15 - 00:30,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,02:30 - 02:45,33.916,125.985,125.985,2024-10-12 02:45:00,2024-10-12 00:45:00,02:30 - 02:45,00:30 - 00:45,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,02:45 - 03:00,26.154,108.618,108.684,2024-10-12 03:00:00,2024-10-12 01:00:00,02:45 - 03:00,00:45 - 01:00,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,03:00 - 03:15,19.306,50.618,50.667,2024-10-12 03:15:00,2024-10-12 01:15:00,03:00 - 03:15,01:00 - 01:15,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,03:15 - 03:30,20.685,25.048,24.586,2024-10-12 03:30:00,2024-10-12 01:30:00,03:15 - 03:30,01:15 - 01:30,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,03:30 - 03:45,4.935,19.866,19.818,2024-10-12 03:45:00,2024-10-12 01:45:00,03:30 - 03:45,01:30 - 01:45,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,03:45 - 04:00,-9.77,38.342,38.397,2024-10-12 04:00:00,2024-10-12 02:00:00,03:45 - 04:00,01:45 - 02:00,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,04:00 - 04:15,13.181,112.494,112.593,2024-10-12 04:15:00,2024-10-12 02:15:00,04:00 - 04:15,02:00 - 02:15,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,04:15 - 04:30,34.939,102.112,101.982,2024-10-12 04:30:00,2024-10-12 02:30:00,04:15 - 04:30,02:15 - 02:30,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,04:30 - 04:45,19.416,24.972,20.903,2024-10-12 04:45:00,2024-10-12 02:45:00,04:30 - 04:45,02:30 - 02:45,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,04:45 - 05:00,-19.243,23.889,22.292,2024-10-12 05:00:00,2024-10-12 03:00:00,04:45 - 05:00,02:45 - 03:00,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,05:00 - 05:15,3.549,40.462,40.462,2024-10-12 05:15:00,2024-10-12 03:15:00,05:00 - 05:15,03:00 - 03:15,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,05:15 - 05:30,52.663,47.937,46.762,2024-10-12 05:30:00,2024-10-12 03:30:00,05:15 - 05:30,03:15 - 03:30,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,05:30 - 05:45,18.785,-2.275,-2.317,2024-10-12 05:45:00,2024-10-12 03:45:00,05:30 - 05:45,03:30 - 03:45,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,05:45 - 06:00,-32.093,-86.378,-87.199,2024-10-12 06:00:00,2024-10-12 04:00:00,05:45 - 06:00,03:45 - 04:00,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,06:00 - 06:15,34.098,32.835,27.937,2024-10-12 06:15:00,2024-10-12 04:15:00,06:00 - 06:15,04:00 - 04:15,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,06:15 - 06:30,92.003,18.888,18.613,2024-10-12 06:30:00,2024-10-12 04:30:00,06:15 - 06:30,04:15 - 04:30,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,06:30 - 06:45,31.879,-190.559,-198.83,2024-10-12 06:45:00,2024-10-12 04:45:00,06:30 - 06:45,04:30 - 04:45,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,06:45 - 07:00,-34.245,-315.777,-290.787,2024-10-12 07:00:00,2024-10-12 05:00:00,06:45 - 07:00,04:45 - 05:00,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,07:00 - 07:15,6.0,-161.873,-160.821,2024-10-12 07:15:00,2024-10-12 05:15:00,07:00 - 07:15,05:00 - 05:15,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,07:15 - 07:30,59.639,-48.612,-48.461,2024-10-12 07:30:00,2024-10-12 05:30:00,07:15 - 07:30,05:15 - 05:30,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,07:30 - 07:45,42.882,-57.604,-58.034,2024-10-12 07:45:00,2024-10-12 05:45:00,07:30 - 07:45,05:30 - 05:45,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
2024-10-12,07:45 - 08:00,57.874,-44.706,-46.631,2024-10-12 08:00:00,2024-10-12 06:00:00,07:45 - 08:00,05:45 - 06:00,2024-10-12,2025-06-16 10:35:20.666,2025-06-16 08:35:20.666
