data,kwadrans,sk_d1_fcst,sk_d_fcst,sk_cost,dtime,dtime_utc,period,period_utc,business_date,publication_ts,publication_ts_utc
2025-08-13,00:00 - 00:15,-46.415,-63.594,,2025-08-13 00:15:00,2025-08-12 22:15:00,00:00 - 00:15,22:00 - 22:15,2025-08-13,2025-08-13 00:34:12.076,2025-08-12 22:34:12.076
2025-08-13,00:15 - 00:30,-185.7,-35.365,,2025-08-13 00:30:00,2025-08-12 22:30:00,00:15 - 00:30,22:15 - 22:30,2025-08-13,2025-08-13 00:46:12.248,2025-08-12 22:46:12.248
2025-08-13,00:30 - 00:45,-136.96,86.291,,2025-08-13 00:45:00,2025-08-12 22:45:00,00:30 - 00:45,22:30 - 22:45,2025-08-13,2025-08-13 00:59:11.492,2025-08-12 22:59:11.492
2025-08-13,00:45 - 01:00,-130.993,148.604,,2025-08-13 01:00:00,2025-08-12 23:00:00,00:45 - 01:00,22:45 - 23:00,2025-08-13,2025-08-13 01:13:11.685,2025-08-12 23:13:11.685
2025-08-13,01:00 - 01:15,-164.951,-4.368,,2025-08-13 01:15:00,2025-08-12 23:15:00,01:00 - 01:15,23:00 - 23:15,2025-08-13,2025-08-13 01:29:16.459,2025-08-12 23:29:16.459
2025-08-13,01:15 - 01:30,-154.203,10.595,,2025-08-13 01:30:00,2025-08-12 23:30:00,01:15 - 01:30,23:15 - 23:30,2025-08-13,2025-08-13 01:44:11.074,2025-08-12 23:44:11.074
2025-08-13,01:30 - 01:45,-112.752,54.548,,2025-08-13 01:45:00,2025-08-12 23:45:00,01:30 - 01:45,23:30 - 23:45,2025-08-13,2025-08-13 01:58:16.361,2025-08-12 23:58:16.361
2025-08-13,01:45 - 02:00,-87.565,81.337,,2025-08-13 02:00:00,2025-08-13 00:00:00,01:45 - 02:00,23:45 - 24:00,2025-08-13,2025-08-13 02:12:11.538,2025-08-13 00:12:11.538
2025-08-13,02:00 - 02:15,-101.467,-66.026,,2025-08-13 02:15:00,2025-08-13 00:15:00,02:00 - 02:15,00:00 - 00:15,2025-08-13,2025-08-13 02:28:16.342,2025-08-13 00:28:16.342
2025-08-13,02:15 - 02:30,-111.717,-135.798,,2025-08-13 02:30:00,2025-08-13 00:30:00,02:15 - 02:30,00:15 - 00:30,2025-08-13,2025-08-13 02:42:16.514,2025-08-13 00:42:16.514
2025-08-13,02:30 - 02:45,-101.177,-79.5,,2025-08-13 02:45:00,2025-08-13 00:45:00,02:30 - 02:45,00:30 - 00:45,2025-08-13,2025-08-13 02:57:11.257,2025-08-13 00:57:11.257
2025-08-13,02:45 - 03:00,-111.2,-21.946,,2025-08-13 03:00:00,2025-08-13 01:00:00,02:45 - 03:00,00:45 - 01:00,2025-08-13,2025-08-13 03:12:16.533,2025-08-13 01:12:16.533
2025-08-13,03:00 - 03:15,-126.723,-20.437,,2025-08-13 03:15:00,2025-08-13 01:15:00,03:00 - 03:15,01:00 - 01:15,2025-08-13,2025-08-13 03:28:16.735,2025-08-13 01:28:16.735
2025-08-13,03:15 - 03:30,-115.348,-10.622,,2025-08-13 03:30:00,2025-08-13 01:30:00,03:15 - 03:30,01:15 - 01:30,2025-08-13,2025-08-13 03:43:16.482,2025-08-13 01:43:16.482
2025-08-13,03:30 - 03:45,-129.473,-0.952,,2025-08-13 03:45:00,2025-08-13 01:45:00,03:30 - 03:45,01:30 - 01:45,2025-08-13,2025-08-13 03:58:16.622,2025-08-13 01:58:16.622
2025-08-13,03:45 - 04:00,-127.848,4.536,,2025-08-13 04:00:00,2025-08-13 02:00:00,03:45 - 04:00,01:45 - 02:00,2025-08-13,2025-08-13 04:12:16.281,2025-08-13 02:12:16.281
2025-08-13,04:00 - 04:15,-125.483,39.51,,2025-08-13 04:15:00,2025-08-13 02:15:00,04:00 - 04:15,02:00 - 02:15,2025-08-13,2025-08-13 04:28:16.511,2025-08-13 02:28:16.511
2025-08-13,04:15 - 04:30,-127.993,-4.518,,2025-08-13 04:30:00,2025-08-13 02:30:00,04:15 - 04:30,02:15 - 02:30,2025-08-13,2025-08-13 04:43:16.251,2025-08-13 02:43:16.251
2025-08-13,04:30 - 04:45,-135.118,-60.35,,2025-08-13 04:45:00,2025-08-13 02:45:00,04:30 - 04:45,02:30 - 02:45,2025-08-13,2025-08-13 04:58:11.478,2025-08-13 02:58:11.478
2025-08-13,04:45 - 05:00,-118.368,-37.571,,2025-08-13 05:00:00,2025-08-13 03:00:00,04:45 - 05:00,02:45 - 03:00,2025-08-13,2025-08-13 05:14:11.391,2025-08-13 03:14:11.391
2025-08-13,05:00 - 05:15,-100.236,43.659,,2025-08-13 05:15:00,2025-08-13 03:15:00,05:00 - 05:15,03:00 - 03:15,2025-08-13,2025-08-13 05:28:16.490,2025-08-13 03:28:16.490
