data,kwadrans,sk_d1_fcst,sk_d_fcst,sk_cost,dtime,dtime_utc,period,period_utc,business_date,publication_ts,publication_ts_utc
2025-07-15,00:00 - 00:15,-50.299,-158.096,-142.436,2025-07-15 00:15:00,2025-07-14 22:15:00,00:00 - 00:15,22:00 - 22:15,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,00:15 - 00:30,-71.654,-115.877,-94.56,2025-07-15 00:30:00,2025-07-14 22:30:00,00:15 - 00:30,22:15 - 22:30,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,00:30 - 00:45,-43.069,-88.574,-79.428,2025-07-15 00:45:00,2025-07-14 22:45:00,00:30 - 00:45,22:30 - 22:45,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,00:45 - 01:00,-81.784,-146.939,-146.259,2025-07-15 01:00:00,2025-07-14 23:00:00,00:45 - 01:00,22:45 - 23:00,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,01:00 - 01:15,-83.67,-187.477,-186.191,2025-07-15 01:15:00,2025-07-14 23:15:00,01:00 - 01:15,23:00 - 23:15,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,01:15 - 01:30,-86.17,-161.672,-160.681,2025-07-15 01:30:00,2025-07-14 23:30:00,01:15 - 01:30,23:15 - 23:30,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,01:30 - 01:45,-37.293,-119.958,-106.658,2025-07-15 01:45:00,2025-07-14 23:45:00,01:30 - 01:45,23:30 - 23:45,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,01:45 - 02:00,19.707,-44.067,-11.837,2025-07-15 02:00:00,2025-07-15 00:00:00,01:45 - 02:00,23:45 - 24:00,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,02:00 - 02:15,17.332,-55.759,-31.884,2025-07-15 02:15:00,2025-07-15 00:15:00,02:00 - 02:15,00:00 - 00:15,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,02:15 - 02:30,30.656,-23.505,-25.089,2025-07-15 02:30:00,2025-07-15 00:30:00,02:15 - 02:30,00:15 - 00:30,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,02:30 - 02:45,45.031,-43.197,-45.482,2025-07-15 02:45:00,2025-07-15 00:45:00,02:30 - 02:45,00:30 - 00:45,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,02:45 - 03:00,51.657,-16.612,-25.949,2025-07-15 03:00:00,2025-07-15 01:00:00,02:45 - 03:00,00:45 - 01:00,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,03:00 - 03:15,53.604,5.076,10.476,2025-07-15 03:15:00,2025-07-15 01:15:00,03:00 - 03:15,01:00 - 01:15,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,03:15 - 03:30,58.604,7.348,9.679,2025-07-15 03:30:00,2025-07-15 01:30:00,03:15 - 03:30,01:15 - 01:30,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,03:30 - 03:45,68.104,4.563,4.948,2025-07-15 03:45:00,2025-07-15 01:45:00,03:30 - 03:45,01:30 - 01:45,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,03:45 - 04:00,78.978,-16.375,-17.86,2025-07-15 04:00:00,2025-07-15 02:00:00,03:45 - 04:00,01:45 - 02:00,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,04:00 - 04:15,86.454,-63.895,-75.324,2025-07-15 04:15:00,2025-07-15 02:15:00,04:00 - 04:15,02:00 - 02:15,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,04:15 - 04:30,88.328,-28.889,-32.647,2025-07-15 04:30:00,2025-07-15 02:30:00,04:15 - 04:30,02:15 - 02:30,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,04:30 - 04:45,103.454,-21.173,-27.632,2025-07-15 04:45:00,2025-07-15 02:45:00,04:30 - 04:45,02:30 - 02:45,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,04:45 - 05:00,107.58,-50.455,-39.126,2025-07-15 05:00:00,2025-07-15 03:00:00,04:45 - 05:00,02:45 - 03:00,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,05:00 - 05:15,88.775,-54.147,-47.038,2025-07-15 05:15:00,2025-07-15 03:15:00,05:00 - 05:15,03:00 - 03:15,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,05:15 - 05:30,49.54,-49.904,-40.178,2025-07-15 05:30:00,2025-07-15 03:30:00,05:15 - 05:30,03:15 - 03:30,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,05:30 - 05:45,53.039,-20.142,-25.14,2025-07-15 05:45:00,2025-07-15 03:45:00,05:30 - 05:45,03:30 - 03:45,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,05:45 - 06:00,39.382,-7.807,-12.747,2025-07-15 06:00:00,2025-07-15 04:00:00,05:45 - 06:00,03:45 - 04:00,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,06:00 - 06:15,40.381,41.967,-20.624,2025-07-15 06:15:00,2025-07-15 04:15:00,06:00 - 06:15,04:00 - 04:15,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,06:15 - 06:30,0.153,17.689,-27.476,2025-07-15 06:30:00,2025-07-15 04:30:00,06:15 - 06:30,04:15 - 04:30,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,06:30 - 06:45,-19.908,-27.341,-33.321,2025-07-15 06:45:00,2025-07-15 04:45:00,06:30 - 06:45,04:30 - 04:45,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,06:45 - 07:00,12.317,-44.293,8.197,2025-07-15 07:00:00,2025-07-15 05:00:00,06:45 - 07:00,04:45 - 05:00,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,07:00 - 07:15,-18.138,-40.633,-63.458,2025-07-15 07:15:00,2025-07-15 05:15:00,07:00 - 07:15,05:00 - 05:15,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,07:15 - 07:30,-56.49,-19.994,-10.179,2025-07-15 07:30:00,2025-07-15 05:30:00,07:15 - 07:30,05:15 - 05:30,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,07:30 - 07:45,-13.613,-35.5,-19.995,2025-07-15 07:45:00,2025-07-15 05:45:00,07:30 - 07:45,05:30 - 05:45,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,07:45 - 08:00,12.081,-68.236,-16.497,2025-07-15 08:00:00,2025-07-15 06:00:00,07:45 - 08:00,05:45 - 06:00,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,08:00 - 08:15,-142.819,-235.797,-192.124,2025-07-15 08:15:00,2025-07-15 06:15:00,08:00 - 08:15,06:00 - 06:15,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,08:15 - 08:30,-198.693,-95.903,-81.258,2025-07-15 08:30:00,2025-07-15 06:30:00,08:15 - 08:30,06:15 - 06:30,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,08:30 - 08:45,-95.57,-3.436,-30.556,2025-07-15 08:45:00,2025-07-15 06:45:00,08:30 - 08:45,06:30 - 06:45,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,08:45 - 09:00,-38.576,69.754,57.106,2025-07-15 09:00:00,2025-07-15 07:00:00,08:45 - 09:00,06:45 - 07:00,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,09:00 - 09:15,-272.27,-325.603,-345.285,2025-07-15 09:15:00,2025-07-15 07:15:00,09:00 - 09:15,07:00 - 07:15,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,09:15 - 09:30,-277.195,-258.648,-235.547,2025-07-15 09:30:00,2025-07-15 07:30:00,09:15 - 09:30,07:15 - 07:30,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,09:30 - 09:45,-108.946,-115.518,-131.081,2025-07-15 09:45:00,2025-07-15 07:45:00,09:30 - 09:45,07:30 - 07:45,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,09:45 - 10:00,-44.891,-16.353,-73.288,2025-07-15 10:00:00,2025-07-15 08:00:00,09:45 - 10:00,07:45 - 08:00,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,10:00 - 10:15,-177.397,-182.499,-207.474,2025-07-15 10:15:00,2025-07-15 08:15:00,10:00 - 10:15,08:00 - 08:15,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,10:15 - 10:30,-276.674,-257.382,-257.297,2025-07-15 10:30:00,2025-07-15 08:30:00,10:15 - 10:30,08:15 - 08:30,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,10:30 - 10:45,-172.646,-207.622,-277.882,2025-07-15 10:45:00,2025-07-15 08:45:00,10:30 - 10:45,08:30 - 08:45,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,10:45 - 11:00,-257.175,-276.158,-290.802,2025-07-15 11:00:00,2025-07-15 09:00:00,10:45 - 11:00,08:45 - 09:00,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,11:00 - 11:15,-201.754,-327.839,-287.274,2025-07-15 11:15:00,2025-07-15 09:15:00,11:00 - 11:15,09:00 - 09:15,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,11:15 - 11:30,-105.253,-317.348,-322.702,2025-07-15 11:30:00,2025-07-15 09:30:00,11:15 - 11:30,09:15 - 09:30,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,11:30 - 11:45,-68.128,-292.777,-350.42,2025-07-15 11:45:00,2025-07-15 09:45:00,11:30 - 11:45,09:30 - 09:45,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,11:45 - 12:00,-37.253,-213.898,-267.716,2025-07-15 12:00:00,2025-07-15 10:00:00,11:45 - 12:00,09:45 - 10:00,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,12:00 - 12:15,-38.028,-138.773,-275.845,2025-07-15 12:15:00,2025-07-15 10:15:00,12:00 - 12:15,10:00 - 10:15,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,12:15 - 12:30,-42.902,-186.282,-253.331,2025-07-15 12:30:00,2025-07-15 10:30:00,12:15 - 12:30,10:15 - 10:30,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,12:30 - 12:45,-52.026,-297.119,-309.855,2025-07-15 12:45:00,2025-07-15 10:45:00,12:30 - 12:45,10:30 - 10:45,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,12:45 - 13:00,-74.562,-321.14,-321.997,2025-07-15 13:00:00,2025-07-15 11:00:00,12:45 - 13:00,10:45 - 11:00,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,13:00 - 13:15,-83.557,-325.61,-213.279,2025-07-15 13:15:00,2025-07-15 11:15:00,13:00 - 13:15,11:00 - 11:15,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,13:15 - 13:30,-34.306,-278.428,-129.912,2025-07-15 13:30:00,2025-07-15 11:30:00,13:15 - 13:30,11:15 - 11:30,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,13:30 - 13:45,-15.306,-220.006,-80.092,2025-07-15 13:45:00,2025-07-15 11:45:00,13:30 - 13:45,11:30 - 11:45,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,13:45 - 14:00,7.356,-101.247,-66.077,2025-07-15 14:00:00,2025-07-15 12:00:00,13:45 - 14:00,11:45 - 12:00,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,14:00 - 14:15,38.841,-42.355,-130.408,2025-07-15 14:15:00,2025-07-15 12:15:00,14:00 - 14:15,12:00 - 12:15,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,14:15 - 14:30,26.726,-104.68,-224.308,2025-07-15 14:30:00,2025-07-15 12:30:00,14:15 - 14:30,12:15 - 12:30,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
2025-07-15,14:30 - 14:45,-11.16,-147.029,-297.643,2025-07-15 14:45:00,2025-07-15 12:45:00,14:30 - 14:45,12:30 - 12:45,2025-07-15,2025-07-19 14:28:19.989,2025-07-19 12:28:19.989
