data,kwadrans,sk_d1_fcst,sk_d_fcst,sk_cost,dtime,dtime_utc,period,period_utc,business_date,publication_ts,publication_ts_utc
2024-11-14,00:00 - 00:15,-29.269,-59.78,-80.78,2024-11-14 00:15:00,2024-11-13 23:15:00,00:00 - 00:15,23:00 - 23:15,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,00:15 - 00:30,-68.351,-137.391,-137.391,2024-11-14 00:30:00,2024-11-13 23:30:00,00:15 - 00:30,23:15 - 23:30,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,00:30 - 00:45,-6.477,-59.812,-59.812,2024-11-14 00:45:00,2024-11-13 23:45:00,00:30 - 00:45,23:30 - 23:45,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,00:45 - 01:00,100.904,16.131,13.464,2024-11-14 01:00:00,2024-11-14 00:00:00,00:45 - 01:00,23:45 - 24:00,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,01:00 - 01:15,77.104,-4.53,-9.863,2024-11-14 01:15:00,2024-11-14 00:15:00,01:00 - 01:15,00:00 - 00:15,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,01:15 - 01:30,-5.019,-61.403,-61.403,2024-11-14 01:30:00,2024-11-14 00:30:00,01:15 - 01:30,00:15 - 00:30,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,01:30 - 01:45,34.604,-16.007,-16.007,2024-11-14 01:45:00,2024-11-14 00:45:00,01:30 - 01:45,00:30 - 00:45,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,01:45 - 02:00,54.48,50.813,33.396,2024-11-14 02:00:00,2024-11-14 01:00:00,01:45 - 02:00,00:45 - 01:00,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,02:00 - 02:15,15.391,-1.731,-1.731,2024-11-14 02:15:00,2024-11-14 01:15:00,02:00 - 02:15,01:00 - 01:15,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,02:15 - 02:30,-0.659,5.399,5.399,2024-11-14 02:30:00,2024-11-14 01:30:00,02:15 - 02:30,01:15 - 01:30,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,02:30 - 02:45,14.715,12.698,12.698,2024-11-14 02:45:00,2024-11-14 01:45:00,02:30 - 02:45,01:30 - 01:45,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,02:45 - 03:00,30.092,4.686,4.686,2024-11-14 03:00:00,2024-11-14 02:00:00,02:45 - 03:00,01:45 - 02:00,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,03:00 - 03:15,26.77,-55.63,-55.63,2024-11-14 03:15:00,2024-11-14 02:15:00,03:00 - 03:15,02:00 - 02:15,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,03:15 - 03:30,22.07,-60.783,-60.783,2024-11-14 03:30:00,2024-11-14 02:30:00,03:15 - 03:30,02:15 - 02:30,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,03:30 - 03:45,28.694,-25.212,-25.212,2024-11-14 03:45:00,2024-11-14 02:45:00,03:30 - 03:45,02:30 - 02:45,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,03:45 - 04:00,22.695,-30.492,-30.492,2024-11-14 04:00:00,2024-11-14 03:00:00,03:45 - 04:00,02:45 - 03:00,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,04:00 - 04:15,29.428,4.617,4.617,2024-11-14 04:15:00,2024-11-14 03:15:00,04:00 - 04:15,03:00 - 03:15,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,04:15 - 04:30,20.875,-62.076,-62.076,2024-11-14 04:30:00,2024-11-14 03:30:00,04:15 - 04:30,03:15 - 03:30,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,04:30 - 04:45,-16.001,-96.475,-96.475,2024-11-14 04:45:00,2024-11-14 03:45:00,04:30 - 04:45,03:30 - 03:45,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,04:45 - 05:00,-15.013,-101.489,-101.489,2024-11-14 05:00:00,2024-11-14 04:00:00,04:45 - 05:00,03:45 - 04:00,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,05:00 - 05:15,18.424,-26.676,-26.676,2024-11-14 05:15:00,2024-11-14 04:15:00,05:00 - 05:15,04:00 - 04:15,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,05:15 - 05:30,-7.804,-2.426,-2.426,2024-11-14 05:30:00,2024-11-14 04:30:00,05:15 - 05:30,04:15 - 04:30,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,05:30 - 05:45,-91.12,-73.814,-73.814,2024-11-14 05:45:00,2024-11-14 04:45:00,05:30 - 05:45,04:30 - 04:45,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,05:45 - 06:00,-146.071,-100.031,-100.031,2024-11-14 06:00:00,2024-11-14 05:00:00,05:45 - 06:00,04:45 - 05:00,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,06:00 - 06:15,-78.509,148.726,148.726,2024-11-14 06:15:00,2024-11-14 05:15:00,06:00 - 06:15,05:00 - 05:15,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,06:15 - 06:30,-54.876,84.593,84.593,2024-11-14 06:30:00,2024-11-14 05:30:00,06:15 - 06:30,05:15 - 05:30,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,06:30 - 06:45,-153.874,-49.685,-49.685,2024-11-14 06:45:00,2024-11-14 05:45:00,06:30 - 06:45,05:30 - 05:45,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,06:45 - 07:00,-144.202,-113.596,-113.596,2024-11-14 07:00:00,2024-11-14 06:00:00,06:45 - 07:00,05:45 - 06:00,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,07:00 - 07:15,-61.954,-14.884,-14.884,2024-11-14 07:15:00,2024-11-14 06:15:00,07:00 - 07:15,06:00 - 06:15,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,07:15 - 07:30,-30.222,11.754,11.754,2024-11-14 07:30:00,2024-11-14 06:30:00,07:15 - 07:30,06:15 - 06:30,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,07:30 - 07:45,-23.097,-4.207,-4.207,2024-11-14 07:45:00,2024-11-14 06:45:00,07:30 - 07:45,06:30 - 06:45,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,07:45 - 08:00,-28.354,-3.981,-3.964,2024-11-14 08:00:00,2024-11-14 07:00:00,07:45 - 08:00,06:45 - 07:00,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,08:00 - 08:15,-10.153,-18.479,-18.479,2024-11-14 08:15:00,2024-11-14 07:15:00,08:00 - 08:15,07:00 - 07:15,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,08:15 - 08:30,3.319,21.264,21.264,2024-11-14 08:30:00,2024-11-14 07:30:00,08:15 - 08:30,07:15 - 07:30,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,08:30 - 08:45,-19.896,41.577,41.577,2024-11-14 08:45:00,2024-11-14 07:45:00,08:30 - 08:45,07:30 - 07:45,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,08:45 - 09:00,-12.664,53.078,53.078,2024-11-14 09:00:00,2024-11-14 08:00:00,08:45 - 09:00,07:45 - 08:00,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,09:00 - 09:15,5.273,93.996,93.996,2024-11-14 09:15:00,2024-11-14 08:15:00,09:00 - 09:15,08:00 - 08:15,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,09:15 - 09:30,25.494,183.474,183.474,2024-11-14 09:30:00,2024-11-14 08:30:00,09:15 - 09:30,08:15 - 08:30,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,09:30 - 09:45,55.245,292.441,292.441,2024-11-14 09:45:00,2024-11-14 08:45:00,09:30 - 09:45,08:30 - 08:45,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,09:45 - 10:00,103.148,370.58,370.58,2024-11-14 10:00:00,2024-11-14 09:00:00,09:45 - 10:00,08:45 - 09:00,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,10:00 - 10:15,131.994,385.305,385.305,2024-11-14 10:15:00,2024-11-14 09:15:00,10:00 - 10:15,09:00 - 09:15,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,10:15 - 10:30,99.559,379.114,379.114,2024-11-14 10:30:00,2024-11-14 09:30:00,10:15 - 10:30,09:15 - 09:30,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,10:30 - 10:45,67.31,359.366,359.366,2024-11-14 10:45:00,2024-11-14 09:45:00,10:30 - 10:45,09:30 - 09:45,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,10:45 - 11:00,55.56,333.253,333.253,2024-11-14 11:00:00,2024-11-14 10:00:00,10:45 - 11:00,09:45 - 10:00,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,11:00 - 11:15,24.691,286.678,286.678,2024-11-14 11:15:00,2024-11-14 10:15:00,11:00 - 11:15,10:00 - 10:15,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,11:15 - 11:30,0.574,307.609,307.609,2024-11-14 11:30:00,2024-11-14 10:30:00,11:15 - 11:30,10:15 - 10:30,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,11:30 - 11:45,-5.675,289.648,289.648,2024-11-14 11:45:00,2024-11-14 10:45:00,11:30 - 11:45,10:30 - 10:45,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,11:45 - 12:00,-24.175,259.994,259.994,2024-11-14 12:00:00,2024-11-14 11:00:00,11:45 - 12:00,10:45 - 11:00,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,12:00 - 12:15,-37.871,235.547,235.547,2024-11-14 12:15:00,2024-11-14 11:15:00,12:00 - 12:15,11:00 - 11:15,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,12:15 - 12:30,-45.194,208.53,208.53,2024-11-14 12:30:00,2024-11-14 11:30:00,12:15 - 12:30,11:15 - 11:30,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,12:30 - 12:45,-59.818,176.442,176.442,2024-11-14 12:45:00,2024-11-14 11:45:00,12:30 - 12:45,11:30 - 11:45,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,12:45 - 13:00,-82.318,141.407,141.407,2024-11-14 13:00:00,2024-11-14 12:00:00,12:45 - 13:00,11:45 - 12:00,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,13:00 - 13:15,-100.031,48.269,48.269,2024-11-14 13:15:00,2024-11-14 12:15:00,13:00 - 13:15,12:00 - 12:15,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,13:15 - 13:30,-110.421,2.102,2.102,2024-11-14 13:30:00,2024-11-14 12:30:00,13:15 - 13:30,12:15 - 12:30,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,13:30 - 13:45,-95.048,39.744,39.744,2024-11-14 13:45:00,2024-11-14 12:45:00,13:30 - 13:45,12:30 - 12:45,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,13:45 - 14:00,-18.171,160.554,160.554,2024-11-14 14:00:00,2024-11-14 13:00:00,13:45 - 14:00,12:45 - 13:00,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,14:00 - 14:15,29.772,221.398,221.398,2024-11-14 14:15:00,2024-11-14 13:15:00,14:00 - 14:15,13:00 - 13:15,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,14:15 - 14:30,15.441,184.486,184.486,2024-11-14 14:30:00,2024-11-14 13:30:00,14:15 - 14:30,13:15 - 13:30,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,14:30 - 14:45,-6.809,123.715,123.715,2024-11-14 14:45:00,2024-11-14 13:45:00,14:30 - 14:45,13:30 - 13:45,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,14:45 - 15:00,-18.872,87.914,87.914,2024-11-14 15:00:00,2024-11-14 14:00:00,14:45 - 15:00,13:45 - 14:00,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,15:00 - 15:15,7.768,41.92,41.92,2024-11-14 15:15:00,2024-11-14 14:15:00,15:00 - 15:15,14:00 - 14:15,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,15:15 - 15:30,10.539,-22.454,-22.454,2024-11-14 15:30:00,2024-11-14 14:30:00,15:15 - 15:30,14:15 - 14:30,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,15:30 - 15:45,-16.001,-41.484,-41.484,2024-11-14 15:45:00,2024-11-14 14:45:00,15:30 - 15:45,14:30 - 14:45,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,15:45 - 16:00,-28.579,-28.457,-28.457,2024-11-14 16:00:00,2024-11-14 15:00:00,15:45 - 16:00,14:45 - 15:00,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,16:00 - 16:15,-37.788,4.692,4.692,2024-11-14 16:15:00,2024-11-14 15:15:00,16:00 - 16:15,15:00 - 15:15,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,16:15 - 16:30,-77.452,-38.844,-38.844,2024-11-14 16:30:00,2024-11-14 15:30:00,16:15 - 16:30,15:15 - 15:30,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,16:30 - 16:45,-114.576,-81.329,-81.329,2024-11-14 16:45:00,2024-11-14 15:45:00,16:30 - 16:45,15:30 - 15:45,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,16:45 - 17:00,-96.883,-62.287,-62.287,2024-11-14 17:00:00,2024-11-14 16:00:00,16:45 - 17:00,15:45 - 16:00,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,17:00 - 17:15,-55.164,-74.247,-74.247,2024-11-14 17:15:00,2024-11-14 16:15:00,17:00 - 17:15,16:00 - 16:15,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,17:15 - 17:30,-31.513,-92.043,-92.043,2024-11-14 17:30:00,2024-11-14 16:30:00,17:15 - 17:30,16:15 - 16:30,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,17:30 - 17:45,-34.512,-77.497,-77.497,2024-11-14 17:45:00,2024-11-14 16:45:00,17:30 - 17:45,16:30 - 16:45,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,17:45 - 18:00,16.818,-29.802,-29.802,2024-11-14 18:00:00,2024-11-14 17:00:00,17:45 - 18:00,16:45 - 17:00,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,18:00 - 18:15,63.394,40.558,40.558,2024-11-14 18:15:00,2024-11-14 17:15:00,18:00 - 18:15,17:00 - 17:15,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,18:15 - 18:30,51.013,77.433,77.433,2024-11-14 18:30:00,2024-11-14 17:30:00,18:15 - 18:30,17:15 - 17:30,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,18:30 - 18:45,38.762,70.857,70.857,2024-11-14 18:45:00,2024-11-14 17:45:00,18:30 - 18:45,17:30 - 17:45,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,18:45 - 19:00,18.088,6.413,6.413,2024-11-14 19:00:00,2024-11-14 18:00:00,18:45 - 19:00,17:45 - 18:00,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,19:00 - 19:15,-27.993,-72.83,-72.83,2024-11-14 19:15:00,2024-11-14 18:15:00,19:00 - 19:15,18:00 - 18:15,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,19:15 - 19:30,-66.402,-90.903,-90.903,2024-11-14 19:30:00,2024-11-14 18:30:00,19:15 - 19:30,18:15 - 18:30,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,19:30 - 19:45,-71.868,-98.289,-98.289,2024-11-14 19:45:00,2024-11-14 18:45:00,19:30 - 19:45,18:30 - 18:45,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,19:45 - 20:00,-63.085,-95.077,-95.077,2024-11-14 20:00:00,2024-11-14 19:00:00,19:45 - 20:00,18:45 - 19:00,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,20:00 - 20:15,-94.162,-159.07,-159.07,2024-11-14 20:15:00,2024-11-14 19:15:00,20:00 - 20:15,19:00 - 19:15,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,20:15 - 20:30,-124.487,-142.695,-142.695,2024-11-14 20:30:00,2024-11-14 19:30:00,20:15 - 20:30,19:15 - 19:30,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,20:30 - 20:45,-92.365,-121.393,-121.393,2024-11-14 20:45:00,2024-11-14 19:45:00,20:30 - 20:45,19:30 - 19:45,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,20:45 - 21:00,-76.774,-90.203,-90.203,2024-11-14 21:00:00,2024-11-14 20:00:00,20:45 - 21:00,19:45 - 20:00,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,21:00 - 21:15,-150.302,-158.252,-158.252,2024-11-14 21:15:00,2024-11-14 20:15:00,21:00 - 21:15,20:00 - 20:15,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,21:15 - 21:30,-195.539,-112.363,-112.363,2024-11-14 21:30:00,2024-11-14 20:30:00,21:15 - 21:30,20:15 - 20:30,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,21:30 - 21:45,-75.729,21.411,21.411,2024-11-14 21:45:00,2024-11-14 20:45:00,21:30 - 21:45,20:30 - 20:45,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,21:45 - 22:00,11.1,148.33,148.33,2024-11-14 22:00:00,2024-11-14 21:00:00,21:45 - 22:00,20:45 - 21:00,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,22:00 - 22:15,-34.385,0.947,0.947,2024-11-14 22:15:00,2024-11-14 21:15:00,22:00 - 22:15,21:00 - 21:15,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,22:15 - 22:30,-55.889,-56.178,-56.178,2024-11-14 22:30:00,2024-11-14 21:30:00,22:15 - 22:30,21:15 - 21:30,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,22:30 - 22:45,-13.639,-29.604,-29.604,2024-11-14 22:45:00,2024-11-14 21:45:00,22:30 - 22:45,21:30 - 21:45,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,22:45 - 23:00,0.024,-29.778,-29.778,2024-11-14 23:00:00,2024-11-14 22:00:00,22:45 - 23:00,21:45 - 22:00,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,23:00 - 23:15,-36.562,-59.556,-64.805,2024-11-14 23:15:00,2024-11-14 22:15:00,23:00 - 23:15,22:00 - 22:15,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,23:15 - 23:30,-9.564,16.405,16.405,2024-11-14 23:30:00,2024-11-14 22:30:00,23:15 - 23:30,22:15 - 22:30,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-14,23:30 - 23:45,89.076,63.375,69.752,2024-11-14 23:45:00,2024-11-14 22:45:00,23:30 - 23:45,22:30 - 22:45,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
2024-11-15,23:45 - 24:00,130.061,108.757,133.631,2024-11-15 00:00:00,2024-11-14 23:00:00,23:45 - 24:00,22:45 - 23:00,2024-11-14,2025-07-16 14:57:23.035,2025-07-16 12:57:23.035
