data,kwadrans,sk_d1_fcst,sk_d_fcst,sk_cost,dtime,dtime_utc,period,period_utc,business_date,publication_ts,publication_ts_utc
2025-05-18,00:00 - 00:15,-37.884,-279.065,-304.472,2025-05-18 00:15:00,2025-05-17 22:15:00,00:00 - 00:15,22:00 - 22:15,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,00:15 - 00:30,-38.419,-344.372,-344.372,2025-05-18 00:30:00,2025-05-17 22:30:00,00:15 - 00:30,22:15 - 22:30,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,00:30 - 00:45,-13.434,-313.368,-313.368,2025-05-18 00:45:00,2025-05-17 22:45:00,00:30 - 00:45,22:30 - 22:45,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,00:45 - 01:00,7.288,-274.992,-274.992,2025-05-18 01:00:00,2025-05-17 23:00:00,00:45 - 01:00,22:45 - 23:00,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,01:00 - 01:15,-1.763,-260.168,-260.168,2025-05-18 01:15:00,2025-05-17 23:15:00,01:00 - 01:15,23:00 - 23:15,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,01:15 - 01:30,14.712,-218.592,-218.592,2025-05-18 01:30:00,2025-05-17 23:30:00,01:15 - 01:30,23:15 - 23:30,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,01:30 - 01:45,66.586,-173.416,-173.416,2025-05-18 01:45:00,2025-05-17 23:45:00,01:30 - 01:45,23:30 - 23:45,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,01:45 - 02:00,65.971,-129.328,-129.328,2025-05-18 02:00:00,2025-05-18 00:00:00,01:45 - 02:00,23:45 - 24:00,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,02:00 - 02:15,49.603,-153.026,-153.026,2025-05-18 02:15:00,2025-05-18 00:15:00,02:00 - 02:15,00:00 - 00:15,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,02:15 - 02:30,41.478,-148.494,-148.494,2025-05-18 02:30:00,2025-05-18 00:30:00,02:15 - 02:30,00:15 - 00:30,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,02:30 - 02:45,55.477,-134.493,-134.493,2025-05-18 02:45:00,2025-05-18 00:45:00,02:30 - 02:45,00:30 - 00:45,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,02:45 - 03:00,59.352,-116.204,-116.204,2025-05-18 03:00:00,2025-05-18 01:00:00,02:45 - 03:00,00:45 - 01:00,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,03:00 - 03:15,46.638,-117.457,-117.457,2025-05-18 03:15:00,2025-05-18 01:15:00,03:00 - 03:15,01:00 - 01:15,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,03:15 - 03:30,36.424,-131.394,-131.394,2025-05-18 03:30:00,2025-05-18 01:30:00,03:15 - 03:30,01:15 - 01:30,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,03:30 - 03:45,37.675,-119.553,-119.553,2025-05-18 03:45:00,2025-05-18 01:45:00,03:30 - 03:45,01:30 - 01:45,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,03:45 - 04:00,40.424,-126.616,-126.616,2025-05-18 04:00:00,2025-05-18 02:00:00,03:45 - 04:00,01:45 - 02:00,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,04:00 - 04:15,24.812,-139.101,-139.101,2025-05-18 04:15:00,2025-05-18 02:15:00,04:00 - 04:15,02:00 - 02:15,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,04:15 - 04:30,9.199,-147.632,-147.632,2025-05-18 04:30:00,2025-05-18 02:30:00,04:15 - 04:30,02:15 - 02:30,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,04:30 - 04:45,14.074,-152.064,-152.064,2025-05-18 04:45:00,2025-05-18 02:45:00,04:30 - 04:45,02:30 - 02:45,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,04:45 - 05:00,33.075,-143.145,-143.145,2025-05-18 05:00:00,2025-05-18 03:00:00,04:45 - 05:00,02:45 - 03:00,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,05:00 - 05:15,2.041,-188.606,-188.606,2025-05-18 05:15:00,2025-05-18 03:15:00,05:00 - 05:15,03:00 - 03:15,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,05:15 - 05:30,-11.377,-211.34,-211.34,2025-05-18 05:30:00,2025-05-18 03:30:00,05:15 - 05:30,03:15 - 03:30,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,05:30 - 05:45,19.374,-175.224,-175.224,2025-05-18 05:45:00,2025-05-18 03:45:00,05:30 - 05:45,03:30 - 03:45,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,05:45 - 06:00,-8.672,-187.015,-187.015,2025-05-18 06:00:00,2025-05-18 04:00:00,05:45 - 06:00,03:45 - 04:00,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,06:00 - 06:15,-5.714,-208.328,-208.328,2025-05-18 06:15:00,2025-05-18 04:15:00,06:00 - 06:15,04:00 - 04:15,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,06:15 - 06:30,20.549,-159.071,-159.071,2025-05-18 06:30:00,2025-05-18 04:30:00,06:15 - 06:30,04:15 - 04:30,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,06:30 - 06:45,22.673,-106.263,-106.263,2025-05-18 06:45:00,2025-05-18 04:45:00,06:30 - 06:45,04:30 - 04:45,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,06:45 - 07:00,0.05,-100.419,-100.419,2025-05-18 07:00:00,2025-05-18 05:00:00,06:45 - 07:00,04:45 - 05:00,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,07:00 - 07:15,-13.498,-104.395,-104.395,2025-05-18 07:15:00,2025-05-18 05:15:00,07:00 - 07:15,05:00 - 05:15,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,07:15 - 07:30,0.203,-60.158,-60.158,2025-05-18 07:30:00,2025-05-18 05:30:00,07:15 - 07:30,05:15 - 05:30,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,07:30 - 07:45,4.078,-59.872,-59.872,2025-05-18 07:45:00,2025-05-18 05:45:00,07:30 - 07:45,05:30 - 05:45,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,07:45 - 08:00,15.425,-34.29,-34.29,2025-05-18 08:00:00,2025-05-18 06:00:00,07:45 - 08:00,05:45 - 06:00,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,08:00 - 08:15,17.375,-37.37,-37.37,2025-05-18 08:15:00,2025-05-18 06:15:00,08:00 - 08:15,06:00 - 06:15,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,08:15 - 08:30,33.23,-48.029,-48.029,2025-05-18 08:30:00,2025-05-18 06:30:00,08:15 - 08:30,06:15 - 06:30,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,08:30 - 08:45,33.353,-87.193,-87.193,2025-05-18 08:45:00,2025-05-18 06:45:00,08:30 - 08:45,06:30 - 06:45,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,08:45 - 09:00,38.094,-70.665,-70.665,2025-05-18 09:00:00,2025-05-18 07:00:00,08:45 - 09:00,06:45 - 07:00,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,09:00 - 09:15,23.209,-95.173,-95.173,2025-05-18 09:15:00,2025-05-18 07:15:00,09:00 - 09:15,07:00 - 07:15,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,09:15 - 09:30,11.834,-83.226,-83.226,2025-05-18 09:30:00,2025-05-18 07:30:00,09:15 - 09:30,07:15 - 07:30,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,09:30 - 09:45,11.834,-45.752,-63.169,2025-05-18 09:45:00,2025-05-18 07:45:00,09:30 - 09:45,07:30 - 07:45,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,09:45 - 10:00,-29.135,-61.121,-88.955,2025-05-18 10:00:00,2025-05-18 08:00:00,09:45 - 10:00,07:45 - 08:00,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,10:00 - 10:15,-81.54,-171.921,-171.921,2025-05-18 10:15:00,2025-05-18 08:15:00,10:00 - 10:15,08:00 - 08:15,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,10:15 - 10:30,-86.602,-105.397,-105.397,2025-05-18 10:30:00,2025-05-18 08:30:00,10:15 - 10:30,08:15 - 08:30,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,10:30 - 10:45,-73.478,-56.076,-56.993,2025-05-18 10:45:00,2025-05-18 08:45:00,10:30 - 10:45,08:30 - 08:45,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,10:45 - 11:00,-89.979,-29.418,-48.502,2025-05-18 11:00:00,2025-05-18 09:00:00,10:45 - 11:00,08:45 - 09:00,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,11:00 - 11:15,-118.122,-25.318,-30.651,2025-05-18 11:15:00,2025-05-18 09:15:00,11:00 - 11:15,09:00 - 09:15,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,11:15 - 11:30,-118.015,-94.753,-94.753,2025-05-18 11:30:00,2025-05-18 09:30:00,11:15 - 11:30,09:15 - 09:30,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,11:30 - 11:45,-62.5,-131.322,-131.322,2025-05-18 11:45:00,2025-05-18 09:45:00,11:30 - 11:45,09:30 - 09:45,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,11:45 - 12:00,-72.665,-137.14,-137.14,2025-05-18 12:00:00,2025-05-18 10:00:00,11:45 - 12:00,09:45 - 10:00,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,12:00 - 12:15,-75.056,-86.685,-86.685,2025-05-18 12:15:00,2025-05-18 10:15:00,12:00 - 12:15,10:00 - 10:15,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,12:15 - 12:30,-81.172,-74.206,-74.206,2025-05-18 12:30:00,2025-05-18 10:30:00,12:15 - 12:30,10:15 - 10:30,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,12:30 - 12:45,-90.36,-69.636,-69.636,2025-05-18 12:45:00,2025-05-18 10:45:00,12:30 - 12:45,10:30 - 10:45,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,12:45 - 13:00,-99.083,-78.231,-78.231,2025-05-18 13:00:00,2025-05-18 11:00:00,12:45 - 13:00,10:45 - 11:00,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,13:00 - 13:15,-115.743,-72.667,-72.667,2025-05-18 13:15:00,2025-05-18 11:15:00,13:00 - 13:15,11:00 - 11:15,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,13:15 - 13:30,-122.368,-72.303,-72.303,2025-05-18 13:30:00,2025-05-18 11:30:00,13:15 - 13:30,11:15 - 11:30,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,13:30 - 13:45,-97.242,-47.532,-47.532,2025-05-18 13:45:00,2025-05-18 11:45:00,13:30 - 13:45,11:30 - 11:45,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,13:45 - 14:00,-44.038,-12.536,-12.536,2025-05-18 14:00:00,2025-05-18 12:00:00,13:45 - 14:00,11:45 - 12:00,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,14:00 - 14:15,-60.152,-49.471,-49.471,2025-05-18 14:15:00,2025-05-18 12:15:00,14:00 - 14:15,12:00 - 12:15,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,14:15 - 14:30,-69.277,-49.274,-60.441,2025-05-18 14:30:00,2025-05-18 12:30:00,14:15 - 14:30,12:15 - 12:30,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,14:30 - 14:45,-49.865,-78.77,-78.77,2025-05-18 14:45:00,2025-05-18 12:45:00,14:30 - 14:45,12:30 - 12:45,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,14:45 - 15:00,-27.568,-90.068,-90.068,2025-05-18 15:00:00,2025-05-18 13:00:00,14:45 - 15:00,12:45 - 13:00,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,15:00 - 15:15,-41.031,-80.792,-80.792,2025-05-18 15:15:00,2025-05-18 13:15:00,15:00 - 15:15,13:00 - 13:15,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,15:15 - 15:30,-94.588,-178.756,-178.756,2025-05-18 15:30:00,2025-05-18 13:30:00,15:15 - 15:30,13:15 - 13:30,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,15:30 - 15:45,-98.768,-213.695,-213.695,2025-05-18 15:45:00,2025-05-18 13:45:00,15:30 - 15:45,13:30 - 13:45,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,15:45 - 16:00,-69.037,-235.397,-235.397,2025-05-18 16:00:00,2025-05-18 14:00:00,15:45 - 16:00,13:45 - 14:00,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,16:00 - 16:15,-12.413,-220.952,-220.952,2025-05-18 16:15:00,2025-05-18 14:15:00,16:00 - 16:15,14:00 - 14:15,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,16:15 - 16:30,11.03,-169.744,-169.744,2025-05-18 16:30:00,2025-05-18 14:30:00,16:15 - 16:30,14:15 - 14:30,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,16:30 - 16:45,-25.351,-215.238,-215.238,2025-05-18 16:45:00,2025-05-18 14:45:00,16:30 - 16:45,14:30 - 14:45,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,16:45 - 17:00,-11.445,-244.808,-244.808,2025-05-18 17:00:00,2025-05-18 15:00:00,16:45 - 17:00,14:45 - 15:00,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,17:00 - 17:15,22.846,-222.723,-222.723,2025-05-18 17:15:00,2025-05-18 15:15:00,17:00 - 17:15,15:00 - 15:15,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,17:15 - 17:30,4.47,-290.811,-290.811,2025-05-18 17:30:00,2025-05-18 15:30:00,17:15 - 17:30,15:15 - 15:30,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,17:30 - 17:45,-88.175,-403.259,-403.259,2025-05-18 17:45:00,2025-05-18 15:45:00,17:30 - 17:45,15:30 - 15:45,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,17:45 - 18:00,-121.872,-403.628,-403.628,2025-05-18 18:00:00,2025-05-18 16:00:00,17:45 - 18:00,15:45 - 16:00,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
2025-05-18,18:00 - 18:15,-24.427,-99.065,-99.065,2025-05-18 18:15:00,2025-05-18 16:15:00,18:00 - 18:15,16:00 - 16:15,2025-05-18,2025-07-16 13:11:16.222,2025-07-16 11:11:16.222
