data,kwadrans,sk_d1_fcst,sk_d_fcst,sk_cost,dtime,dtime_utc,period,period_utc,business_date,publication_ts,publication_ts_utc
2025-05-08,00:00 - 00:15,-49.644,-150.066,-162.275,2025-05-08 00:15:00,2025-05-07 22:15:00,00:00 - 00:15,22:00 - 22:15,2025-05-08,2025-07-16 13:01:20.566,2025-07-16 11:01:20.566
2025-05-08,00:15 - 00:30,-58.548,-171.742,-171.742,2025-05-08 00:30:00,2025-05-07 22:30:00,00:15 - 00:30,22:15 - 22:30,2025-05-08,2025-07-16 13:01:20.566,2025-07-16 11:01:20.566
2025-05-08,00:30 - 00:45,-55.548,-119.325,-119.325,2025-05-08 00:45:00,2025-05-07 22:45:00,00:30 - 00:45,22:30 - 22:45,2025-05-08,2025-07-16 13:01:20.566,2025-07-16 11:01:20.566
2025-05-08,00:45 - 01:00,-85.229,-171.416,-171.416,2025-05-08 01:00:00,2025-05-07 23:00:00,00:45 - 01:00,22:45 - 23:00,2025-05-08,2025-07-16 13:01:20.566,2025-07-16 11:01:20.566
2025-05-08,01:00 - 01:15,-75.27,-155.791,-155.791,2025-05-08 01:15:00,2025-05-07 23:15:00,01:00 - 01:15,23:00 - 23:15,2025-05-08,2025-07-16 13:01:20.566,2025-07-16 11:01:20.566
2025-05-08,01:15 - 01:30,-42.288,-73.324,-73.324,2025-05-08 01:30:00,2025-05-07 23:30:00,01:15 - 01:30,23:15 - 23:30,2025-05-08,2025-07-16 13:01:20.566,2025-07-16 11:01:20.566
2025-05-08,01:30 - 01:45,-27.663,-89.734,-89.734,2025-05-08 01:45:00,2025-05-07 23:45:00,01:30 - 01:45,23:30 - 23:45,2025-05-08,2025-07-16 13:01:20.566,2025-07-16 11:01:20.566
2025-05-08,01:45 - 02:00,-23.437,-125.207,-125.207,2025-05-08 02:00:00,2025-05-08 00:00:00,01:45 - 02:00,23:45 - 24:00,2025-05-08,2025-07-16 13:01:20.566,2025-07-16 11:01:20.566
2025-05-08,02:00 - 02:15,-12.202,-114.501,-114.501,2025-05-08 02:15:00,2025-05-08 00:15:00,02:00 - 02:15,00:00 - 00:15,2025-05-08,2025-07-16 13:01:20.566,2025-07-16 11:01:20.566
2025-05-08,02:15 - 02:30,-4.818,-114.975,-114.975,2025-05-08 02:30:00,2025-05-08 00:30:00,02:15 - 02:30,00:15 - 00:30,2025-05-08,2025-07-16 13:01:20.566,2025-07-16 11:01:20.566
2025-05-08,02:30 - 02:45,-14.443,-138.864,-138.864,2025-05-08 02:45:00,2025-05-08 00:45:00,02:30 - 02:45,00:30 - 00:45,2025-05-08,2025-07-16 13:01:20.566,2025-07-16 11:01:20.566
2025-05-08,02:45 - 03:00,-36.942,-135.234,-135.234,2025-05-08 03:00:00,2025-05-08 01:00:00,02:45 - 03:00,00:45 - 01:00,2025-05-08,2025-07-16 13:01:20.566,2025-07-16 11:01:20.566
2025-05-08,03:00 - 03:15,-24.249,-114.494,-114.494,2025-05-08 03:15:00,2025-05-08 01:15:00,03:00 - 03:15,01:00 - 01:15,2025-05-08,2025-07-16 13:01:20.566,2025-07-16 11:01:20.566
2025-05-08,03:15 - 03:30,1.321,-113.462,-113.462,2025-05-08 03:30:00,2025-05-08 01:30:00,03:15 - 03:30,01:15 - 01:30,2025-05-08,2025-07-16 13:01:20.566,2025-07-16 11:01:20.566
