data,kwadrans,sk_d1_fcst,sk_d_fcst,sk_cost,dtime,dtime_utc,period,period_utc,business_date,publication_ts,publication_ts_utc
2024-08-07,00:00 - 00:15,-119.773,-22.665,-22.907,2024-08-07 00:15:00,2024-08-06 22:15:00,00:00 - 00:15,22:00 - 22:15,2024-08-07,2025-04-16 11:27:19.190,2025-04-16 09:27:19.190
2024-08-07,00:15 - 00:30,-39.644,-80.736,-87.234,2024-08-07 00:30:00,2024-08-06 22:30:00,00:15 - 00:30,22:15 - 22:30,2024-08-07,2025-04-16 11:27:19.190,2025-04-16 09:27:19.190
2024-08-07,00:30 - 00:45,110.38,-36.607,-43.84,2024-08-07 00:45:00,2024-08-06 22:45:00,00:30 - 00:45,22:30 - 22:45,2024-08-07,2025-04-16 11:27:19.190,2025-04-16 09:27:19.190
2024-08-07,00:45 - 01:00,159.856,-6.198,-7.045,2024-08-07 01:00:00,2024-08-06 23:00:00,00:45 - 01:00,22:45 - 23:00,2024-08-07,2025-04-16 11:27:19.190,2025-04-16 09:27:19.190
2024-08-07,01:00 - 01:15,150.817,-99.626,-112.18,2024-08-07 01:15:00,2024-08-06 23:15:00,01:00 - 01:15,23:00 - 23:15,2024-08-07,2025-04-16 11:27:19.190,2025-04-16 09:27:19.190
2024-08-07,01:15 - 01:30,111.034,-104.228,-106.413,2024-08-07 01:30:00,2024-08-06 23:30:00,01:15 - 01:30,23:15 - 23:30,2024-08-07,2025-04-16 11:27:19.190,2025-04-16 09:27:19.190
2024-08-07,01:30 - 01:45,123.254,-94.284,-92.43,2024-08-07 01:45:00,2024-08-06 23:45:00,01:30 - 01:45,23:30 - 23:45,2024-08-07,2025-04-16 11:27:19.190,2025-04-16 09:27:19.190
2024-08-07,01:45 - 02:00,138.866,-74.466,-73.66,2024-08-07 02:00:00,2024-08-07 00:00:00,01:45 - 02:00,23:45 - 24:00,2024-08-07,2025-04-16 11:27:19.190,2025-04-16 09:27:19.190
2024-08-07,02:00 - 02:15,129.096,-91.744,-89.734,2024-08-07 02:15:00,2024-08-07 00:15:00,02:00 - 02:15,00:00 - 00:15,2024-08-07,2025-04-16 11:27:19.190,2025-04-16 09:27:19.190
2024-08-07,02:15 - 02:30,117.707,-84.19,-84.132,2024-08-07 02:30:00,2024-08-07 00:30:00,02:15 - 02:30,00:15 - 00:30,2024-08-07,2025-04-16 11:27:19.190,2025-04-16 09:27:19.190
2024-08-07,02:30 - 02:45,123.582,-73.652,-72.619,2024-08-07 02:45:00,2024-08-07 00:45:00,02:30 - 02:45,00:30 - 00:45,2024-08-07,2025-04-16 11:27:19.190,2025-04-16 09:27:19.190
2024-08-07,02:45 - 03:00,123.083,-65.818,-65.235,2024-08-07 03:00:00,2024-08-07 01:00:00,02:45 - 03:00,00:45 - 01:00,2024-08-07,2025-04-16 11:27:19.190,2025-04-16 09:27:19.190
2024-08-07,03:00 - 03:15,63.027,-65.789,-65.538,2024-08-07 03:15:00,2024-08-07 01:15:00,03:00 - 03:15,01:00 - 01:15,2024-08-07,2025-04-16 11:27:19.190,2025-04-16 09:27:19.190
2024-08-07,03:15 - 03:30,16.779,-69.373,-69.616,2024-08-07 03:30:00,2024-08-07 01:30:00,03:15 - 03:30,01:15 - 01:30,2024-08-07,2025-04-16 11:27:19.190,2025-04-16 09:27:19.190
2024-08-07,03:30 - 03:45,14.029,-66.489,-66.632,2024-08-07 03:45:00,2024-08-07 01:45:00,03:30 - 03:45,01:30 - 01:45,2024-08-07,2025-04-16 11:27:19.190,2025-04-16 09:27:19.190
2024-08-07,03:45 - 04:00,11.404,-67.319,-67.323,2024-08-07 04:00:00,2024-08-07 02:00:00,03:45 - 04:00,01:45 - 02:00,2024-08-07,2025-04-16 11:27:19.190,2025-04-16 09:27:19.190
2024-08-07,04:00 - 04:15,36.375,-36.596,-36.609,2024-08-07 04:15:00,2024-08-07 02:15:00,04:00 - 04:15,02:00 - 02:15,2024-08-07,2025-04-16 11:27:19.190,2025-04-16 09:27:19.190
2024-08-07,04:15 - 04:30,40.666,-37.523,-37.726,2024-08-07 04:30:00,2024-08-07 02:30:00,04:15 - 04:30,02:15 - 02:30,2024-08-07,2025-04-16 11:27:19.190,2025-04-16 09:27:19.190
2024-08-07,04:30 - 04:45,31.915,-62.91,-64.094,2024-08-07 04:45:00,2024-08-07 02:45:00,04:30 - 04:45,02:30 - 02:45,2024-08-07,2025-04-16 11:27:19.190,2025-04-16 09:27:19.190
