data,kwadrans,sk_d1_fcst,sk_d_fcst,sk_cost,dtime,dtime_utc,period,period_utc,business_date,publication_ts,publication_ts_utc
2024-11-04,00:00 - 00:15,102.405,16.067,10.817,2024-11-04 00:15:00,2024-11-03 23:15:00,00:00 - 00:15,23:00 - 23:15,2024-11-04,2025-07-16 14:48:16.894,2025-07-16 12:48:16.894
2024-11-04,00:15 - 00:30,153.068,87.611,84.944,2024-11-04 00:30:00,2024-11-03 23:30:00,00:15 - 00:30,23:15 - 23:30,2024-11-04,2025-07-16 14:48:16.894,2025-07-16 12:48:16.894
2024-11-04,00:30 - 00:45,188.111,73.648,73.65,2024-11-04 00:45:00,2024-11-03 23:45:00,00:30 - 00:45,23:30 - 23:45,2024-11-04,2025-07-16 14:48:16.894,2025-07-16 12:48:16.894
2024-11-04,00:45 - 01:00,190.411,109.439,92.022,2024-11-04 01:00:00,2024-11-04 00:00:00,00:45 - 01:00,23:45 - 24:00,2024-11-04,2025-07-16 14:48:16.894,2025-07-16 12:48:16.894
2024-11-04,01:00 - 01:15,186.866,155.391,150.058,2024-11-04 01:15:00,2024-11-04 00:15:00,01:00 - 01:15,00:00 - 00:15,2024-11-04,2025-07-16 14:48:16.894,2025-07-16 12:48:16.894
2024-11-04,01:15 - 01:30,183.651,158.139,158.139,2024-11-04 01:30:00,2024-11-04 00:30:00,01:15 - 01:30,00:15 - 00:30,2024-11-04,2025-07-16 14:48:16.894,2025-07-16 12:48:16.894
2024-11-04,01:30 - 01:45,167.703,132.512,132.512,2024-11-04 01:45:00,2024-11-04 00:45:00,01:30 - 01:45,00:30 - 00:45,2024-11-04,2025-07-16 14:48:16.894,2025-07-16 12:48:16.894
2024-11-04,01:45 - 02:00,125.504,95.536,78.953,2024-11-04 02:00:00,2024-11-04 01:00:00,01:45 - 02:00,00:45 - 01:00,2024-11-04,2025-07-16 14:48:16.894,2025-07-16 12:48:16.894
2024-11-04,02:00 - 02:15,134.525,123.708,123.708,2024-11-04 02:15:00,2024-11-04 01:15:00,02:00 - 02:15,01:00 - 01:15,2024-11-04,2025-07-16 14:48:16.894,2025-07-16 12:48:16.894
2024-11-04,02:15 - 02:30,159.78,137.408,137.408,2024-11-04 02:30:00,2024-11-04 01:30:00,02:15 - 02:30,01:15 - 01:30,2024-11-04,2025-07-16 14:48:16.894,2025-07-16 12:48:16.894
2024-11-04,02:30 - 02:45,117.114,106.17,106.17,2024-11-04 02:45:00,2024-11-04 01:45:00,02:30 - 02:45,01:30 - 01:45,2024-11-04,2025-07-16 14:48:16.894,2025-07-16 12:48:16.894
2024-11-04,02:45 - 03:00,101.19,115.472,115.472,2024-11-04 03:00:00,2024-11-04 02:00:00,02:45 - 03:00,01:45 - 02:00,2024-11-04,2025-07-16 14:48:16.894,2025-07-16 12:48:16.894
