data,kwadrans,sk_d1_fcst,sk_d_fcst,sk_cost,dtime,dtime_utc,period,period_utc,business_date,publication_ts,publication_ts_utc
2025-07-17,00:00 - 00:15,-7.484,-147.676,-167.661,2025-07-17 00:15:00,2025-07-16 22:15:00,00:00 - 00:15,22:00 - 22:15,2025-07-17,2025-07-21 14:26:23.406,2025-07-21 12:26:23.406
2025-07-17,00:15 - 00:30,-23.945,-137.472,-152.271,2025-07-17 00:30:00,2025-07-16 22:30:00,00:15 - 00:30,22:15 - 22:30,2025-07-17,2025-07-21 14:26:23.406,2025-07-21 12:26:23.406
2025-07-17,00:30 - 00:45,2.377,-61.54,-82.179,2025-07-17 00:45:00,2025-07-16 22:45:00,00:30 - 00:45,22:30 - 22:45,2025-07-17,2025-07-21 14:26:23.406,2025-07-21 12:26:23.406
2025-07-17,00:45 - 01:00,-39.374,-32.434,-40.629,2025-07-17 01:00:00,2025-07-16 23:00:00,00:45 - 01:00,22:45 - 23:00,2025-07-17,2025-07-21 14:26:23.406,2025-07-21 12:26:23.406
2025-07-17,01:00 - 01:15,-69.985,-115.866,-94.173,2025-07-17 01:15:00,2025-07-16 23:15:00,01:00 - 01:15,23:00 - 23:15,2025-07-17,2025-07-21 14:26:23.406,2025-07-21 12:26:23.406
2025-07-17,01:15 - 01:30,-30.374,-28.764,4.521,2025-07-17 01:30:00,2025-07-16 23:30:00,01:15 - 01:30,23:15 - 23:30,2025-07-17,2025-07-21 14:26:23.406,2025-07-21 12:26:23.406
2025-07-17,01:30 - 01:45,11.626,29.479,41.649,2025-07-17 01:45:00,2025-07-16 23:45:00,01:30 - 01:45,23:30 - 23:45,2025-07-17,2025-07-21 14:26:23.406,2025-07-21 12:26:23.406
2025-07-17,01:45 - 02:00,13.964,93.279,94.317,2025-07-17 02:00:00,2025-07-17 00:00:00,01:45 - 02:00,23:45 - 24:00,2025-07-17,2025-07-21 14:26:23.406,2025-07-21 12:26:23.406
2025-07-17,02:00 - 02:15,8.366,5.091,-0.555,2025-07-17 02:15:00,2025-07-17 00:15:00,02:00 - 02:15,00:00 - 00:15,2025-07-17,2025-07-21 14:26:23.406,2025-07-21 12:26:23.406
2025-07-17,02:15 - 02:30,35.68,-5.134,-20.204,2025-07-17 02:30:00,2025-07-17 00:30:00,02:15 - 02:30,00:15 - 00:30,2025-07-17,2025-07-21 14:26:23.406,2025-07-21 12:26:23.406
2025-07-17,02:30 - 02:45,46.555,27.917,-1.876,2025-07-17 02:45:00,2025-07-17 00:45:00,02:30 - 02:45,00:30 - 00:45,2025-07-17,2025-07-21 14:26:23.406,2025-07-21 12:26:23.406
2025-07-17,02:45 - 03:00,47.341,59.288,34.927,2025-07-17 03:00:00,2025-07-17 01:00:00,02:45 - 03:00,00:45 - 01:00,2025-07-17,2025-07-21 14:26:23.406,2025-07-21 12:26:23.406
2025-07-17,03:00 - 03:15,24.126,28.512,12.664,2025-07-17 03:15:00,2025-07-17 01:15:00,03:00 - 03:15,01:00 - 01:15,2025-07-17,2025-07-21 14:26:23.406,2025-07-21 12:26:23.406
2025-07-17,03:15 - 03:30,27.001,30.022,41.366,2025-07-17 03:30:00,2025-07-17 01:30:00,03:15 - 03:30,01:15 - 01:30,2025-07-17,2025-07-21 14:26:23.406,2025-07-21 12:26:23.406
2025-07-17,03:30 - 03:45,32.876,39.042,63.983,2025-07-17 03:45:00,2025-07-17 01:45:00,03:30 - 03:45,01:30 - 01:45,2025-07-17,2025-07-21 14:26:23.406,2025-07-21 12:26:23.406
2025-07-17,03:45 - 04:00,12.126,29.343,34.498,2025-07-17 04:00:00,2025-07-17 02:00:00,03:45 - 04:00,01:45 - 02:00,2025-07-17,2025-07-21 14:26:23.406,2025-07-21 12:26:23.406
