period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-07-30 00:00:00,1491.0,2025-07-29,2025-07-29 22:00:00,2025-07-29 18:52:40.523,0.0,1671.0,408.0,15888.0,2315.0,2024-10-01 03:51:19.304000,0.0,13486.0,0.0,6354.0,10062.0,3511.0,4863.0,19912.0,8208.0,16416.0
00 - 01,2025-07-30 01:00:00,1352.0,2025-07-30,2025-07-29 23:00:00,2025-07-29 18:52:40.523,0.0,1708.0,51.0,14460.0,2177.0,2024-10-01 03:51:19.304000,0.0,12255.0,0.0,10410.0,8781.0,3502.0,9058.0,19607.0,8311.0,19190.0
01 - 02,2025-07-30 02:00:00,1292.0,2025-07-30,2025-07-30 00:00:00,2025-07-29 18:52:40.523,0.0,1733.0,0.0,13802.0,1807.0,2024-10-01 03:51:19.304000,0.0,11932.0,0.0,11047.0,8473.0,3522.0,9755.0,19520.0,8378.0,19520.0
02 - 03,2025-07-30 03:00:00,1262.0,2025-07-30,2025-07-30 01:00:00,2025-07-29 18:52:40.523,0.0,1747.0,0.0,13414.0,1863.0,2024-10-01 03:51:19.304000,0.0,11540.0,0.0,11476.0,8044.0,3507.0,10214.0,19520.0,8378.0,19520.0
03 - 04,2025-07-30 04:00:00,1256.0,2025-07-30,2025-07-30 02:00:00,2025-07-29 18:52:40.523,0.0,1731.0,0.0,13339.0,1925.0,2024-10-01 03:51:19.304000,0.0,11411.0,0.0,11590.0,7930.0,3484.0,10334.0,19520.0,8378.0,19520.0
04 - 05,2025-07-30 05:00:00,1256.0,2025-07-30,2025-07-30 03:00:00,2025-07-29 18:52:40.523,0.0,1649.0,0.0,13338.0,2073.0,2024-10-01 03:51:19.304000,0.0,11282.0,0.0,11657.0,7863.0,3402.0,10401.0,19520.0,8378.0,19520.0
05 - 06,2025-07-30 06:00:00,1290.0,2025-07-30,2025-07-30 04:00:00,2025-07-29 18:52:40.523,248.0,1516.0,0.0,13486.0,1742.0,2024-10-01 03:51:19.304000,0.0,11676.0,0.0,11161.0,8360.0,3384.0,9871.0,19521.0,8378.0,19521.0
06 - 07,2025-07-30 07:00:00,1494.0,2025-07-30,2025-07-30 05:00:00,2025-07-29 18:52:40.523,1446.0,1301.0,1.0,14889.0,2110.0,2024-10-01 03:51:19.304000,0.0,12827.0,0.0,10535.0,9000.0,3779.0,9041.0,19534.0,8375.0,19534.0
07 - 08,2025-07-30 08:00:00,1658.0,2025-07-30,2025-07-30 06:00:00,2025-07-29 18:52:40.523,3745.0,873.0,723.0,15397.0,1450.0,2024-10-16 11:22:43.468000,0.0,3302.0,26244.0,9902.0,9633.0,4314.0,8244.0,19535.0,8375.0,19535.0
08 - 09,2025-07-30 09:00:00,1725.0,2025-07-30,2025-07-30 07:00:00,2025-07-29 18:52:40.523,6547.0,609.0,870.0,14323.0,286.0,2024-10-16 11:22:43.468000,0.0,4063.0,26244.0,10720.0,8792.0,5244.0,8995.0,19513.0,8400.0,19513.0
09 - 10,2025-07-30 10:00:00,1732.0,2025-07-30,2025-07-30 08:00:00,2025-07-29 18:52:40.523,8773.0,716.0,1180.0,13085.0,-420.0,2024-10-16 11:22:43.468000,0.0,5119.0,26244.0,12242.0,7254.0,6251.0,10510.0,19496.0,8417.0,19496.0
10 - 11,2025-07-30 11:00:00,1722.0,2025-07-30,2025-07-30 09:00:00,2025-07-29 18:52:40.523,9952.0,952.0,1494.0,12788.0,-1233.0,2024-10-16 11:22:43.468000,0.0,5820.0,26244.0,12401.0,7080.0,6941.0,10679.0,19481.0,8437.0,19481.0
11 - 12,2025-07-30 12:00:00,1744.0,2025-07-30,2025-07-30 10:00:00,2025-07-29 18:52:40.523,10450.0,1129.0,1529.0,13149.0,-1587.0,2024-10-16 11:22:43.468000,0.0,6206.0,26244.0,12039.0,7415.0,7321.0,10295.0,19453.0,8465.0,19453.0
12 - 13,2025-07-30 13:00:00,1756.0,2025-07-30,2025-07-30 11:00:00,2025-07-29 18:52:40.523,10389.0,1215.0,1530.0,13211.0,-1317.0,2024-10-16 11:22:43.468000,0.0,6266.0,26244.0,12285.0,7157.0,7370.0,10529.0,19442.0,8477.0,19442.0
13 - 14,2025-07-30 14:00:00,1747.0,2025-07-30,2025-07-30 12:00:00,2025-07-29 18:52:40.523,10289.0,1262.0,1529.0,13193.0,-518.0,2024-10-16 11:22:43.468000,0.0,6268.0,26244.0,13099.0,6338.0,7373.0,11352.0,19436.0,8482.0,19436.0
14 - 15,2025-07-30 15:00:00,1723.0,2025-07-30,2025-07-30 13:00:00,2025-07-29 18:52:40.523,9738.0,1277.0,1529.0,13363.0,-55.0,2024-10-16 11:22:43.468000,0.0,6041.0,26244.0,13150.0,6274.0,7144.0,11427.0,19424.0,8494.0,19424.0
15 - 16,2025-07-30 16:00:00,1739.0,2025-07-30,2025-07-30 14:00:00,2025-07-29 18:52:40.523,9026.0,1237.0,1529.0,13550.0,-109.0,2024-10-16 11:22:43.468000,0.0,5696.0,26244.0,12563.0,6860.0,6799.0,10824.0,19423.0,8494.0,19423.0
16 - 17,2025-07-30 17:00:00,1762.0,2025-07-30,2025-07-30 15:00:00,2025-07-29 18:52:40.523,7924.0,1130.0,1529.0,14134.0,262.0,2024-10-16 11:22:43.468000,0.0,5158.0,26244.0,11829.0,7586.0,6287.0,10067.0,19415.0,8497.0,19415.0
17 - 18,2025-07-30 18:00:00,1787.0,2025-07-30,2025-07-30 16:00:00,2025-07-29 18:52:40.523,6151.0,959.0,712.0,15099.0,981.0,2024-10-16 11:22:43.468000,0.0,4236.0,26244.0,10731.0,8712.0,5406.0,8944.0,19444.0,8488.0,19444.0
18 - 19,2025-07-30 19:00:00,1811.0,2025-07-30,2025-07-30 17:00:00,2025-07-29 18:52:40.523,3855.0,768.0,122.0,16771.0,953.0,2024-10-16 11:22:43.468000,0.0,3082.0,26244.0,8388.0,11380.0,4438.0,6577.0,19767.0,8457.0,19767.0
19 - 20,2025-07-30 20:00:00,1797.0,2025-07-30,2025-07-30 18:00:00,2025-07-29 18:52:40.523,1529.0,644.0,0.0,18135.0,2030.0,2024-10-16 11:22:43.468000,0.0,1963.0,26244.0,7686.0,12669.0,3437.0,5889.0,20355.0,8424.0,20355.0
20 - 21,2025-07-30 21:00:00,1788.0,2025-07-30,2025-07-30 19:00:00,2025-07-29 18:52:40.523,314.0,636.0,0.0,18654.0,2653.0,2024-10-16 11:22:43.468000,0.0,1420.0,26244.0,7299.0,13092.0,2909.0,5511.0,20392.0,8412.0,20392.0
21 - 22,2025-07-30 22:00:00,1738.0,2025-07-30,2025-07-30 20:00:00,2025-07-29 18:52:40.523,5.0,689.0,0.0,18371.0,2776.0,2024-10-16 11:22:43.468000,0.0,1318.0,26244.0,7439.0,12783.0,2812.0,5701.0,20222.0,8378.0,20222.0
22 - 23,2025-07-30 23:00:00,1633.0,2025-07-30,2025-07-30 21:00:00,2025-07-29 18:52:40.523,0.0,772.0,0.0,17142.0,2049.0,2024-10-01 03:51:19.304000,0.0,14802.0,0.0,7666.0,12279.0,2813.0,6033.0,19946.0,8360.0,19946.0
