period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-08-17 00:00:00,1341.0,2025-08-16,2025-08-16 22:00:00,2025-08-16 12:33:50.830,0.0,2334.0,0.0,13724.0,2276.0,2024-10-01 03:51:19.304000,0.0,11449.0,0.0,12057.0,7467.0,3982.0,10716.0,19890.0,7853.0,19523.0
00 - 01,2025-08-17 01:00:00,1229.0,2025-08-17,2025-08-16 23:00:00,2025-08-16 12:33:50.830,0.0,2161.0,0.0,12881.0,30.0,2024-10-01 03:51:19.304000,184.0,2959.0,0.0,10741.0,9102.0,3749.0,9512.0,19843.0,7926.0,19843.0
01 - 02,2025-08-17 02:00:00,1161.0,2025-08-17,2025-08-17 00:00:00,2025-08-16 12:33:50.830,0.0,1905.0,0.0,12188.0,30.0,2024-10-01 03:51:19.304000,210.0,2675.0,0.0,11029.0,8704.0,3454.0,9868.0,19733.0,7932.0,19733.0
02 - 03,2025-08-17 03:00:00,1152.0,2025-08-17,2025-08-17 01:00:00,2025-08-16 12:33:50.830,0.0,1691.0,0.0,11908.0,30.0,2024-10-01 03:51:19.304000,210.0,2456.0,0.0,11108.0,8641.0,3237.0,9956.0,19749.0,7917.0,19749.0
03 - 04,2025-08-17 04:00:00,1152.0,2025-08-17,2025-08-17 02:00:00,2025-08-16 12:33:50.830,0.0,1619.0,0.0,11739.0,30.0,2024-10-01 03:51:19.304000,210.0,2380.0,0.0,11213.0,8545.0,3165.0,10061.0,19758.0,7908.0,19758.0
04 - 05,2025-08-17 05:00:00,1152.0,2025-08-17,2025-08-17 03:00:00,2025-08-16 12:33:50.830,0.0,1608.0,0.0,11646.0,30.0,2024-10-01 03:51:19.304000,210.0,2364.0,0.0,11303.0,8464.0,3152.0,10151.0,19767.0,7899.0,19767.0
05 - 06,2025-08-17 06:00:00,1152.0,2025-08-17,2025-08-17 04:00:00,2025-08-16 12:33:50.830,23.0,1581.0,0.0,11514.0,30.0,2024-10-01 03:51:19.304000,210.0,2341.0,0.0,11426.0,8350.0,3134.0,10274.0,19776.0,7890.0,19776.0
06 - 07,2025-08-17 07:00:00,1152.0,2025-08-17,2025-08-17 05:00:00,2025-08-16 12:33:50.830,651.0,1499.0,923.0,11688.0,30.0,2024-10-01 03:51:19.304000,210.0,2528.0,0.0,10741.0,8314.0,3343.0,9589.0,19978.0,7889.0,19055.0
07 - 08,2025-08-17 08:00:00,1194.0,2025-08-17,2025-08-17 06:00:00,2025-08-16 12:33:50.830,2580.0,1188.0,1055.0,11407.0,30.0,2024-10-01 03:51:19.304000,210.0,3030.0,0.0,11218.0,7504.0,3872.0,10024.0,19777.0,7889.0,18722.0
08 - 09,2025-08-17 09:00:00,1275.0,2025-08-17,2025-08-17 07:00:00,2025-08-16 12:33:50.830,5210.0,893.0,1055.0,10761.0,30.0,2024-10-01 03:51:19.304000,210.0,3814.0,0.0,12681.0,6008.0,4723.0,11406.0,19744.0,7924.0,18689.0
09 - 10,2025-08-17 10:00:00,1333.0,2025-08-17,2025-08-17 08:00:00,2025-08-16 12:33:50.830,7367.0,1090.0,1055.0,10359.0,30.0,2024-10-01 03:51:19.304000,210.0,4868.0,0.0,14172.0,4501.0,5828.0,12839.0,19728.0,7940.0,18673.0
10 - 11,2025-08-17 11:00:00,1347.0,2025-08-17,2025-08-17 09:00:00,2025-08-16 12:33:50.830,8560.0,1482.0,1055.0,10548.0,30.0,2024-10-01 03:51:19.304000,210.0,5743.0,0.0,14867.0,3793.0,6725.0,13520.0,19716.0,7952.0,18661.0
11 - 12,2025-08-17 12:00:00,1347.0,2025-08-17,2025-08-17 10:00:00,2025-08-16 12:33:50.830,8916.0,1831.0,1055.0,10471.0,30.0,2024-10-01 03:51:19.304000,210.0,6220.0,0.0,15430.0,3209.0,7232.0,14083.0,19694.0,7974.0,18639.0
12 - 13,2025-08-17 13:00:00,1347.0,2025-08-17,2025-08-17 11:00:00,2025-08-16 12:33:50.830,8934.0,2071.0,1055.0,10464.0,30.0,2024-10-01 03:51:19.304000,210.0,6455.0,0.0,15652.0,2954.0,7480.0,14305.0,19660.0,8007.0,18605.0
13 - 14,2025-08-17 14:00:00,1347.0,2025-08-17,2025-08-17 12:00:00,2025-08-16 12:33:50.830,8775.0,2280.0,1055.0,10571.0,30.0,2024-10-01 03:51:19.304000,210.0,6592.0,0.0,15668.0,2922.0,7619.0,14321.0,19645.0,8023.0,18590.0
14 - 15,2025-08-17 15:00:00,1347.0,2025-08-17,2025-08-17 13:00:00,2025-08-16 12:33:50.830,8316.0,2497.0,1055.0,10806.0,30.0,2024-10-01 03:51:19.304000,210.0,6617.0,0.0,15437.0,3144.0,7631.0,14090.0,19636.0,8032.0,18581.0
15 - 16,2025-08-17 16:00:00,1347.0,2025-08-17,2025-08-17 14:00:00,2025-08-16 12:33:50.830,7620.0,2688.0,1055.0,11195.0,30.0,2024-10-01 03:51:19.304000,210.0,6528.0,0.0,14925.0,3649.0,7517.0,13578.0,19628.0,8040.0,18573.0
16 - 17,2025-08-17 17:00:00,1369.0,2025-08-17,2025-08-17 15:00:00,2025-08-16 12:33:50.830,6678.0,2815.0,1055.0,11157.0,30.0,2024-10-01 03:51:19.304000,210.0,6249.0,0.0,14669.0,3900.0,7227.0,13300.0,19624.0,8044.0,18569.0
17 - 18,2025-08-17 18:00:00,1420.0,2025-08-17,2025-08-17 16:00:00,2025-08-16 12:33:50.830,5120.0,2892.0,1055.0,12463.0,30.0,2024-10-01 03:51:19.304000,210.0,5742.0,0.0,12779.0,5790.0,6643.0,11359.0,19635.0,8032.0,18569.0
18 - 19,2025-08-17 19:00:00,1472.0,2025-08-17,2025-08-17 17:00:00,2025-08-16 12:33:50.830,2878.0,2726.0,1055.0,14030.0,30.0,2024-10-01 03:51:19.304000,210.0,4789.0,0.0,10540.0,8315.0,5686.0,9068.0,19922.0,8020.0,18854.0
19 - 20,2025-08-17 20:00:00,1511.0,2025-08-17,2025-08-17 18:00:00,2025-08-16 12:33:50.830,899.0,2416.0,1055.0,15569.0,30.0,2024-10-01 03:51:19.304000,210.0,3727.0,0.0,8810.0,10938.0,4601.0,7299.0,20817.0,8001.0,19748.0
20 - 21,2025-08-17 21:00:00,1526.0,2025-08-17,2025-08-17 19:00:00,2025-08-16 12:33:50.830,67.0,2243.0,132.0,16204.0,30.0,2024-10-01 03:51:19.304000,210.0,3248.0,0.0,8885.0,12053.0,4122.0,7359.0,21083.0,7964.0,20938.0
21 - 22,2025-08-17 22:00:00,1482.0,2025-08-17,2025-08-17 20:00:00,2025-08-16 12:33:50.830,1.0,2207.0,0.0,15748.0,30.0,2024-10-01 03:51:19.304000,210.0,3174.0,0.0,9170.0,11685.0,4033.0,7688.0,20868.0,7949.0,20855.0
22 - 23,2025-08-17 23:00:00,1388.0,2025-08-17,2025-08-17 21:00:00,2025-08-16 12:33:50.830,0.0,2098.0,0.0,14704.0,30.0,2024-10-01 03:51:19.304000,210.0,3016.0,0.0,10089.0,10796.0,3878.0,8701.0,20898.0,7920.0,20885.0
