period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-08-09 00:00:00,2259.0,2025-08-08,2025-08-08 22:00:00,2025-08-06 03:23:30.762,0.0,536.0,0.0,15621.0,30.0,2024-10-01 03:51:19.304000,0.0,1669.0,0.0,7649.0,13275.0,2316.0,5391.0,20925.0,7194.0,20925.0
00 - 01,2025-08-09 01:00:00,2124.0,2025-08-09,2025-08-08 23:00:00,2025-08-06 03:23:30.762,0.0,470.0,0.0,14662.0,0.0,2024-10-01 03:51:19.304000,0.0,1540.0,0.0,8664.0,12501.0,2162.0,6541.0,21165.0,7029.0,21165.0
01 - 02,2025-08-09 02:00:00,2028.0,2025-08-09,2025-08-09 00:00:00,2025-08-06 03:23:30.762,0.0,434.0,0.0,13986.0,0.0,2024-10-01 03:51:19.304000,0.0,1478.0,0.0,9156.0,11874.0,2113.0,7128.0,21030.0,7018.0,21030.0
02 - 03,2025-08-09 03:00:00,1974.0,2025-08-09,2025-08-09 01:00:00,2025-08-06 03:23:30.762,0.0,425.0,0.0,13598.0,0.0,2024-10-01 03:51:19.304000,0.0,1446.0,0.0,9389.0,11519.0,2080.0,7415.0,20908.0,7018.0,20908.0
03 - 04,2025-08-09 04:00:00,1946.0,2025-08-09,2025-08-09 02:00:00,2025-08-06 03:23:30.762,0.0,404.0,0.0,13399.0,0.0,2024-10-01 03:51:19.304000,0.0,1415.0,0.0,9565.0,11343.0,2055.0,7619.0,20908.0,7018.0,20908.0
04 - 05,2025-08-09 05:00:00,1927.0,2025-08-09,2025-08-09 03:00:00,2025-08-06 03:23:30.762,0.0,402.0,0.0,13262.0,0.0,2024-10-01 03:51:19.304000,0.0,1406.0,0.0,9699.0,11209.0,2052.0,7772.0,20908.0,7018.0,20908.0
05 - 06,2025-08-09 06:00:00,1887.0,2025-08-09,2025-08-09 04:00:00,2025-08-06 03:23:30.762,128.0,384.0,0.0,12902.0,0.0,2024-10-01 03:51:19.304000,0.0,1424.0,0.0,10097.0,10811.0,2091.0,8210.0,20908.0,7018.0,20908.0
06 - 07,2025-08-09 07:00:00,1988.0,2025-08-09,2025-08-09 05:00:00,2025-08-06 03:23:30.762,878.0,332.0,923.0,13207.0,0.0,2024-10-01 03:51:19.304000,0.0,1705.0,0.0,9160.0,10825.0,2382.0,7172.0,20908.0,7018.0,19985.0
07 - 08,2025-08-09 08:00:00,2150.0,2025-08-09,2025-08-09 06:00:00,2025-08-06 03:23:30.762,2614.0,275.0,1451.0,13392.0,0.0,2024-10-01 03:51:19.304000,0.0,2379.0,0.0,9165.0,10319.0,3073.0,7015.0,20923.0,7018.0,19483.0
08 - 09,2025-08-09 09:00:00,2287.0,2025-08-09,2025-08-09 07:00:00,2025-08-06 03:23:30.762,5168.0,214.0,1506.0,13211.0,0.0,2024-10-01 03:51:19.304000,0.0,3365.0,0.0,10297.0,9116.0,4095.0,8010.0,20908.0,7020.0,19413.0
