period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-07-30 00:00:00,2000.0,2025-07-29,2025-07-29 22:00:00,2025-07-28 01:03:20.964,0.0,1976.0,0.0,16132.0,110.0,2024-10-01 03:51:19.304000,0.0,3057.0,0.0,8639.0,12286.0,3737.0,6639.0,20925.0,7245.0,20925.0
00 - 01,2025-07-30 01:00:00,2184.0,2025-07-30,2025-07-29 23:00:00,2025-07-28 01:03:20.964,0.0,2000.0,0.0,15083.0,30.0,2024-10-01 03:51:19.304000,0.0,3004.0,0.0,10286.0,11398.0,3654.0,8102.0,21684.0,6211.0,21684.0
01 - 02,2025-07-30 02:00:00,2105.0,2025-07-30,2025-07-30 00:00:00,2025-07-28 01:03:20.964,0.0,2019.0,0.0,14515.0,30.0,2024-10-01 03:51:19.304000,0.0,2988.0,0.0,10994.0,10825.0,3660.0,8889.0,21819.0,6077.0,21819.0
02 - 03,2025-07-30 03:00:00,2038.0,2025-07-30,2025-07-30 01:00:00,2025-07-28 01:03:20.964,0.0,2020.0,0.0,14512.0,30.0,2024-10-01 03:51:19.304000,0.0,2988.0,0.0,10994.0,10825.0,3657.0,8956.0,21819.0,6077.0,21819.0
03 - 04,2025-07-30 04:00:00,2026.0,2025-07-30,2025-07-30 02:00:00,2025-07-28 01:03:20.964,0.0,1988.0,0.0,14478.0,30.0,2024-10-01 03:51:19.304000,0.0,2955.0,0.0,10994.0,10825.0,3623.0,8968.0,21819.0,6077.0,21819.0
04 - 05,2025-07-30 05:00:00,2021.0,2025-07-30,2025-07-30 03:00:00,2025-07-28 01:23:30.811,1.0,1910.0,0.0,14399.0,30.0,2024-10-01 03:51:19.304000,0.0,2876.0,0.0,10994.0,10825.0,3544.0,8973.0,21819.0,6077.0,21819.0
05 - 06,2025-07-30 06:00:00,2061.0,2025-07-30,2025-07-30 04:00:00,2025-07-28 01:23:30.811,199.0,1749.0,0.0,14334.0,30.0,2024-10-01 03:51:19.304000,0.0,2806.0,0.0,10994.0,10825.0,3479.0,8933.0,21819.0,6077.0,21819.0
06 - 07,2025-07-30 07:00:00,2378.0,2025-07-30,2025-07-30 05:00:00,2025-07-28 01:23:30.811,1198.0,1457.0,923.0,15797.0,30.0,2024-10-01 03:51:19.304000,0.0,3021.0,0.0,8767.0,12128.0,3639.0,6389.0,21819.0,6070.0,20895.0
07 - 08,2025-07-30 08:00:00,2634.0,2025-07-30,2025-07-30 06:00:00,2025-07-28 01:23:30.811,3165.0,1154.0,2515.0,16523.0,30.0,2024-10-16 11:22:43.468000,0.0,3548.0,26244.0,7734.0,12306.0,4187.0,5101.0,22556.0,6069.0,20040.0
08 - 09,2025-07-30 09:00:00,2740.0,2025-07-30,2025-07-30 07:00:00,2025-07-28 01:23:30.811,5515.0,1027.0,2724.0,15964.0,30.0,2024-10-16 11:22:43.468000,0.0,4401.0,26244.0,8243.0,10881.0,5052.0,5503.0,21848.0,6090.0,19124.0
09 - 10,2025-07-30 10:00:00,2749.0,2025-07-30,2025-07-30 08:00:00,2025-07-28 01:23:30.811,7522.0,1193.0,2680.0,14914.0,30.0,2024-10-16 11:22:43.468000,0.0,5340.0,26244.0,10281.0,8814.0,6070.0,7531.0,21819.0,6093.0,19095.0
10 - 11,2025-07-30 11:00:00,2707.0,2025-07-30,2025-07-30 09:00:00,2025-07-28 01:23:30.811,8751.0,1460.0,2680.0,15000.0,30.0,2024-10-16 11:22:43.468000,0.0,6110.0,26244.0,10994.0,8101.0,6869.0,8287.0,21819.0,6095.0,19095.0
11 - 12,2025-07-30 12:00:00,2741.0,2025-07-30,2025-07-30 10:00:00,2025-07-28 01:23:30.811,9220.0,1680.0,2680.0,15103.0,30.0,2024-10-16 11:22:43.468000,0.0,6520.0,26244.0,11316.0,7778.0,7295.0,8576.0,21819.0,6096.0,19095.0
12 - 13,2025-07-30 13:00:00,2751.0,2025-07-30,2025-07-30 11:00:00,2025-07-28 01:23:30.811,9357.0,1723.0,2680.0,15148.0,30.0,2024-10-16 11:22:43.468000,0.0,6621.0,26244.0,11376.0,7719.0,7399.0,8624.0,21819.0,6096.0,19095.0
13 - 14,2025-07-30 14:00:00,2735.0,2025-07-30,2025-07-30 12:00:00,2025-07-28 01:23:30.811,9180.0,1729.0,2680.0,15085.0,30.0,2024-10-16 11:22:43.468000,0.0,6550.0,26244.0,11367.0,7728.0,7327.0,8632.0,21819.0,6096.0,19095.0
14 - 15,2025-07-30 15:00:00,2709.0,2025-07-30,2025-07-30 13:00:00,2025-07-28 01:23:30.811,8648.0,1683.0,2680.0,15177.0,30.0,2024-10-16 11:22:43.468000,0.0,6287.0,26244.0,10994.0,8101.0,7046.0,8285.0,21819.0,6096.0,19095.0
15 - 16,2025-07-30 16:00:00,2752.0,2025-07-30,2025-07-30 14:00:00,2025-07-28 01:23:30.811,7860.0,1588.0,2680.0,14744.0,30.0,2024-10-16 11:22:43.468000,0.0,5847.0,26244.0,10970.0,8108.0,6607.0,8218.0,21819.0,6094.0,19078.0
16 - 17,2025-07-30 17:00:00,2782.0,2025-07-30,2025-07-30 15:00:00,2025-07-28 01:23:30.811,6669.0,1489.0,2557.0,15623.0,30.0,2024-10-16 11:22:43.468000,0.0,5300.0,26244.0,9593.0,9606.0,5987.0,6811.0,21819.0,6091.0,19199.0
17 - 18,2025-07-30 18:00:00,2811.0,2025-07-30,2025-07-30 16:00:00,2025-07-28 01:23:30.811,5071.0,1323.0,2557.0,16718.0,30.0,2024-10-16 11:22:43.468000,0.0,4554.0,26244.0,8009.0,11464.0,5224.0,5198.0,22093.0,6091.0,19473.0
18 - 19,2025-07-30 19:00:00,2855.0,2025-07-30,2025-07-30 17:00:00,2025-07-28 01:23:30.811,3224.0,1120.0,1248.0,18069.0,30.0,2024-10-16 11:22:43.468000,0.0,3661.0,26244.0,7739.0,13708.0,4331.0,4884.0,22714.0,6089.0,21447.0
19 - 20,2025-07-30 20:00:00,2875.0,2025-07-30,2025-07-30 18:00:00,2025-07-28 01:23:30.811,1350.0,983.0,1055.0,19256.0,30.0,2024-10-16 11:22:43.468000,0.0,2798.0,26244.0,6382.0,15762.0,3464.0,3507.0,23202.0,6072.0,22144.0
20 - 21,2025-07-30 21:00:00,2846.0,2025-07-30,2025-07-30 19:00:00,2025-07-28 01:23:30.811,249.0,967.0,132.0,19666.0,30.0,2024-10-16 11:22:43.468000,0.0,2351.0,26244.0,6277.0,16664.0,2972.0,3432.0,23074.0,6069.0,22942.0
21 - 22,2025-07-30 22:00:00,2744.0,2025-07-30,2025-07-30 20:00:00,2025-07-28 01:23:30.811,4.0,1019.0,0.0,19079.0,30.0,2024-10-16 11:22:43.468000,0.0,2273.0,26244.0,6833.0,16137.0,2912.0,4089.0,22970.0,6069.0,22970.0
22 - 23,2025-07-30 23:00:00,2552.0,2025-07-30,2025-07-30 21:00:00,2025-07-28 01:23:30.811,0.0,1128.0,0.0,17706.0,30.0,2024-10-01 03:51:19.304000,0.0,2329.0,0.0,7599.0,14737.0,2939.0,5047.0,22337.0,6069.0,22337.0
