period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-08-15 00:00:00,1481.0,2025-08-14,2025-08-14 22:00:00,2025-08-14 10:33:35.585,0.0,3703.0,0.0,15799.0,-956.0,2024-10-01 03:51:19.304000,0.0,16684.0,0.0,7525.0,11312.0,5444.0,6044.0,18915.0,8896.0,18837.0
00 - 01,2025-08-15 01:00:00,1317.0,2025-08-15,2025-08-14 23:00:00,2025-08-14 10:33:35.585,0.0,3941.0,0.0,13980.0,30.0,2024-10-01 03:51:19.304000,0.0,4676.0,0.0,11779.0,8435.0,5514.0,10462.0,20215.0,7548.0,20215.0
01 - 02,2025-08-15 02:00:00,1240.0,2025-08-15,2025-08-15 00:00:00,2025-08-14 10:33:35.585,0.0,3893.0,0.0,13131.0,30.0,2024-10-01 03:51:19.304000,0.0,4587.0,0.0,12593.0,7655.0,5446.0,11353.0,20248.0,7367.0,20248.0
02 - 03,2025-08-15 03:00:00,1209.0,2025-08-15,2025-08-15 01:00:00,2025-08-14 10:33:35.585,0.0,3684.0,0.0,12781.0,30.0,2024-10-01 03:51:19.304000,0.0,4362.0,0.0,12723.0,7536.0,5216.0,11514.0,20259.0,7356.0,20259.0
03 - 04,2025-08-15 04:00:00,1194.0,2025-08-15,2025-08-15 02:00:00,2025-08-14 10:33:35.585,0.0,3400.0,0.0,12619.0,30.0,2024-10-01 03:51:19.304000,0.0,4084.0,0.0,12608.0,7659.0,4930.0,11414.0,20267.0,7348.0,20267.0
04 - 05,2025-08-15 05:00:00,1176.0,2025-08-15,2025-08-15 03:00:00,2025-08-14 10:33:35.585,0.0,3109.0,0.0,12419.0,30.0,2024-10-01 03:51:19.304000,0.0,3797.0,0.0,12525.0,7751.0,4638.0,11349.0,20276.0,7339.0,20276.0
05 - 06,2025-08-15 06:00:00,1152.0,2025-08-15,2025-08-15 04:00:00,2025-08-14 10:33:35.585,61.0,2801.0,0.0,11828.0,30.0,2024-10-01 03:51:19.304000,0.0,3500.0,0.0,12838.0,7443.0,4355.0,11686.0,20281.0,7334.0,20281.0
06 - 07,2025-08-15 07:00:00,1152.0,2025-08-15,2025-08-15 05:00:00,2025-08-14 10:33:35.585,754.0,2376.0,923.0,11627.0,30.0,2024-10-01 03:51:19.304000,0.0,3376.0,0.0,12003.0,7355.0,4241.0,10851.0,20281.0,7334.0,19358.0
07 - 08,2025-08-15 08:00:00,1235.0,2025-08-15,2025-08-15 06:00:00,2025-08-14 10:33:35.585,2748.0,1762.0,1055.0,11529.0,30.0,2024-10-01 03:51:19.304000,0.0,3615.0,0.0,12216.0,7006.0,4493.0,10981.0,20277.0,7338.0,19222.0
08 - 09,2025-08-15 09:00:00,1315.0,2025-08-15,2025-08-15 07:00:00,2025-08-14 10:33:35.585,5606.0,1000.0,1055.0,11084.0,30.0,2024-10-01 03:51:19.304000,0.0,4049.0,0.0,13085.0,6103.0,4951.0,11770.0,20243.0,7375.0,19188.0
09 - 10,2025-08-15 10:00:00,1333.0,2025-08-15,2025-08-15 08:00:00,2025-08-14 10:33:35.585,8217.0,521.0,1055.0,9960.0,30.0,2024-10-01 03:51:19.304000,0.0,4624.0,0.0,14832.0,4331.0,5599.0,13499.0,20218.0,7401.0,19163.0
10 - 11,2025-08-15 11:00:00,1325.0,2025-08-15,2025-08-15 09:00:00,2025-08-14 10:33:35.585,10018.0,408.0,1055.0,9664.0,30.0,2024-10-01 03:51:19.304000,0.0,5252.0,0.0,15763.0,3369.0,6265.0,14438.0,20187.0,7432.0,19132.0
11 - 12,2025-08-15 12:00:00,1325.0,2025-08-15,2025-08-15 10:00:00,2025-08-14 10:33:35.585,10896.0,428.0,1055.0,9172.0,30.0,2024-10-01 03:51:19.304000,0.0,5614.0,0.0,16640.0,2468.0,6674.0,15315.0,20163.0,7456.0,19108.0
12 - 13,2025-08-15 13:00:00,1325.0,2025-08-15,2025-08-15 11:00:00,2025-08-14 10:33:35.585,11247.0,495.0,1055.0,8995.0,30.0,2024-10-01 03:51:19.304000,0.0,5814.0,0.0,16998.0,2072.0,6893.0,15673.0,20125.0,7494.0,19070.0
13 - 14,2025-08-15 14:00:00,1326.0,2025-08-15,2025-08-15 12:00:00,2025-08-14 10:33:35.585,11183.0,564.0,1055.0,9023.0,30.0,2024-10-01 03:51:19.304000,0.0,5854.0,0.0,16990.0,2059.0,6934.0,15664.0,20104.0,7514.0,19049.0
14 - 15,2025-08-15 15:00:00,1357.0,2025-08-15,2025-08-15 13:00:00,2025-08-14 10:33:35.585,10622.0,638.0,1055.0,9686.0,30.0,2024-10-01 03:51:19.304000,0.0,5722.0,0.0,16144.0,2896.0,6760.0,14787.0,20095.0,7524.0,19040.0
15 - 16,2025-08-15 16:00:00,1414.0,2025-08-15,2025-08-15 14:00:00,2025-08-14 10:33:35.585,9643.0,724.0,1055.0,10738.0,30.0,2024-10-01 03:51:19.304000,0.0,5448.0,0.0,14736.0,4292.0,6416.0,13322.0,20083.0,7534.0,19028.0
16 - 17,2025-08-15 17:00:00,1458.0,2025-08-15,2025-08-15 15:00:00,2025-08-14 10:33:35.585,8170.0,840.0,1055.0,11296.0,30.0,2024-10-01 03:51:19.304000,0.0,4969.0,0.0,13644.0,5378.0,5888.0,12186.0,20078.0,7539.0,19023.0
17 - 18,2025-08-15 18:00:00,1490.0,2025-08-15,2025-08-15 16:00:00,2025-08-14 10:33:35.585,6000.0,959.0,1055.0,12543.0,30.0,2024-10-01 03:51:19.304000,0.0,4246.0,0.0,11779.0,7410.0,5103.0,10289.0,20244.0,7536.0,19189.0
18 - 19,2025-08-15 19:00:00,1510.0,2025-08-15,2025-08-15 17:00:00,2025-08-14 10:33:35.585,3335.0,1199.0,1055.0,14252.0,30.0,2024-10-01 03:51:19.304000,0.0,3457.0,0.0,10289.0,9898.0,4324.0,8779.0,21241.0,7525.0,20186.0
19 - 20,2025-08-15 20:00:00,1532.0,2025-08-15,2025-08-15 18:00:00,2025-08-14 10:33:35.585,1044.0,1591.0,1055.0,15778.0,30.0,2024-10-01 03:51:19.304000,0.0,2965.0,0.0,8519.0,11936.0,3813.0,6987.0,21510.0,7497.0,20455.0
20 - 21,2025-08-15 21:00:00,1541.0,2025-08-15,2025-08-15 19:00:00,2025-08-14 10:33:35.585,108.0,2070.0,132.0,16403.0,30.0,2024-10-01 03:51:19.304000,0.0,3081.0,0.0,8758.0,12440.0,3933.0,7217.0,21330.0,7459.0,21198.0
21 - 22,2025-08-15 22:00:00,1511.0,2025-08-15,2025-08-15 20:00:00,2025-08-14 10:33:35.585,1.0,2489.0,0.0,16132.0,30.0,2024-10-01 03:51:19.304000,0.0,3423.0,0.0,9517.0,11818.0,4284.0,8006.0,21335.0,7431.0,21335.0
22 - 23,2025-08-15 23:00:00,1427.0,2025-08-15,2025-08-15 21:00:00,2025-08-14 10:33:35.585,0.0,2889.0,0.0,15195.0,30.0,2024-10-01 03:51:19.304000,0.0,3772.0,0.0,10396.0,10535.0,4630.0,8969.0,20931.0,7408.0,20931.0
