period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-08-19 00:00:00,1455.0,2025-08-18,2025-08-18 22:00:00,2025-08-18 12:23:45.488,0.0,212.0,248.0,15292.0,2577.0,2024-10-01 03:51:19.304000,210.0,12661.0,0.0,9533.0,10566.0,2149.0,8078.0,20539.0,7351.0,20099.0
00 - 01,2025-08-19 01:00:00,1347.0,2025-08-19,2025-08-18 23:00:00,2025-08-18 12:03:30.757,0.0,291.0,261.0,14139.0,50.0,2024-10-01 03:51:19.304000,0.0,1296.0,0.0,7673.0,12023.0,2067.0,6326.0,19956.0,7519.0,19695.0
01 - 02,2025-08-19 02:00:00,1276.0,2025-08-19,2025-08-19 00:00:00,2025-08-18 12:03:30.757,0.0,340.0,261.0,13452.0,43.0,2024-10-01 03:51:19.304000,0.0,1287.0,0.0,8301.0,11347.0,2062.0,7025.0,19909.0,7564.0,19648.0
02 - 03,2025-08-19 03:00:00,1244.0,2025-08-19,2025-08-19 01:00:00,2025-08-18 12:03:30.757,0.0,413.0,261.0,13103.0,37.0,2024-10-01 03:51:19.304000,0.0,1338.0,0.0,8724.0,10935.0,2132.0,7480.0,19920.0,7554.0,19659.0
03 - 04,2025-08-19 04:00:00,1239.0,2025-08-19,2025-08-19 02:00:00,2025-08-18 12:03:30.757,0.0,507.0,261.0,13047.0,35.0,2024-10-01 03:51:19.304000,0.0,1425.0,0.0,8880.0,10787.0,2225.0,7641.0,19928.0,7545.0,19667.0
04 - 05,2025-08-19 05:00:00,1246.0,2025-08-19,2025-08-19 03:00:00,2025-08-18 12:03:30.757,0.0,604.0,261.0,13153.0,41.0,2024-10-01 03:51:19.304000,0.0,1521.0,0.0,8880.0,10791.0,2321.0,7634.0,19933.0,7541.0,19672.0
05 - 06,2025-08-19 06:00:00,1289.0,2025-08-19,2025-08-19 04:00:00,2025-08-18 12:23:45.488,14.0,633.0,261.0,13589.0,50.0,2024-10-01 03:51:19.304000,0.0,1575.0,0.0,8490.0,11186.0,2353.0,7201.0,19937.0,7537.0,19676.0
06 - 07,2025-08-19 07:00:00,1476.0,2025-08-19,2025-08-19 05:00:00,2025-08-18 12:23:45.488,681.0,614.0,1184.0,15290.0,50.0,2024-10-01 03:51:19.304000,0.0,1909.0,0.0,6421.0,12606.0,2634.0,4945.0,20211.0,7536.0,19027.0
07 - 08,2025-08-19 08:00:00,1622.0,2025-08-19,2025-08-19 06:00:00,2025-08-18 12:23:45.488,2871.0,499.0,1385.0,15689.0,50.0,2024-10-16 11:22:43.468000,0.0,2729.0,26295.0,6611.0,12166.0,3474.0,4989.0,20203.0,7575.0,18776.0
08 - 09,2025-08-19 09:00:00,1657.0,2025-08-19,2025-08-19 07:00:00,2025-08-18 12:23:45.488,6079.0,282.0,1401.0,14333.0,50.0,2024-10-16 11:22:43.468000,0.0,3808.0,26295.0,8840.0,9621.0,4662.0,7183.0,19903.0,7606.0,18461.0
09 - 10,2025-08-19 10:00:00,1645.0,2025-08-19,2025-08-19 08:00:00,2025-08-18 12:23:45.488,8945.0,181.0,1401.0,13001.0,33.0,2024-10-16 11:22:43.468000,0.0,4839.0,26295.0,11271.0,7166.0,5801.0,9626.0,19879.0,7630.0,18437.0
10 - 11,2025-08-19 11:00:00,1602.0,2025-08-19,2025-08-19 09:00:00,2025-08-18 12:23:45.488,10671.0,223.0,1384.0,12452.0,25.0,2024-10-16 11:22:43.468000,0.0,5556.0,26295.0,12547.0,5872.0,6555.0,10945.0,19861.0,7648.0,18419.0
11 - 12,2025-08-19 12:00:00,1613.0,2025-08-19,2025-08-19 10:00:00,2025-08-18 12:23:45.488,11305.0,301.0,1400.0,12322.0,25.0,2024-10-16 11:22:43.468000,0.0,5884.0,26295.0,13007.0,5394.0,6903.0,11394.0,19843.0,7666.0,18401.0
12 - 13,2025-08-19 13:00:00,1618.0,2025-08-19,2025-08-19 11:00:00,2025-08-18 12:23:45.488,11323.0,369.0,1039.0,12327.0,25.0,2024-10-16 11:22:43.468000,0.0,5956.0,26295.0,13052.0,5325.0,6977.0,11434.0,19819.0,7690.0,18377.0
