period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-08-18 00:00:00,2000.0,2025-08-17,2025-08-17 22:00:00,2025-08-15 11:23:20.998,0.0,1923.0,0.0,13677.0,30.0,2024-10-01 03:51:19.304000,416.0,2807.0,0.0,11128.0,9997.0,3650.0,9128.0,21138.0,7091.0,21125.0
00 - 01,2025-08-18 01:00:00,1819.0,2025-08-18,2025-08-17 23:00:00,2025-08-15 11:23:20.998,0.0,1691.0,2.0,12381.0,30.0,2024-10-01 03:51:19.304000,416.0,2518.0,0.0,11488.0,9020.0,3331.0,9669.0,20510.0,7073.0,20509.0
01 - 02,2025-08-18 02:00:00,1751.0,2025-08-18,2025-08-18 00:00:00,2025-08-15 11:23:20.998,0.0,1539.0,0.0,12192.0,30.0,2024-10-01 03:51:19.304000,416.0,2346.0,0.0,11488.0,9027.0,3135.0,9737.0,20515.0,7070.0,20515.0
02 - 03,2025-08-18 03:00:00,1714.0,2025-08-18,2025-08-18 01:00:00,2025-08-15 11:23:20.998,0.0,1433.0,0.0,12082.0,30.0,2024-10-01 03:51:19.304000,416.0,2239.0,0.0,11488.0,9027.0,3025.0,9774.0,20515.0,7070.0,20515.0
03 - 04,2025-08-18 04:00:00,1711.0,2025-08-18,2025-08-18 02:00:00,2025-08-15 11:23:20.998,0.0,1409.0,0.0,12057.0,30.0,2024-10-01 03:51:19.304000,416.0,2214.0,0.0,11488.0,9027.0,3001.0,9778.0,20515.0,7070.0,20515.0
04 - 05,2025-08-18 05:00:00,1732.0,2025-08-18,2025-08-18 03:00:00,2025-08-15 11:23:20.998,0.0,1428.0,0.0,12077.0,30.0,2024-10-01 03:51:19.304000,416.0,2234.0,0.0,11488.0,9027.0,3020.0,9757.0,20515.0,7070.0,20515.0
05 - 06,2025-08-18 06:00:00,1837.0,2025-08-18,2025-08-18 04:00:00,2025-08-15 11:23:20.998,26.0,1337.0,0.0,12492.0,30.0,2024-10-01 03:51:19.304000,416.0,2179.0,0.0,10996.0,9519.0,2943.0,9159.0,20515.0,7070.0,20515.0
06 - 07,2025-08-18 07:00:00,2195.0,2025-08-18,2025-08-18 05:00:00,2025-08-15 11:23:20.998,579.0,1089.0,1152.0,14738.0,30.0,2024-10-01 03:51:19.304000,416.0,2289.0,0.0,7661.0,11732.0,2976.0,5466.0,20545.0,7097.0,19393.0
07 - 08,2025-08-18 08:00:00,2448.0,2025-08-18,2025-08-18 06:00:00,2025-08-15 11:23:20.998,2175.0,848.0,1316.0,15658.0,30.0,2024-10-16 11:22:43.468000,416.0,2755.0,26295.0,7249.0,12224.0,3403.0,4800.0,20789.0,7131.0,19473.0
08 - 09,2025-08-18 09:00:00,2529.0,2025-08-18,2025-08-18 07:00:00,2025-08-15 11:23:20.998,4368.0,717.0,1316.0,15005.0,30.0,2024-10-16 11:22:43.468000,416.0,3526.0,26295.0,8450.0,10749.0,4226.0,5921.0,20515.0,7133.0,19199.0
09 - 10,2025-08-18 10:00:00,2517.0,2025-08-18,2025-08-18 08:00:00,2025-08-15 11:23:20.998,6326.0,732.0,1316.0,13824.0,30.0,2024-10-16 11:22:43.468000,416.0,4286.0,26295.0,10469.0,8730.0,5064.0,7952.0,20515.0,7133.0,19199.0
10 - 11,2025-08-18 11:00:00,2463.0,2025-08-18,2025-08-18 09:00:00,2025-08-15 11:23:20.998,7492.0,790.0,1316.0,13320.0,30.0,2024-10-16 11:22:43.468000,416.0,4784.0,26295.0,11488.0,7711.0,5580.0,9025.0,20515.0,7133.0,19199.0
11 - 12,2025-08-18 12:00:00,2504.0,2025-08-18,2025-08-18 10:00:00,2025-08-15 11:23:20.998,7911.0,825.0,1316.0,13531.0,30.0,2024-10-16 11:22:43.468000,416.0,4999.0,26295.0,11488.0,7711.0,5790.0,8985.0,20515.0,7133.0,19199.0
12 - 13,2025-08-18 13:00:00,2509.0,2025-08-18,2025-08-18 11:00:00,2025-08-15 11:23:20.998,8023.0,818.0,1316.0,13572.0,30.0,2024-10-16 11:22:43.468000,416.0,5040.0,26295.0,11488.0,7711.0,5832.0,8980.0,20515.0,7133.0,19199.0
13 - 14,2025-08-18 14:00:00,2504.0,2025-08-18,2025-08-18 12:00:00,2025-08-15 11:23:20.998,8041.0,800.0,1316.0,13562.0,30.0,2024-10-16 11:22:43.468000,416.0,5030.0,26295.0,11488.0,7711.0,5821.0,8984.0,20515.0,7133.0,19199.0
14 - 15,2025-08-18 15:00:00,2496.0,2025-08-18,2025-08-18 13:00:00,2025-08-15 11:23:20.998,7765.0,795.0,1316.0,13432.0,30.0,2024-10-16 11:22:43.468000,416.0,4902.0,26295.0,11488.0,7711.0,5691.0,8993.0,20515.0,7102.0,19199.0
15 - 16,2025-08-18 16:00:00,2509.0,2025-08-18,2025-08-18 14:00:00,2025-08-15 11:23:20.998,7120.0,811.0,1316.0,13322.0,30.0,2024-10-16 11:22:43.468000,416.0,4646.0,26295.0,11339.0,7860.0,5432.0,8830.0,20515.0,7097.0,19199.0
16 - 17,2025-08-18 17:00:00,2556.0,2025-08-18,2025-08-18 15:00:00,2025-08-15 11:23:20.998,6031.0,820.0,1303.0,14266.0,30.0,2024-10-16 11:22:43.468000,416.0,4258.0,26295.0,9961.0,9238.0,4998.0,7405.0,20515.0,7097.0,19199.0
17 - 18,2025-08-18 18:00:00,2634.0,2025-08-18,2025-08-18 16:00:00,2025-08-15 11:23:20.998,4306.0,761.0,1303.0,15786.0,30.0,2024-10-16 11:22:43.468000,416.0,3617.0,26295.0,7781.0,11418.0,4338.0,5147.0,20515.0,7097.0,19199.0
18 - 19,2025-08-18 19:00:00,2731.0,2025-08-18,2025-08-18 17:00:00,2025-08-15 11:23:20.998,2395.0,647.0,1303.0,17550.0,30.0,2024-10-16 11:22:43.468000,416.0,2781.0,26295.0,6703.0,14034.0,3486.0,3971.0,22053.0,6712.0,20737.0
19 - 20,2025-08-18 20:00:00,2768.0,2025-08-18,2025-08-18 18:00:00,2025-08-15 11:23:20.998,864.0,580.0,1303.0,18669.0,30.0,2024-10-16 11:22:43.468000,416.0,2154.0,26295.0,5259.0,15740.0,2900.0,2491.0,22315.0,6656.0,20999.0
20 - 21,2025-08-18 21:00:00,2770.0,2025-08-18,2025-08-18 19:00:00,2025-08-15 11:23:20.998,63.0,566.0,380.0,19137.0,30.0,2024-10-16 11:22:43.468000,416.0,1844.0,26295.0,5161.0,16554.0,2554.0,2391.0,22108.0,6656.0,21715.0
21 - 22,2025-08-18 22:00:00,2671.0,2025-08-18,2025-08-18 20:00:00,2025-08-15 11:23:20.998,1.0,527.0,248.0,18460.0,30.0,2024-10-16 11:22:43.468000,416.0,1742.0,26295.0,5842.0,16004.0,2425.0,3172.0,22108.0,6656.0,21847.0
22 - 23,2025-08-18 23:00:00,2456.0,2025-08-18,2025-08-18 21:00:00,2025-08-15 11:23:20.998,0.0,505.0,248.0,16929.0,30.0,2024-10-01 03:51:19.304000,416.0,1644.0,0.0,6826.0,14594.0,2306.0,4370.0,21681.0,6656.0,21420.0
