period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-07-30 00:00:00,1491.0,2025-07-29,2025-07-29 22:00:00,2025-07-29 12:13:00.935,0.0,1671.0,408.0,16126.0,2307.0,2024-10-01 03:51:19.304000,0.0,13738.0,0.0,9186.0,10318.0,3501.0,7695.0,19912.0,8138.0,19504.0
00 - 01,2025-07-30 01:00:00,1352.0,2025-07-30,2025-07-29 23:00:00,2025-07-29 12:02:55.708,0.0,1830.0,0.0,14318.0,-35.0,2024-10-01 03:51:19.304000,0.0,2834.0,0.0,8753.0,10777.0,3577.0,7401.0,19530.0,8297.0,19530.0
01 - 02,2025-07-30 02:00:00,1292.0,2025-07-30,2025-07-30 00:00:00,2025-07-29 12:02:55.708,0.0,1856.0,0.0,13606.0,-31.0,2024-10-01 03:51:19.304000,0.0,2820.0,0.0,9474.0,10045.0,3591.0,8182.0,19520.0,8308.0,19520.0
02 - 03,2025-07-30 03:00:00,1262.0,2025-07-30,2025-07-30 01:00:00,2025-07-29 12:02:55.708,0.0,1884.0,0.0,13476.0,-31.0,2024-10-01 03:51:19.304000,0.0,2828.0,0.0,9605.0,9914.0,3593.0,8343.0,19520.0,8308.0,19520.0
03 - 04,2025-07-30 04:00:00,1256.0,2025-07-30,2025-07-30 02:00:00,2025-07-29 12:02:55.708,0.0,1859.0,0.0,13487.0,10.0,2024-10-01 03:51:19.304000,0.0,2801.0,0.0,9605.0,9914.0,3563.0,8349.0,19520.0,8308.0,19520.0
04 - 05,2025-07-30 05:00:00,1256.0,2025-07-30,2025-07-30 03:00:00,2025-07-29 12:02:55.708,0.0,1718.0,0.0,13342.0,5.0,2024-10-01 03:51:19.304000,0.0,2660.0,0.0,9605.0,9914.0,3423.0,8349.0,19520.0,8308.0,19520.0
05 - 06,2025-07-30 06:00:00,1290.0,2025-07-30,2025-07-30 04:00:00,2025-07-29 12:02:55.708,218.0,1525.0,0.0,13539.0,-67.0,2024-10-01 03:51:19.304000,0.0,2584.0,0.0,9244.0,10275.0,3330.0,7954.0,19520.0,8308.0,19520.0
06 - 07,2025-07-30 07:00:00,1494.0,2025-07-30,2025-07-30 05:00:00,2025-07-29 12:02:55.708,1314.0,1258.0,923.0,15018.0,-67.0,2024-10-01 03:51:19.304000,0.0,2847.0,0.0,7063.0,11559.0,3526.0,5569.0,19545.0,8305.0,18622.0
07 - 08,2025-07-30 08:00:00,1658.0,2025-07-30,2025-07-30 06:00:00,2025-07-29 12:02:55.708,3417.0,818.0,1657.0,15678.0,-67.0,2024-10-16 11:22:43.468000,0.0,3320.0,26244.0,6379.0,11753.0,3992.0,4721.0,19789.0,8305.0,18132.0
08 - 09,2025-07-30 09:00:00,1725.0,2025-07-30,2025-07-30 07:00:00,2025-07-29 12:02:55.708,5969.0,560.0,1743.0,14919.0,-49.0,2024-10-16 11:22:43.468000,0.0,4115.0,26244.0,7651.0,10116.0,4852.0,5926.0,19510.0,8330.0,17767.0
