period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-08-17 00:00:00,1761.0,2025-08-16,2025-08-16 22:00:00,2025-08-15 05:53:15.760,0.0,2076.0,0.0,14288.0,30.0,2024-10-01 03:51:19.304000,0.0,3003.0,0.0,10513.0,10445.0,3813.0,8752.0,20958.0,6982.0,20958.0
00 - 01,2025-08-17 01:00:00,1911.0,2025-08-17,2025-08-16 23:00:00,2025-08-15 05:53:15.760,0.0,1884.0,0.0,13041.0,30.0,2024-10-01 03:51:19.304000,364.0,2721.0,0.0,11166.0,9505.0,3506.0,9255.0,20671.0,7163.0,20671.0
01 - 02,2025-08-17 02:00:00,1806.0,2025-08-17,2025-08-17 00:00:00,2025-08-15 05:53:15.760,0.0,1680.0,0.0,12292.0,30.0,2024-10-01 03:51:19.304000,416.0,2469.0,0.0,11448.0,9029.0,3233.0,9642.0,20477.0,7189.0,20477.0
02 - 03,2025-08-17 03:00:00,1767.0,2025-08-17,2025-08-17 01:00:00,2025-08-15 05:53:15.760,0.0,1543.0,0.0,12011.0,30.0,2024-10-01 03:51:19.304000,416.0,2323.0,0.0,11585.0,8892.0,3089.0,9818.0,20477.0,7189.0,20477.0
03 - 04,2025-08-17 04:00:00,1743.0,2025-08-17,2025-08-17 02:00:00,2025-08-15 05:53:15.760,0.0,1468.0,0.0,11843.0,30.0,2024-10-01 03:51:19.304000,416.0,2243.0,0.0,11678.0,8799.0,3013.0,9935.0,20477.0,7189.0,20477.0
04 - 05,2025-08-17 05:00:00,1718.0,2025-08-17,2025-08-17 03:00:00,2025-08-15 05:53:15.760,0.0,1404.0,0.0,11662.0,30.0,2024-10-01 03:51:19.304000,416.0,2173.0,0.0,11794.0,8683.0,2948.0,10076.0,20477.0,7189.0,20477.0
05 - 06,2025-08-17 06:00:00,1692.0,2025-08-17,2025-08-17 04:00:00,2025-08-15 05:53:15.760,24.0,1308.0,0.0,11467.0,30.0,2024-10-01 03:51:19.304000,416.0,2081.0,0.0,11902.0,8575.0,2861.0,10209.0,20477.0,7189.0,20477.0
06 - 07,2025-08-17 07:00:00,1745.0,2025-08-17,2025-08-17 05:00:00,2025-08-15 05:53:15.760,613.0,1129.0,923.0,11512.0,30.0,2024-10-01 03:51:19.304000,416.0,2157.0,0.0,11166.0,8525.0,2957.0,9421.0,20614.0,7189.0,19690.0
07 - 08,2025-08-17 08:00:00,1857.0,2025-08-17,2025-08-17 06:00:00,2025-08-15 05:53:15.760,2421.0,903.0,1055.0,11299.0,30.0,2024-10-01 03:51:19.304000,416.0,2688.0,0.0,11669.0,7753.0,3517.0,9812.0,20477.0,7189.0,19422.0
08 - 09,2025-08-17 09:00:00,1983.0,2025-08-17,2025-08-17 07:00:00,2025-08-15 05:53:15.760,4953.0,787.0,1055.0,10783.0,30.0,2024-10-01 03:51:19.304000,416.0,3619.0,0.0,13197.0,6225.0,4527.0,11214.0,20477.0,7190.0,19422.0
