period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-08-15 00:00:00,1481.0,2025-08-14,2025-08-14 22:00:00,2025-08-14 13:23:25.936,0.0,3848.0,0.0,15799.0,-823.0,2024-10-01 03:51:19.304000,0.0,16640.0,0.0,7804.0,11033.0,5589.0,6323.0,18915.0,8896.0,18837.0
00 - 01,2025-08-15 01:00:00,1317.0,2025-08-15,2025-08-14 23:00:00,2025-08-14 13:23:25.936,0.0,4069.0,0.0,13980.0,-504.0,2024-10-01 03:51:19.304000,0.0,4845.0,0.0,11271.0,8804.0,5680.0,9954.0,20075.0,7570.0,20075.0
01 - 02,2025-08-15 02:00:00,1240.0,2025-08-15,2025-08-15 00:00:00,2025-08-14 13:23:25.936,0.0,4010.0,0.0,13131.0,-402.0,2024-10-01 03:51:19.304000,0.0,4737.0,0.0,12296.0,7927.0,5606.0,11056.0,20223.0,7392.0,20223.0
02 - 03,2025-08-15 03:00:00,1209.0,2025-08-15,2025-08-15 01:00:00,2025-08-14 13:23:25.936,0.0,3796.0,0.0,12781.0,-171.0,2024-10-01 03:51:19.304000,0.0,4497.0,0.0,12652.0,7581.0,5371.0,11443.0,20234.0,7381.0,20234.0
03 - 04,2025-08-15 04:00:00,1194.0,2025-08-15,2025-08-15 02:00:00,2025-08-14 13:23:25.936,0.0,3518.0,0.0,12711.0,30.0,2024-10-01 03:51:19.304000,0.0,4219.0,0.0,12652.0,7590.0,5091.0,11458.0,20242.0,7373.0,20242.0
04 - 05,2025-08-15 05:00:00,1176.0,2025-08-15,2025-08-15 03:00:00,2025-08-14 13:23:25.936,0.0,3245.0,0.0,12439.0,24.0,2024-10-01 03:51:19.304000,0.0,3945.0,0.0,12652.0,7599.0,4816.0,11476.0,20251.0,7364.0,20251.0
05 - 06,2025-08-15 06:00:00,1152.0,2025-08-15,2025-08-15 04:00:00,2025-08-14 13:23:25.936,41.0,2936.0,0.0,11839.0,-447.0,2024-10-01 03:51:19.304000,0.0,3661.0,0.0,12493.0,7762.0,4524.0,11341.0,20256.0,7359.0,20256.0
06 - 07,2025-08-15 07:00:00,1152.0,2025-08-15,2025-08-15 05:00:00,2025-08-14 13:23:25.936,738.0,2531.0,923.0,11635.0,-1213.0,2024-10-01 03:51:19.304000,0.0,3589.0,0.0,11271.0,8394.0,4455.0,10119.0,20588.0,7359.0,19665.0
07 - 08,2025-08-15 08:00:00,1235.0,2025-08-15,2025-08-15 06:00:00,2025-08-14 13:23:25.936,2781.0,1885.0,1055.0,11510.0,-1649.0,2024-10-01 03:51:19.304000,0.0,3819.0,0.0,11271.0,8483.0,4676.0,10036.0,20810.0,7372.0,19755.0
08 - 09,2025-08-15 09:00:00,1315.0,2025-08-15,2025-08-15 07:00:00,2025-08-14 13:23:25.936,5640.0,1051.0,1055.0,10797.0,-1852.0,2024-10-01 03:51:19.304000,0.0,4198.0,0.0,11527.0,7617.0,5033.0,10212.0,20199.0,7419.0,19144.0
09 - 10,2025-08-15 10:00:00,1333.0,2025-08-15,2025-08-15 08:00:00,2025-08-14 13:23:25.936,8255.0,520.0,1055.0,9544.0,-2654.0,2024-10-01 03:51:19.304000,0.0,4757.0,0.0,12542.0,6571.0,5627.0,11209.0,20169.0,7450.0,19114.0
10 - 11,2025-08-15 11:00:00,1325.0,2025-08-15,2025-08-15 09:00:00,2025-08-14 13:23:25.936,10014.0,408.0,1055.0,9399.0,-3299.0,2024-10-01 03:51:19.304000,0.0,5408.0,0.0,12652.0,6423.0,6275.0,11327.0,20130.0,7489.0,19075.0
11 - 12,2025-08-15 12:00:00,1325.0,2025-08-15,2025-08-15 10:00:00,2025-08-14 13:23:25.936,10854.0,446.0,1055.0,9196.0,-3628.0,2024-10-01 03:51:19.304000,0.0,5802.0,0.0,12912.0,6138.0,6685.0,11587.0,20105.0,7514.0,19050.0
12 - 13,2025-08-15 13:00:00,1325.0,2025-08-15,2025-08-15 11:00:00,2025-08-14 13:23:25.936,11189.0,514.0,1055.0,9007.0,-2502.0,2024-10-01 03:51:19.304000,0.0,5940.0,0.0,14402.0,4610.0,6899.0,13077.0,20067.0,7552.0,19012.0
13 - 14,2025-08-15 14:00:00,1326.0,2025-08-15,2025-08-15 12:00:00,2025-08-14 13:23:25.936,11073.0,576.0,1055.0,9106.0,-2029.0,2024-10-01 03:51:19.304000,0.0,5931.0,0.0,14766.0,4225.0,6910.0,13440.0,20046.0,7572.0,18991.0
14 - 15,2025-08-15 15:00:00,1357.0,2025-08-15,2025-08-15 13:00:00,2025-08-14 13:23:25.936,10489.0,670.0,1055.0,9761.0,-2289.0,2024-10-01 03:51:19.304000,0.0,5821.0,0.0,13677.0,5305.0,6745.0,12320.0,20037.0,7582.0,18982.0
15 - 16,2025-08-15 16:00:00,1414.0,2025-08-15,2025-08-15 14:00:00,2025-08-14 13:23:25.936,9589.0,802.0,1055.0,10797.0,-2002.0,2024-10-01 03:51:19.304000,0.0,5608.0,0.0,12652.0,6317.0,6481.0,11238.0,20025.0,7592.0,18970.0
16 - 17,2025-08-15 17:00:00,1458.0,2025-08-15,2025-08-15 15:00:00,2025-08-14 13:23:25.936,8165.0,940.0,1055.0,11540.0,-439.0,2024-10-01 03:51:19.304000,0.0,5103.0,0.0,12984.0,5981.0,5998.0,11526.0,20020.0,7597.0,18965.0
17 - 18,2025-08-15 18:00:00,1490.0,2025-08-15,2025-08-15 16:00:00,2025-08-14 13:23:25.936,6024.0,1068.0,1055.0,12530.0,30.0,2024-10-01 03:51:19.304000,0.0,4383.0,0.0,11730.0,7238.0,5262.0,10240.0,20023.0,7594.0,18968.0
18 - 19,2025-08-15 19:00:00,1510.0,2025-08-15,2025-08-15 17:00:00,2025-08-14 13:23:25.936,3345.0,1288.0,1055.0,14246.0,756.0,2024-10-01 03:51:19.304000,0.0,3535.0,0.0,11128.0,9007.0,4483.0,9618.0,21190.0,7576.0,20135.0
19 - 20,2025-08-15 20:00:00,1532.0,2025-08-15,2025-08-15 18:00:00,2025-08-14 13:23:25.936,1057.0,1645.0,1055.0,15771.0,1959.0,2024-10-01 03:51:19.304000,0.0,2954.0,0.0,10544.0,9870.0,3942.0,9012.0,21469.0,7539.0,20414.0
20 - 21,2025-08-15 21:00:00,1541.0,2025-08-15,2025-08-15 19:00:00,2025-08-14 13:23:25.936,124.0,2112.0,132.0,16394.0,2186.0,2024-10-01 03:51:19.304000,0.0,3047.0,0.0,11001.0,10157.0,4050.0,9460.0,21290.0,7499.0,21158.0
21 - 22,2025-08-15 22:00:00,1511.0,2025-08-15,2025-08-15 20:00:00,2025-08-14 13:23:25.936,2.0,2556.0,0.0,16132.0,1941.0,2024-10-01 03:51:19.304000,0.0,3431.0,0.0,11271.0,9772.0,4420.0,9760.0,21043.0,7471.0,21043.0
22 - 23,2025-08-15 23:00:00,1427.0,2025-08-15,2025-08-15 21:00:00,2025-08-14 13:23:25.936,0.0,2910.0,0.0,15195.0,1155.0,2024-10-01 03:51:19.304000,0.0,3779.0,0.0,11271.0,9320.0,4720.0,9844.0,20591.0,7448.0,20591.0
