period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-08-20 00:00:00,1477.0,2025-08-19,2025-08-19 22:00:00,2025-08-19 13:34:10.793,0.0,1314.0,0.0,15644.0,1371.0,2024-10-01 03:51:19.304000,0.0,14187.0,0.0,9260.0,11179.0,3094.0,7783.0,20101.0,7361.0,20439.0
00 - 01,2025-08-20 01:00:00,1353.0,2025-08-20,2025-08-19 23:00:00,2025-08-19 13:34:10.793,0.0,1763.0,228.0,14371.0,1144.0,2024-10-01 03:51:19.304000,0.0,2632.0,0.0,10194.0,9757.0,3470.0,8841.0,20180.0,7374.0,19951.0
01 - 02,2025-08-20 02:00:00,1289.0,2025-08-20,2025-08-20 00:00:00,2025-08-19 13:34:10.793,0.0,1947.0,261.0,13830.0,1126.0,2024-10-01 03:51:19.304000,0.0,2763.0,0.0,10883.0,9090.0,3613.0,9594.0,20235.0,7361.0,19974.0
02 - 03,2025-08-20 03:00:00,1258.0,2025-08-20,2025-08-20 01:00:00,2025-08-19 13:34:10.793,0.0,2008.0,261.0,13773.0,990.0,2024-10-01 03:51:19.304000,0.0,2823.0,0.0,10883.0,9114.0,3669.0,9625.0,20259.0,7337.0,19998.0
03 - 04,2025-08-20 04:00:00,1253.0,2025-08-20,2025-08-20 02:00:00,2025-08-19 13:34:10.793,0.0,1910.0,261.0,13788.0,1100.0,2024-10-01 03:51:19.304000,0.0,2726.0,0.0,10883.0,9118.0,3571.0,9630.0,20262.0,7334.0,20001.0
04 - 05,2025-08-20 05:00:00,1260.0,2025-08-20,2025-08-20 03:00:00,2025-08-19 13:34:10.793,0.0,1700.0,261.0,13714.0,1238.0,2024-10-01 03:51:19.304000,0.0,2514.0,0.0,10883.0,9118.0,3359.0,9623.0,20262.0,7334.0,20001.0
05 - 06,2025-08-20 06:00:00,1302.0,2025-08-20,2025-08-20 04:00:00,2025-08-19 13:34:10.793,7.0,1582.0,261.0,13892.0,816.0,2024-10-01 03:51:19.304000,0.0,2436.0,0.0,10172.0,9829.0,3246.0,8870.0,20262.0,7334.0,20001.0
06 - 07,2025-08-20 07:00:00,1489.0,2025-08-20,2025-08-20 05:00:00,2025-08-19 13:34:10.793,560.0,1557.0,1184.0,15681.0,1675.0,2024-10-01 03:51:19.304000,0.0,2694.0,0.0,8427.0,10529.0,3478.0,6938.0,20140.0,7456.0,18956.0
07 - 08,2025-08-20 08:00:00,1635.0,2025-08-20,2025-08-20 06:00:00,2025-08-19 13:34:10.793,2548.0,1396.0,1725.0,16193.0,784.0,2024-10-16 11:22:43.468000,0.0,3382.0,26299.0,8197.0,11231.0,4179.0,6562.0,21153.0,7509.0,19428.0
08 - 09,2025-08-20 09:00:00,1671.0,2025-08-20,2025-08-20 07:00:00,2025-08-19 13:34:10.793,5383.0,1220.0,1783.0,15105.0,-508.0,2024-10-16 11:22:43.468000,0.0,4449.0,26299.0,8235.0,10361.0,5252.0,6564.0,20380.0,7565.0,18597.0
09 - 10,2025-08-20 10:00:00,1659.0,2025-08-20,2025-08-20 08:00:00,2025-08-19 13:34:10.793,7897.0,1300.0,1783.0,13702.0,-1221.0,2024-10-16 11:22:43.468000,0.0,5540.0,26299.0,9778.0,8504.0,6419.0,8119.0,20065.0,7612.0,18281.0
10 - 11,2025-08-20 11:00:00,1616.0,2025-08-20,2025-08-20 09:00:00,2025-08-19 13:34:10.793,9557.0,1513.0,1783.0,12654.0,-1918.0,2024-10-16 11:22:43.468000,0.0,6358.0,26299.0,10883.0,7364.0,7207.0,9267.0,20031.0,7646.0,18248.0
11 - 12,2025-08-20 12:00:00,1635.0,2025-08-20,2025-08-20 10:00:00,2025-08-19 13:34:10.793,10165.0,1725.0,1783.0,13003.0,-2001.0,2024-10-16 11:22:43.468000,0.0,6822.0,26299.0,10883.0,7349.0,7654.0,9248.0,20016.0,7661.0,18233.0
12 - 13,2025-08-20 13:00:00,1645.0,2025-08-20,2025-08-20 11:00:00,2025-08-19 13:34:10.793,10257.0,2017.0,1783.0,13942.0,-1371.0,2024-10-16 11:22:43.468000,0.0,7151.0,26299.0,10883.0,7332.0,7981.0,9238.0,19998.0,7679.0,18215.0
13 - 14,2025-08-20 14:00:00,1657.0,2025-08-20,2025-08-20 12:00:00,2025-08-19 13:34:10.793,10026.0,2303.0,1783.0,14270.0,-369.0,2024-10-16 11:22:43.468000,0.0,7292.0,26299.0,11731.0,6474.0,8165.0,10074.0,19988.0,7657.0,18205.0
14 - 15,2025-08-20 15:00:00,1656.0,2025-08-20,2025-08-20 13:00:00,2025-08-19 13:34:10.793,9340.0,2527.0,1783.0,14285.0,169.0,2024-10-16 11:22:43.468000,0.0,7194.0,26299.0,12179.0,6022.0,8094.0,10523.0,19984.0,7656.0,18200.0
15 - 16,2025-08-20 16:00:00,1698.0,2025-08-20,2025-08-20 14:00:00,2025-08-19 13:34:10.793,8286.0,2630.0,1783.0,15210.0,156.0,2024-10-16 11:22:43.468000,0.0,6899.0,26299.0,10883.0,7316.0,7738.0,9185.0,19983.0,7656.0,18200.0
16 - 17,2025-08-20 17:00:00,1751.0,2025-08-20,2025-08-20 15:00:00,2025-08-19 13:34:10.793,6964.0,2664.0,1783.0,14994.0,120.0,2024-10-16 11:22:43.468000,0.0,6405.0,26299.0,10612.0,7596.0,7278.0,8861.0,19991.0,7648.0,18208.0
17 - 18,2025-08-20 18:00:00,1793.0,2025-08-20,2025-08-20 16:00:00,2025-08-19 13:34:10.793,4879.0,2599.0,1783.0,16564.0,-30.0,2024-10-16 11:22:43.468000,0.0,5586.0,26299.0,8293.0,10206.0,6387.0,6500.0,20282.0,7631.0,18499.0
18 - 19,2025-08-20 19:00:00,1835.0,2025-08-20,2025-08-20 17:00:00,2025-08-19 13:34:10.793,2615.0,2461.0,1375.0,18034.0,887.0,2024-10-16 11:22:43.468000,0.0,4558.0,26299.0,8118.0,11728.0,5419.0,6283.0,21220.0,7616.0,19846.0
19 - 20,2025-08-20 20:00:00,1834.0,2025-08-20,2025-08-20 18:00:00,2025-08-19 13:34:10.793,815.0,2323.0,1316.0,19143.0,2135.0,2024-10-16 11:22:43.468000,0.0,3689.0,26299.0,7732.0,12386.0,4622.0,5898.0,21434.0,7561.0,20118.0
20 - 21,2025-08-20 21:00:00,1833.0,2025-08-20,2025-08-20 19:00:00,2025-08-19 13:34:10.793,50.0,2316.0,393.0,19703.0,2694.0,2024-10-16 11:22:43.468000,0.0,3381.0,26299.0,8128.0,12684.0,4325.0,6295.0,21205.0,7543.0,20812.0
21 - 22,2025-08-20 22:00:00,1751.0,2025-08-20,2025-08-20 20:00:00,2025-08-19 13:34:10.793,0.0,2298.0,261.0,18757.0,1927.0,2024-10-16 11:22:43.468000,0.0,3343.0,26299.0,8033.0,12628.0,4203.0,6282.0,20922.0,7521.0,20661.0
22 - 23,2025-08-20 23:00:00,1604.0,2025-08-20,2025-08-20 21:00:00,2025-08-19 13:34:10.793,0.0,2160.0,261.0,17025.0,1497.0,2024-10-01 03:51:19.304000,0.0,3159.0,0.0,8304.0,11565.0,3964.0,6700.0,20130.0,7496.0,19869.0
