period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-08-13 00:00:00,1456.0,2025-08-12,2025-08-12 22:00:00,2025-08-12 10:23:00.638,0.0,999.0,0.0,15611.0,2096.0,2024-10-01 03:51:19.304000,0.0,13474.0,0.0,9379.0,10641.0,2873.0,7923.0,20020.0,7849.0,20020.0
00 - 01,2025-08-13 01:00:00,1362.0,2025-08-13,2025-08-12 23:00:00,2025-08-12 10:23:00.638,0.0,1318.0,99.0,14610.0,45.0,2024-10-01 03:51:19.304000,0.0,2328.0,0.0,8216.0,11580.0,2985.0,6854.0,19892.0,7732.0,19796.0
01 - 02,2025-08-13 02:00:00,1302.0,2025-08-13,2025-08-13 00:00:00,2025-08-12 10:03:10.923,0.0,1457.0,99.0,13946.0,42.0,2024-10-01 03:51:19.304000,0.0,2415.0,0.0,8844.0,10809.0,3095.0,7542.0,19753.0,7871.0,19654.0
02 - 03,2025-08-13 03:00:00,1271.0,2025-08-13,2025-08-13 01:00:00,2025-08-12 10:03:10.923,0.0,1519.0,99.0,13602.0,36.0,2024-10-01 03:51:19.304000,0.0,2457.0,0.0,9249.0,10410.0,3157.0,7978.0,19758.0,7866.0,19659.0
03 - 04,2025-08-13 04:00:00,1271.0,2025-08-13,2025-08-13 02:00:00,2025-08-12 10:03:10.923,0.0,1556.0,99.0,13639.0,35.0,2024-10-01 03:51:19.304000,0.0,2494.0,0.0,9249.0,10410.0,3193.0,7978.0,19758.0,7866.0,19659.0
04 - 05,2025-08-13 05:00:00,1276.0,2025-08-13,2025-08-13 03:00:00,2025-08-12 10:03:10.923,0.0,1576.0,99.0,13696.0,43.0,2024-10-01 03:51:19.304000,0.0,2516.0,0.0,9230.0,10440.0,3214.0,7954.0,19769.0,7855.0,19670.0
05 - 06,2025-08-13 06:00:00,1314.0,2025-08-13,2025-08-13 04:00:00,2025-08-12 10:03:10.923,62.0,1620.0,99.0,14143.0,50.0,2024-10-01 03:51:19.304000,0.0,2606.0,0.0,8866.0,10805.0,3287.0,7552.0,19770.0,7854.0,19671.0
06 - 07,2025-08-13 07:00:00,1486.0,2025-08-13,2025-08-13 05:00:00,2025-08-12 10:03:10.923,729.0,1586.0,1022.0,15797.0,50.0,2024-10-01 03:51:19.304000,0.0,2912.0,0.0,7159.0,12195.0,3552.0,5673.0,20376.0,7858.0,19354.0
07 - 08,2025-08-13 08:00:00,1624.0,2025-08-13,2025-08-13 06:00:00,2025-08-12 10:03:10.923,2653.0,1394.0,1154.0,16186.0,35.0,2024-10-16 11:22:43.468000,0.0,3565.0,26285.0,7051.0,11940.0,4211.0,5427.0,20146.0,7867.0,18992.0
08 - 09,2025-08-13 09:00:00,1657.0,2025-08-13,2025-08-13 07:00:00,2025-08-12 10:03:10.923,5420.0,862.0,1001.0,14872.0,35.0,2024-10-16 11:22:43.468000,0.0,4169.0,26285.0,8640.0,9942.0,4895.0,6983.0,19736.0,7891.0,18582.0
09 - 10,2025-08-13 10:00:00,1644.0,2025-08-13,2025-08-13 08:00:00,2025-08-12 09:53:00.760,7969.0,426.0,1070.0,13684.0,25.0,2024-10-16 11:22:43.468000,0.0,4730.0,26285.0,10337.0,8151.0,5509.0,8693.0,19711.0,7917.0,18487.0
10 - 11,2025-08-13 11:00:00,1625.0,2025-08-13,2025-08-13 09:00:00,2025-08-12 09:53:00.760,9780.0,358.0,1001.0,13265.0,25.0,2024-10-16 11:22:43.468000,0.0,5371.0,26285.0,11177.0,7083.0,6157.0,9552.0,19673.0,7955.0,18260.0
11 - 12,2025-08-13 12:00:00,1656.0,2025-08-13,2025-08-13 10:00:00,2025-08-12 09:53:00.760,10605.0,387.0,1154.0,13127.0,25.0,2024-10-16 11:22:43.468000,0.0,5722.0,26285.0,11679.0,6575.0,6527.0,10023.0,19640.0,7988.0,18254.0
12 - 13,2025-08-13 13:00:00,1658.0,2025-08-13,2025-08-13 11:00:00,2025-08-12 09:53:00.760,10784.0,412.0,1154.0,13078.0,25.0,2024-10-16 11:22:43.468000,0.0,5816.0,26285.0,11802.0,6425.0,6628.0,10144.0,19606.0,8022.0,18227.0
13 - 14,2025-08-13 14:00:00,1662.0,2025-08-13,2025-08-13 12:00:00,2025-08-12 09:53:00.760,10736.0,412.0,1154.0,13140.0,25.0,2024-10-16 11:22:43.468000,0.0,5811.0,26285.0,11715.0,6496.0,6619.0,10053.0,19590.0,8038.0,18211.0
14 - 15,2025-08-13 15:00:00,1661.0,2025-08-13,2025-08-13 13:00:00,2025-08-12 09:53:00.760,10361.0,403.0,1154.0,13330.0,25.0,2024-10-16 11:22:43.468000,0.0,5654.0,26285.0,11333.0,6860.0,6444.0,9672.0,19573.0,8054.0,18194.0
15 - 16,2025-08-13 16:00:00,1706.0,2025-08-13,2025-08-13 14:00:00,2025-08-12 09:53:00.760,9611.0,412.0,1154.0,14135.0,25.0,2024-10-16 11:22:43.468000,0.0,5389.0,26285.0,10218.0,7987.0,6124.0,8512.0,19567.0,8057.0,18204.0
16 - 17,2025-08-13 17:00:00,1737.0,2025-08-13,2025-08-13 15:00:00,2025-08-12 09:53:00.760,8415.0,453.0,1180.0,14397.0,25.0,2024-10-16 11:22:43.468000,0.0,4990.0,26285.0,9750.0,8632.0,5740.0,8013.0,19562.0,8062.0,18382.0
17 - 18,2025-08-13 18:00:00,1753.0,2025-08-13,2025-08-13 16:00:00,2025-08-12 09:53:00.760,6354.0,525.0,1154.0,15400.0,34.0,2024-10-16 11:22:43.468000,0.0,4295.0,26285.0,8127.0,10314.0,5052.0,6374.0,19596.0,8058.0,18442.0
18 - 19,2025-08-13 19:00:00,1780.0,2025-08-13,2025-08-13 17:00:00,2025-08-12 09:53:00.760,3610.0,732.0,1067.0,17237.0,50.0,2024-10-16 11:22:43.468000,0.0,3411.0,26285.0,6606.0,13053.0,4134.0,4826.0,20727.0,8049.0,19659.0
19 - 20,2025-08-13 20:00:00,1785.0,2025-08-13,2025-08-13 18:00:00,2025-08-12 09:53:00.760,1204.0,1194.0,1055.0,18641.0,50.0,2024-10-16 11:22:43.468000,0.0,2930.0,26285.0,5019.0,14899.0,3692.0,3234.0,20973.0,8035.0,19918.0
20 - 21,2025-08-13 21:00:00,1789.0,2025-08-13,2025-08-13 19:00:00,2025-08-12 09:53:00.760,135.0,1849.0,132.0,19284.0,50.0,2024-10-16 11:22:43.468000,0.0,3161.0,26285.0,5351.0,15317.0,3917.0,3562.0,20800.0,8010.0,20668.0
21 - 22,2025-08-13 22:00:00,1730.0,2025-08-13,2025-08-13 20:00:00,2025-08-12 09:53:00.760,2.0,2407.0,0.0,18704.0,50.0,2024-10-16 11:22:43.468000,0.0,3610.0,26285.0,6554.0,14244.0,4409.0,4824.0,20799.0,7977.0,20799.0
22 - 23,2025-08-13 23:00:00,1591.0,2025-08-13,2025-08-13 21:00:00,2025-08-12 09:53:00.760,0.0,2760.0,0.0,17161.0,50.0,2024-10-01 03:51:19.304000,0.0,3882.0,0.0,7433.0,12509.0,4602.0,5842.0,19941.0,7957.0,19941.0
