period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-08-01 00:00:00,1482.0,2025-07-31,2025-07-31 22:00:00,2025-07-31 06:52:45.469,0.0,1532.0,0.0,15655.0,1467.0,2024-10-02 11:28:03.900000,0.0,14186.0,0.0,9429.0,10797.0,3391.0,7947.0,21207.0,6766.0,20226.0
00 - 01,2025-08-01 01:00:00,1881.0,2025-08-01,2025-07-31 23:00:00,2025-07-31 06:52:45.469,0.0,1717.0,0.0,14352.0,-20.0,2024-10-02 11:28:03.900000,0.0,2655.0,0.0,9043.0,10882.0,3490.0,7162.0,19925.0,6980.0,19925.0
01 - 02,2025-08-01 02:00:00,1846.0,2025-08-01,2025-08-01 00:00:00,2025-07-31 06:52:45.469,0.0,1783.0,0.0,13646.0,-46.0,2024-10-02 11:28:03.900000,0.0,2686.0,0.0,9725.0,10129.0,3563.0,7879.0,19854.0,7048.0,19854.0
02 - 03,2025-08-01 03:00:00,1822.0,2025-08-01,2025-08-01 01:00:00,2025-07-31 06:52:45.469,0.0,1741.0,0.0,13542.0,-32.0,2024-10-02 11:28:03.900000,0.0,2610.0,0.0,9725.0,10129.0,3445.0,7903.0,19854.0,7048.0,19854.0
03 - 04,2025-08-01 04:00:00,1812.0,2025-08-01,2025-08-01 02:00:00,2025-07-31 06:52:45.469,0.0,1679.0,0.0,13470.0,-30.0,2024-10-02 11:28:03.900000,0.0,2542.0,0.0,9725.0,10129.0,3371.0,7913.0,19854.0,7048.0,19854.0
04 - 05,2025-08-01 05:00:00,1808.0,2025-08-01,2025-08-01 03:00:00,2025-07-31 06:52:45.469,0.0,1609.0,0.0,13398.0,-34.0,2024-10-02 11:28:03.900000,0.0,2471.0,0.0,9725.0,10133.0,3299.0,7917.0,19859.0,7043.0,19859.0
05 - 06,2025-08-01 06:00:00,1367.0,2025-08-01,2025-08-01 04:00:00,2025-07-31 06:52:45.469,169.0,1536.0,0.0,13663.0,-52.0,2024-10-02 11:28:03.900000,0.0,2486.0,0.0,9444.0,10415.0,3300.0,8077.0,19859.0,7043.0,19859.0
06 - 07,2025-08-01 07:00:00,1415.0,2025-08-01,2025-08-01 05:00:00,2025-07-31 06:52:45.469,967.0,1401.0,923.0,15390.0,-29.0,2024-10-02 11:28:03.900000,0.0,2778.0,0.0,7195.0,11871.0,3549.0,5780.0,19989.0,7043.0,19066.0
07 - 08,2025-08-01 08:00:00,2216.0,2025-08-01,2025-08-01 06:00:00,2025-07-31 06:52:45.469,2574.0,1053.0,1055.0,16092.0,-29.0,2024-10-16 11:22:43.468000,0.0,3141.0,26244.0,6825.0,12227.0,3894.0,4609.0,20129.0,7047.0,19052.0
08 - 09,2025-08-01 09:00:00,2413.0,2025-08-01,2025-08-01 07:00:00,2025-07-31 06:52:45.469,4678.0,817.0,1055.0,15320.0,30.0,2024-10-16 11:22:43.468000,0.0,3765.0,26244.0,8054.0,10716.0,4574.0,5641.0,19850.0,7057.0,18770.0
09 - 10,2025-08-01 10:00:00,2621.0,2025-08-01,2025-08-01 08:00:00,2025-07-31 06:52:45.469,6381.0,895.0,1055.0,14429.0,30.0,2024-10-16 11:22:43.468000,0.0,4504.0,26244.0,9725.0,9014.0,5385.0,7104.0,19820.0,7058.0,18739.0
10 - 11,2025-08-01 11:00:00,2762.0,2025-08-01,2025-08-01 09:00:00,2025-07-31 06:52:45.469,7353.0,1065.0,1055.0,14929.0,30.0,2024-10-16 11:22:43.468000,0.0,5087.0,26244.0,9735.0,8943.0,5956.0,6973.0,19807.0,7051.0,18677.0
11 - 12,2025-08-01 12:00:00,2879.0,2025-08-01,2025-08-01 10:00:00,2025-07-31 06:52:45.469,7859.0,1214.0,1055.0,15052.0,30.0,2024-10-16 11:22:43.468000,0.0,5443.0,26244.0,10021.0,8708.0,6314.0,7142.0,19795.0,7064.0,18730.0
12 - 13,2025-08-01 13:00:00,2936.0,2025-08-01,2025-08-01 11:00:00,2025-07-31 06:52:45.469,7956.0,1357.0,1055.0,15191.0,30.0,2024-10-16 11:22:43.468000,0.0,5622.0,26244.0,10066.0,8669.0,6492.0,7130.0,19790.0,7069.0,18735.0
13 - 14,2025-08-01 14:00:00,2917.0,2025-08-01,2025-08-01 12:00:00,2025-07-31 06:52:45.469,7708.0,1411.0,1055.0,15243.0,0.0,2024-10-16 11:22:43.468000,0.0,5574.0,26244.0,9922.0,8805.0,6438.0,7005.0,19781.0,7077.0,18726.0
14 - 15,2025-08-01 15:00:00,2841.0,2025-08-01,2025-08-01 13:00:00,2025-07-31 06:52:45.469,7244.0,1325.0,1055.0,15132.0,0.0,2024-10-16 11:22:43.468000,0.0,5287.0,26244.0,9725.0,8996.0,6135.0,6884.0,19777.0,7082.0,18722.0
15 - 16,2025-08-01 16:00:00,2734.0,2025-08-01,2025-08-01 14:00:00,2025-07-31 06:52:45.469,6528.0,1183.0,1055.0,14738.0,0.0,2024-10-16 11:22:43.468000,0.0,4835.0,26244.0,9673.0,9055.0,5683.0,6939.0,19783.0,7074.0,18728.0
16 - 17,2025-08-01 17:00:00,2579.0,2025-08-01,2025-08-01 15:00:00,2025-07-31 06:52:45.469,5480.0,1024.0,1055.0,15325.0,-35.0,2024-10-16 11:22:43.468000,0.0,4300.0,26244.0,8492.0,10233.0,5127.0,5913.0,19781.0,7076.0,18726.0
17 - 18,2025-08-01 18:00:00,1888.0,2025-08-01,2025-08-01 16:00:00,2025-07-31 06:52:45.469,4224.0,877.0,1055.0,16011.0,-205.0,2024-10-16 11:22:43.468000,0.0,3694.0,26244.0,7195.0,11715.0,4501.0,5307.0,19965.0,7042.0,18910.0
18 - 19,2025-08-01 19:00:00,1859.0,2025-08-01,2025-08-01 17:00:00,2025-07-31 06:52:45.469,2718.0,739.0,1055.0,16914.0,-225.0,2024-10-16 11:22:43.468000,0.0,2978.0,26244.0,6561.0,13295.0,3844.0,4702.0,20911.0,7037.0,19856.0
19 - 20,2025-08-01 20:00:00,1863.0,2025-08-01,2025-08-01 18:00:00,2025-07-31 06:52:45.469,1224.0,727.0,1055.0,17900.0,30.0,2024-10-16 11:22:43.468000,0.0,2403.0,26244.0,5481.0,14557.0,3314.0,3618.0,21093.0,7029.0,20038.0
20 - 21,2025-08-01 21:00:00,1888.0,2025-08-01,2025-08-01 19:00:00,2025-07-31 06:52:45.469,244.0,834.0,132.0,18450.0,30.0,2024-10-16 11:22:43.468000,0.0,2125.0,26244.0,5544.0,15407.0,3013.0,3656.0,21190.0,7020.0,20951.0
21 - 22,2025-08-01 22:00:00,2040.0,2025-08-01,2025-08-01 20:00:00,2025-07-31 06:52:45.469,4.0,1049.0,0.0,18241.0,30.0,2024-10-16 11:22:43.468000,0.0,2232.0,26244.0,5749.0,15093.0,3117.0,3709.0,20966.0,7011.0,20843.0
22 - 23,2025-08-01 23:00:00,1993.0,2025-08-01,2025-08-01 21:00:00,2025-07-31 06:52:45.469,0.0,1328.0,0.0,16968.0,-147.0,2024-10-02 11:28:03.900000,0.0,2431.0,0.0,6551.0,13855.0,3260.0,4558.0,20573.0,7006.0,20406.0
