period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-08-11 00:00:00,2118.0,2025-08-10,2025-08-10 22:00:00,2025-08-08 01:22:45.743,0.0,3235.0,0.0,14626.0,30.0,2024-10-01 03:51:19.304000,0.0,4139.0,0.0,11140.0,9645.0,4951.0,9022.0,20785.0,7866.0,20785.0
00 - 01,2025-08-11 01:00:00,1935.0,2025-08-11,2025-08-10 23:00:00,2025-08-08 01:22:45.743,0.0,3040.0,0.0,13318.0,30.0,2024-10-01 03:51:19.304000,0.0,3917.0,0.0,11679.0,8565.0,4723.0,9744.0,20244.0,7689.0,20244.0
01 - 02,2025-08-11 02:00:00,1870.0,2025-08-11,2025-08-11 00:00:00,2025-08-08 01:22:45.743,0.0,2865.0,0.0,13133.0,30.0,2024-10-01 03:51:19.304000,0.0,3727.0,0.0,11679.0,8591.0,4512.0,9809.0,20270.0,7663.0,20270.0
02 - 03,2025-08-11 03:00:00,1833.0,2025-08-11,2025-08-11 01:00:00,2025-08-08 01:22:45.743,0.0,2698.0,0.0,12960.0,30.0,2024-10-01 03:51:19.304000,0.0,3558.0,0.0,11679.0,8591.0,4339.0,9846.0,20270.0,7663.0,20270.0
03 - 04,2025-08-11 04:00:00,1831.0,2025-08-11,2025-08-11 02:00:00,2025-08-08 01:22:45.743,0.0,2567.0,0.0,12829.0,30.0,2024-10-01 03:51:19.304000,0.0,3427.0,0.0,11679.0,8591.0,4208.0,9848.0,20270.0,7663.0,20270.0
04 - 05,2025-08-11 05:00:00,1851.0,2025-08-11,2025-08-11 03:00:00,2025-08-08 01:22:45.743,0.0,2413.0,0.0,12718.0,30.0,2024-10-01 03:51:19.304000,0.0,3275.0,0.0,11636.0,8633.0,4054.0,9786.0,20270.0,7663.0,20270.0
05 - 06,2025-08-11 06:00:00,1949.0,2025-08-11,2025-08-11 04:00:00,2025-08-08 01:22:45.743,114.0,2090.0,0.0,13354.0,30.0,2024-10-01 03:51:19.304000,0.0,3049.0,0.0,10731.0,9539.0,3785.0,8782.0,20270.0,7663.0,20270.0
06 - 07,2025-08-11 07:00:00,2333.0,2025-08-11,2025-08-11 05:00:00,2025-08-08 01:22:45.743,903.0,1557.0,923.0,15653.0,30.0,2024-10-01 03:51:19.304000,0.0,2972.0,0.0,7923.0,12046.0,3576.0,5590.0,20892.0,6922.0,19969.0
07 - 08,2025-08-11 08:00:00,2636.0,2025-08-11,2025-08-11 06:00:00,2025-08-08 01:22:45.743,2877.0,1123.0,1142.0,16709.0,30.0,2024-10-16 11:22:43.468000,0.0,3417.0,26285.0,7392.0,12687.0,3992.0,4757.0,21221.0,6816.0,20080.0
08 - 09,2025-08-11 09:00:00,2774.0,2025-08-11,2025-08-11 07:00:00,2025-08-08 01:22:45.743,5682.0,949.0,1154.0,16125.0,30.0,2024-10-16 11:22:43.468000,0.0,4405.0,26285.0,8739.0,11054.0,5040.0,5965.0,20947.0,6816.0,19793.0
09 - 10,2025-08-11 10:00:00,2789.0,2025-08-11,2025-08-11 08:00:00,2025-08-08 01:22:45.743,8180.0,1007.0,1154.0,14837.0,30.0,2024-10-16 11:22:43.468000,0.0,5428.0,26285.0,11146.0,8647.0,6160.0,8357.0,20947.0,6816.0,19793.0
10 - 11,2025-08-11 11:00:00,2728.0,2025-08-11,2025-08-11 09:00:00,2025-08-08 01:22:45.743,9699.0,1125.0,1154.0,14751.0,30.0,2024-10-16 11:22:43.468000,0.0,6168.0,26285.0,12002.0,7791.0,6930.0,9274.0,20947.0,6816.0,19793.0
11 - 12,2025-08-11 12:00:00,2726.0,2025-08-11,2025-08-11 10:00:00,2025-08-08 01:22:45.743,10285.0,1205.0,1154.0,14410.0,30.0,2024-10-16 11:22:43.468000,0.0,6471.0,26285.0,12568.0,7114.0,7266.0,9842.0,20947.0,6816.0,19682.0
12 - 13,2025-08-11 13:00:00,2741.0,2025-08-11,2025-08-11 11:00:00,2025-08-08 01:22:45.743,10501.0,1173.0,1154.0,14409.0,30.0,2024-10-16 11:22:43.468000,0.0,6531.0,26285.0,12618.0,7048.0,7331.0,9877.0,20947.0,6816.0,19666.0
13 - 14,2025-08-11 14:00:00,2752.0,2025-08-11,2025-08-11 12:00:00,2025-08-08 01:22:45.743,10455.0,1113.0,1154.0,14502.0,30.0,2024-10-16 11:22:43.468000,0.0,6459.0,26285.0,12445.0,7221.0,7251.0,9693.0,20947.0,6816.0,19666.0
14 - 15,2025-08-11 15:00:00,2739.0,2025-08-11,2025-08-11 13:00:00,2025-08-08 01:22:45.743,10066.0,1024.0,1154.0,14624.0,30.0,2024-10-16 11:22:43.468000,0.0,6216.0,26285.0,12059.0,7607.0,6987.0,9320.0,20947.0,6816.0,19666.0
15 - 16,2025-08-11 16:00:00,2760.0,2025-08-11,2025-08-11 14:00:00,2025-08-08 01:22:45.743,9388.0,914.0,1154.0,14597.0,30.0,2024-10-16 11:22:43.468000,0.0,5827.0,26285.0,11679.0,7987.0,6580.0,8919.0,20947.0,6816.0,19666.0
16 - 17,2025-08-11 17:00:00,2805.0,2025-08-11,2025-08-11 15:00:00,2025-08-08 01:22:45.743,8195.0,796.0,1154.0,14940.0,30.0,2024-10-16 11:22:43.468000,0.0,5233.0,26285.0,10699.0,8967.0,5943.0,7894.0,20947.0,6816.0,19666.0
17 - 18,2025-08-11 18:00:00,2879.0,2025-08-11,2025-08-11 16:00:00,2025-08-08 01:22:45.743,6194.0,656.0,1154.0,16586.0,30.0,2024-10-16 11:22:43.468000,0.0,4376.0,26285.0,8708.0,11545.0,5012.0,5829.0,21533.0,6229.0,20252.0
18 - 19,2025-08-11 19:00:00,2900.0,2025-08-11,2025-08-11 17:00:00,2025-08-08 01:22:45.743,3589.0,519.0,1170.0,18194.0,30.0,2024-10-16 11:22:43.468000,0.0,3243.0,26285.0,6791.0,14332.0,3833.0,3891.0,22293.0,6145.0,21123.0
19 - 20,2025-08-11 20:00:00,2898.0,2025-08-11,2025-08-11 18:00:00,2025-08-08 01:22:45.743,1293.0,452.0,1154.0,19467.0,30.0,2024-10-16 11:22:43.468000,0.0,2299.0,26285.0,5155.0,16504.0,2933.0,2257.0,22813.0,6145.0,21659.0
20 - 21,2025-08-11 21:00:00,2934.0,2025-08-11,2025-08-11 19:00:00,2025-08-08 01:22:45.743,146.0,440.0,231.0,20367.0,30.0,2024-10-16 11:22:43.468000,0.0,1849.0,26285.0,4883.0,17897.0,2440.0,1949.0,23012.0,6145.0,22781.0
21 - 22,2025-08-11 22:00:00,2809.0,2025-08-11,2025-08-11 20:00:00,2025-08-08 01:22:45.743,2.0,443.0,99.0,19555.0,30.0,2024-10-16 11:22:43.468000,0.0,1764.0,26285.0,5524.0,17145.0,2379.0,2716.0,22769.0,6145.0,22670.0
22 - 23,2025-08-11 23:00:00,2605.0,2025-08-11,2025-08-11 21:00:00,2025-08-08 01:22:45.743,0.0,488.0,99.0,18100.0,30.0,2024-10-01 03:51:19.304000,0.0,1704.0,0.0,6866.0,15804.0,2266.0,4261.0,22769.0,6145.0,22670.0
