period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-07-30 00:00:00,1491.0,2025-07-29,2025-07-29 22:00:00,2025-07-29 22:23:00.461,0.0,1571.0,408.0,15675.0,2476.0,2024-10-01 03:51:19.304000,0.0,13402.0,0.0,4487.0,9758.0,3441.0,2996.0,19912.0,8150.0,14245.0
00 - 01,2025-07-30 01:00:00,1352.0,2025-07-30,2025-07-29 23:00:00,2025-07-29 22:23:00.461,0.0,1717.0,51.0,14433.0,2207.0,2024-10-01 03:51:19.304000,0.0,12227.0,0.0,5922.0,8721.0,3505.0,4570.0,19422.0,8426.0,14642.0
01 - 02,2025-07-30 02:00:00,1292.0,2025-07-30,2025-07-30 00:00:00,2025-07-29 22:23:00.461,0.0,1758.0,0.0,13802.0,1800.0,2024-10-01 03:51:19.304000,0.0,11959.0,0.0,7458.0,8455.0,3547.0,6166.0,19309.0,8519.0,15913.0
02 - 03,2025-07-30 03:00:00,1262.0,2025-07-30,2025-07-30 01:00:00,2025-07-29 22:23:00.461,0.0,1768.0,0.0,13414.0,1863.0,2024-10-01 03:51:19.304000,0.0,11566.0,0.0,8986.0,8023.0,3528.0,7724.0,19309.0,8519.0,17009.0
03 - 04,2025-07-30 04:00:00,1256.0,2025-07-30,2025-07-30 02:00:00,2025-07-29 22:23:00.461,0.0,1731.0,0.0,13339.0,1925.0,2024-10-01 03:51:19.304000,0.0,11431.0,0.0,9600.0,7930.0,3484.0,8344.0,19309.0,8519.0,17530.0
04 - 05,2025-07-30 05:00:00,1256.0,2025-07-30,2025-07-30 03:00:00,2025-07-29 22:23:00.461,0.0,1642.0,0.0,13338.0,2073.0,2024-10-01 03:51:19.304000,0.0,11284.0,0.0,9985.0,7870.0,3395.0,8729.0,19309.0,8519.0,17855.0
05 - 06,2025-07-30 06:00:00,1290.0,2025-07-30,2025-07-30 04:00:00,2025-07-29 22:23:00.461,250.0,1503.0,0.0,13484.0,1773.0,2024-10-01 03:51:19.304000,0.0,11644.0,0.0,9738.0,8338.0,3373.0,8448.0,19310.0,8519.0,18077.0
06 - 07,2025-07-30 07:00:00,1494.0,2025-07-30,2025-07-30 05:00:00,2025-07-29 22:23:00.461,1456.0,1282.0,1.0,14882.0,2110.0,2024-10-01 03:51:19.304000,0.0,12812.0,0.0,9359.0,9005.0,3766.0,7865.0,19323.0,8516.0,18365.0
07 - 08,2025-07-30 08:00:00,1658.0,2025-07-30,2025-07-30 06:00:00,2025-07-29 22:23:00.461,3779.0,881.0,723.0,15375.0,1453.0,2024-10-16 11:22:43.468000,0.0,3319.0,26244.0,8954.0,9583.0,4339.0,7296.0,19324.0,8516.0,18537.0
08 - 09,2025-07-30 09:00:00,1725.0,2025-07-30,2025-07-30 07:00:00,2025-07-29 22:23:00.461,6638.0,609.0,870.0,14270.0,286.0,2024-10-16 11:22:43.468000,0.0,4100.0,26244.0,9760.0,8698.0,5285.0,8035.0,19302.0,8541.0,18458.0
