period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-08-09 00:00:00,1448.0,2025-08-08,2025-08-08 22:00:00,2025-08-08 14:23:10.919,0.0,466.0,0.0,15573.0,2116.0,2024-10-01 03:51:19.304000,0.0,13463.0,0.0,9419.0,11167.0,2290.0,7971.0,20394.0,7510.0,20586.0
00 - 01,2025-08-09 01:00:00,1363.0,2025-08-09,2025-08-08 23:00:00,2025-08-08 14:23:10.919,0.0,564.0,0.0,14510.0,2843.0,2024-10-01 03:51:19.304000,0.0,1504.0,0.0,10924.0,9342.0,2325.0,9561.0,20267.0,7401.0,20267.0
01 - 02,2025-08-09 02:00:00,1302.0,2025-08-09,2025-08-09 00:00:00,2025-08-08 14:03:11.159,0.0,576.0,0.0,13769.0,2541.0,2024-10-01 03:51:19.304000,0.0,1450.0,0.0,11277.0,8999.0,2228.0,9975.0,20276.0,7388.0,20276.0
02 - 03,2025-08-09 03:00:00,1267.0,2025-08-09,2025-08-09 01:00:00,2025-08-08 14:03:11.159,0.0,596.0,0.0,13405.0,1950.0,2024-10-01 03:51:19.304000,0.0,1474.0,0.0,10859.0,9223.0,2232.0,9592.0,20083.0,7582.0,20083.0
03 - 04,2025-08-09 04:00:00,1249.0,2025-08-09,2025-08-09 02:00:00,2025-08-08 14:03:11.159,0.0,599.0,0.0,13206.0,2098.0,2024-10-01 03:51:19.304000,0.0,1459.0,0.0,11183.0,8872.0,2235.0,9934.0,20055.0,7609.0,20055.0
04 - 05,2025-08-09 05:00:00,1236.0,2025-08-09,2025-08-09 03:00:00,2025-08-08 14:03:11.159,0.0,578.0,0.0,13169.0,2215.0,2024-10-01 03:51:19.304000,0.0,1417.0,0.0,11277.0,8778.0,2175.0,10041.0,20055.0,7609.0,20055.0
05 - 06,2025-08-09 06:00:00,1210.0,2025-08-09,2025-08-09 04:00:00,2025-08-08 14:23:10.919,110.0,520.0,0.0,12948.0,2002.0,2024-10-01 03:51:19.304000,0.0,1406.0,0.0,11277.0,8783.0,2163.0,10067.0,20059.0,7605.0,20059.0
06 - 07,2025-08-09 07:00:00,1274.0,2025-08-09,2025-08-09 05:00:00,2025-08-08 14:23:10.919,863.0,406.0,923.0,13179.0,1667.0,2024-10-01 03:51:19.304000,0.0,1639.0,0.0,10068.0,9122.0,2390.0,8794.0,20113.0,7609.0,19190.0
07 - 08,2025-08-09 08:00:00,1383.0,2025-08-09,2025-08-09 06:00:00,2025-08-08 14:23:10.919,2720.0,273.0,1055.0,13249.0,1006.0,2024-10-01 03:51:19.304000,0.0,2318.0,0.0,10206.0,9144.0,3099.0,8823.0,20405.0,7618.0,19350.0
08 - 09,2025-08-09 09:00:00,1469.0,2025-08-09,2025-08-09 07:00:00,2025-08-08 14:23:10.919,5340.0,155.0,1055.0,12796.0,21.0,2024-10-01 03:51:19.304000,0.0,3341.0,0.0,10320.0,8661.0,4114.0,8851.0,20036.0,7630.0,18981.0
09 - 10,2025-08-09 10:00:00,1513.0,2025-08-09,2025-08-09 08:00:00,2025-08-08 14:23:10.919,7793.0,108.0,1055.0,12753.0,21.0,2024-10-01 03:51:19.304000,0.0,4289.0,0.0,11277.0,7669.0,5063.0,9764.0,20001.0,7666.0,18946.0
10 - 11,2025-08-09 11:00:00,1529.0,2025-08-09,2025-08-09 09:00:00,2025-08-08 14:23:10.919,9419.0,114.0,1055.0,12046.0,-1313.0,2024-10-01 03:51:19.304000,0.0,4982.0,0.0,11277.0,7641.0,5718.0,9748.0,19972.0,7694.0,18917.0
11 - 12,2025-08-09 12:00:00,1514.0,2025-08-09,2025-08-09 10:00:00,2025-08-08 14:23:10.919,10055.0,141.0,1055.0,12068.0,-1009.0,2024-10-01 03:51:19.304000,0.0,5255.0,0.0,11829.0,7064.0,6013.0,10315.0,19949.0,7718.0,18894.0
12 - 13,2025-08-09 13:00:00,1494.0,2025-08-09,2025-08-09 11:00:00,2025-08-08 14:23:10.919,10241.0,185.0,1055.0,12077.0,-1024.0,2024-10-01 03:51:19.304000,0.0,5378.0,0.0,11351.0,6955.0,6145.0,9857.0,19361.0,8305.0,18306.0
13 - 14,2025-08-09 14:00:00,1486.0,2025-08-09,2025-08-09 12:00:00,2025-08-08 14:23:10.919,10128.0,231.0,1055.0,12185.0,-666.0,2024-10-01 03:51:19.304000,0.0,5360.0,0.0,11502.0,6715.0,6136.0,10016.0,19272.0,8395.0,18217.0
14 - 15,2025-08-09 15:00:00,1498.0,2025-08-09,2025-08-09 13:00:00,2025-08-08 14:23:10.919,9708.0,255.0,1055.0,12250.0,-317.0,2024-10-01 03:51:19.304000,0.0,5193.0,0.0,11618.0,6590.0,5977.0,10120.0,19263.0,8403.0,18208.0
15 - 16,2025-08-09 16:00:00,1526.0,2025-08-09,2025-08-09 14:00:00,2025-08-08 14:23:10.919,8950.0,249.0,1055.0,12151.0,-449.0,2024-10-01 03:51:19.304000,0.0,4888.0,0.0,11277.0,6924.0,5676.0,9751.0,19256.0,8411.0,18201.0
16 - 17,2025-08-09 17:00:00,1563.0,2025-08-09,2025-08-09 15:00:00,2025-08-08 14:23:10.919,7730.0,220.0,1055.0,12287.0,-107.0,2024-10-01 03:51:19.304000,0.0,4351.0,0.0,10950.0,7248.0,5146.0,9387.0,19253.0,8413.0,18198.0
17 - 18,2025-08-09 18:00:00,1597.0,2025-08-09,2025-08-09 16:00:00,2025-08-08 14:23:10.919,5995.0,203.0,1055.0,13592.0,455.0,2024-10-01 03:51:19.304000,0.0,3674.0,0.0,10288.0,8603.0,4535.0,8691.0,19946.0,8413.0,18891.0
