period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-07-29 00:00:00,1842.0,2025-07-28,2025-07-28 22:00:00,2025-07-27 03:33:01.014,0.0,5482.0,0.0,17415.0,-8.0,2024-10-01 03:51:19.304000,0.0,6478.0,0.0,10159.0,10172.0,7251.0,8317.0,20432.0,7431.0,20331.0
00 - 01,2025-07-29 01:00:00,2182.0,2025-07-29,2025-07-28 23:00:00,2025-07-27 03:33:01.014,0.0,5553.0,2.0,15072.0,30.0,2024-10-01 03:51:19.304000,0.0,6381.0,0.0,12831.0,7828.0,7213.0,10648.0,20746.0,7145.0,20659.0
01 - 02,2025-07-29 02:00:00,2084.0,2025-07-29,2025-07-29 00:00:00,2025-07-27 03:33:01.014,0.0,5591.0,0.0,14365.0,30.0,2024-10-01 03:51:19.304000,0.0,6374.0,0.0,13452.0,7101.0,7233.0,11369.0,20651.0,7245.0,20554.0
02 - 03,2025-07-29 03:00:00,2017.0,2025-07-29,2025-07-29 01:00:00,2025-07-27 03:33:01.014,0.0,5563.0,0.0,14298.0,30.0,2024-10-01 03:51:19.304000,0.0,6329.0,0.0,13452.0,7101.0,7167.0,11435.0,20651.0,7245.0,20554.0
03 - 04,2025-07-29 04:00:00,2005.0,2025-07-29,2025-07-29 02:00:00,2025-07-27 03:33:01.014,0.0,5470.0,0.0,14198.0,30.0,2024-10-01 03:51:19.304000,0.0,6233.0,0.0,13452.0,7101.0,7067.0,11448.0,20651.0,7245.0,20554.0
04 - 05,2025-07-29 05:00:00,2000.0,2025-07-29,2025-07-29 03:00:00,2025-07-27 03:33:01.014,0.0,5380.0,0.0,14108.0,30.0,2024-10-01 03:51:19.304000,0.0,6143.0,0.0,13452.0,7101.0,6977.0,11453.0,20651.0,7245.0,20554.0
05 - 06,2025-07-29 06:00:00,2040.0,2025-07-29,2025-07-29 04:00:00,2025-07-27 03:33:01.014,163.0,5249.0,12.0,14140.0,30.0,2024-10-01 03:51:19.304000,0.0,6090.0,0.0,13452.0,7186.0,6924.0,11413.0,20651.0,7245.0,20638.0
06 - 07,2025-07-29 07:00:00,2349.0,2025-07-29,2025-07-29 05:00:00,2025-07-27 03:23:05.963,965.0,4983.0,923.0,15714.0,30.0,2024-10-01 03:51:19.304000,0.0,6253.0,0.0,11067.0,8661.0,7024.0,8718.0,20651.0,7245.0,19727.0
07 - 08,2025-07-29 08:00:00,2582.0,2025-07-29,2025-07-29 06:00:00,2025-07-27 03:23:05.963,2514.0,4739.0,1657.0,16518.0,30.0,2024-10-16 11:22:43.468000,0.0,6697.0,26244.0,10049.0,9041.0,7447.0,7467.0,20747.0,7245.0,19090.0
08 - 09,2025-07-29 09:00:00,2670.0,2025-07-29,2025-07-29 07:00:00,2025-07-27 03:23:05.963,4214.0,4711.0,1715.0,16191.0,30.0,2024-10-16 11:22:43.468000,0.0,7368.0,26244.0,10905.0,8003.0,8158.0,8235.0,20651.0,7282.0,18908.0
09 - 10,2025-07-29 10:00:00,2679.0,2025-07-29,2025-07-29 08:00:00,2025-07-27 03:23:05.963,5612.0,4694.0,1623.0,15482.0,30.0,2024-10-16 11:22:43.468000,0.0,7895.0,26244.0,12185.0,6723.0,8729.0,9505.0,20651.0,7287.0,18908.0
10 - 11,2025-07-29 11:00:00,2637.0,2025-07-29,2025-07-29 09:00:00,2025-07-27 03:33:01.014,6783.0,4656.0,1621.0,14645.0,30.0,2024-10-16 11:22:43.468000,0.0,8289.0,26244.0,13452.0,5455.0,9160.0,10816.0,20651.0,7287.0,18908.0
11 - 12,2025-07-29 12:00:00,2665.0,2025-07-29,2025-07-29 10:00:00,2025-07-27 03:33:01.014,7474.0,4566.0,1604.0,14890.0,30.0,2024-10-16 11:22:43.468000,0.0,8518.0,26244.0,13452.0,5455.0,9405.0,10788.0,20651.0,7287.0,18908.0
12 - 13,2025-07-29 13:00:00,2679.0,2025-07-29,2025-07-29 11:00:00,2025-07-27 03:33:01.014,7807.0,4389.0,1245.0,14866.0,30.0,2024-10-16 11:22:43.468000,0.0,8490.0,26244.0,13452.0,5455.0,9380.0,10774.0,20651.0,7287.0,18908.0
13 - 14,2025-07-29 14:00:00,2665.0,2025-07-29,2025-07-29 12:00:00,2025-07-27 03:33:01.014,7883.0,4233.0,1205.0,14743.0,30.0,2024-10-16 11:22:43.468000,0.0,8367.0,26244.0,13452.0,5455.0,9258.0,10788.0,20651.0,7287.0,18908.0
14 - 15,2025-07-29 15:00:00,2651.0,2025-07-29,2025-07-29 13:00:00,2025-07-27 03:33:01.014,7700.0,4047.0,1225.0,14476.0,30.0,2024-10-16 11:22:43.468000,0.0,8100.0,26244.0,13452.0,5455.0,8991.0,10801.0,20651.0,7287.0,18908.0
15 - 16,2025-07-29 16:00:00,2686.0,2025-07-29,2025-07-29 14:00:00,2025-07-27 03:23:05.963,7247.0,3762.0,1553.0,14612.0,30.0,2024-10-16 11:22:43.468000,0.0,7648.0,26244.0,12819.0,6072.0,8510.0,10133.0,20651.0,7282.0,18891.0
