period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-08-08 00:00:00,1445.0,2025-08-07,2025-08-07 22:00:00,2025-08-06 18:53:50.954,0.0,2085.0,0.0,15358.0,1376.0,2024-10-01 03:51:19.304000,0.0,13890.0,0.0,10352.0,10059.0,3922.0,8907.0,20412.0,7806.0,20412.0
00 - 01,2025-08-08 01:00:00,2064.0,2025-08-08,2025-08-07 23:00:00,2025-08-06 18:53:50.954,0.0,2429.0,0.0,14097.0,-87.0,2024-10-01 03:51:19.304000,0.0,3380.0,0.0,10413.0,10018.0,4166.0,8349.0,20431.0,7578.0,20431.0
01 - 02,2025-08-08 02:00:00,1982.0,2025-08-08,2025-08-08 00:00:00,2025-08-06 18:53:50.954,0.0,2637.0,0.0,14054.0,-65.0,2024-10-01 03:51:19.304000,0.0,3578.0,0.0,10660.0,9761.0,4358.0,8678.0,20421.0,7589.0,20421.0
02 - 03,2025-08-08 03:00:00,1936.0,2025-08-08,2025-08-08 01:00:00,2025-08-06 18:53:50.954,0.0,2711.0,0.0,14104.0,-65.0,2024-10-01 03:51:19.304000,0.0,3641.0,0.0,10660.0,9761.0,4409.0,8724.0,20421.0,7589.0,20421.0
03 - 04,2025-08-08 04:00:00,1934.0,2025-08-08,2025-08-08 02:00:00,2025-08-06 18:53:50.954,0.0,2697.0,0.0,14087.0,-65.0,2024-10-01 03:51:19.304000,0.0,3626.0,0.0,10660.0,9761.0,4392.0,8726.0,20421.0,7589.0,20421.0
04 - 05,2025-08-08 05:00:00,1937.0,2025-08-08,2025-08-08 03:00:00,2025-08-06 18:53:50.954,0.0,2532.0,0.0,13900.0,-87.0,2024-10-01 03:51:19.304000,0.0,3461.0,0.0,10660.0,9761.0,4226.0,8723.0,20421.0,7589.0,20421.0
05 - 06,2025-08-08 06:00:00,1991.0,2025-08-08,2025-08-08 04:00:00,2025-08-06 18:53:50.954,69.0,2295.0,0.0,13644.0,-109.0,2024-10-01 03:51:19.304000,0.0,3241.0,0.0,10660.0,9761.0,3992.0,8669.0,20421.0,7589.0,20421.0
06 - 07,2025-08-08 07:00:00,2258.0,2025-08-08,2025-08-08 05:00:00,2025-08-06 18:53:50.954,705.0,1967.0,923.0,15086.0,-109.0,2024-10-01 03:51:19.304000,0.0,3263.0,0.0,8246.0,11252.0,3943.0,5988.0,20421.0,7589.0,19498.0
07 - 08,2025-08-08 08:00:00,2470.0,2025-08-08,2025-08-08 06:00:00,2025-08-06 18:53:50.954,2257.0,1548.0,2449.0,15754.0,-87.0,2024-10-16 11:22:43.468000,0.0,3527.0,26300.0,6626.0,11647.0,4194.0,4156.0,20694.0,7589.0,18273.0
08 - 09,2025-08-08 09:00:00,2547.0,2025-08-08,2025-08-08 07:00:00,2025-08-06 18:53:50.954,4410.0,1055.0,2644.0,15123.0,-65.0,2024-10-16 11:22:43.468000,0.0,3922.0,26300.0,7333.0,10574.0,4615.0,4786.0,20523.0,7592.0,17907.0
09 - 10,2025-08-08 10:00:00,2543.0,2025-08-08,2025-08-08 08:00:00,2025-08-06 18:53:50.954,6568.0,640.0,2644.0,13952.0,2.0,2024-10-16 11:22:43.468000,0.0,4362.0,26300.0,8965.0,8840.0,5110.0,6422.0,20421.0,7593.0,17805.0
10 - 11,2025-08-08 11:00:00,2501.0,2025-08-08,2025-08-08 09:00:00,2025-08-06 18:53:50.954,8090.0,544.0,2644.0,12801.0,2.0,2024-10-16 11:22:43.468000,0.0,4842.0,26300.0,10660.0,7145.0,5654.0,8160.0,20421.0,7593.0,17805.0
11 - 12,2025-08-08 12:00:00,2551.0,2025-08-08,2025-08-08 10:00:00,2025-08-06 18:53:50.954,8858.0,640.0,2644.0,13209.0,-18.0,2024-10-16 11:22:43.468000,0.0,5273.0,26300.0,10660.0,7145.0,6082.0,8110.0,20421.0,7597.0,17805.0
12 - 13,2025-08-08 13:00:00,2612.0,2025-08-08,2025-08-08 11:00:00,2025-08-06 18:53:50.954,9098.0,873.0,2644.0,13503.0,-63.0,2024-10-16 11:22:43.468000,0.0,5611.0,26300.0,10660.0,7145.0,6421.0,8048.0,20421.0,7628.0,17805.0
13 - 14,2025-08-08 14:00:00,2628.0,2025-08-08,2025-08-08 12:00:00,2025-08-06 18:53:50.954,8973.0,1144.0,2644.0,13722.0,-63.0,2024-10-16 11:22:43.468000,0.0,5828.0,26300.0,10660.0,7145.0,6640.0,8032.0,20421.0,7628.0,17805.0
14 - 15,2025-08-08 15:00:00,2603.0,2025-08-08,2025-08-08 13:00:00,2025-08-06 18:53:50.954,8470.0,1350.0,2644.0,13669.0,-100.0,2024-10-16 11:22:43.468000,0.0,5811.0,26300.0,10660.0,7145.0,6624.0,8057.0,20421.0,7628.0,17805.0
15 - 16,2025-08-08 16:00:00,2638.0,2025-08-08,2025-08-08 14:00:00,2025-08-06 18:53:50.954,7780.0,1432.0,2644.0,13903.0,-50.0,2024-10-16 11:22:43.468000,0.0,5613.0,26300.0,10262.0,7543.0,6410.0,7624.0,20421.0,7627.0,17805.0
16 - 17,2025-08-08 17:00:00,2663.0,2025-08-08,2025-08-08 15:00:00,2025-08-06 18:53:50.954,6808.0,1410.0,2644.0,14628.0,-45.0,2024-10-16 11:22:43.468000,0.0,5223.0,26300.0,9098.0,8707.0,5966.0,6435.0,20421.0,7626.0,17805.0
17 - 18,2025-08-08 18:00:00,2706.0,2025-08-08,2025-08-08 16:00:00,2025-08-06 18:53:50.954,5227.0,1226.0,2453.0,15558.0,-304.0,2024-10-16 11:22:43.468000,0.0,4485.0,26300.0,7333.0,10663.0,5200.0,4627.0,20421.0,7626.0,17996.0
