period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-08-17 00:00:00,1341.0,2025-08-16,2025-08-16 22:00:00,2025-08-15 13:33:20.880,0.0,2179.0,0.0,14185.0,2114.0,2024-10-01 03:51:19.304000,0.0,3004.0,0.0,12006.0,8155.0,3916.0,10665.0,20160.0,7408.0,20160.0
00 - 01,2025-08-17 01:00:00,1911.0,2025-08-17,2025-08-16 23:00:00,2025-08-15 13:33:20.880,0.0,1986.0,12.0,13019.0,30.0,2024-10-01 03:51:19.304000,184.0,2792.0,0.0,11607.0,9403.0,3586.0,9696.0,21010.0,6893.0,21010.0
01 - 02,2025-08-17 02:00:00,1806.0,2025-08-17,2025-08-17 00:00:00,2025-08-15 13:33:20.880,0.0,1790.0,0.0,12289.0,30.0,2024-10-01 03:51:19.304000,210.0,2571.0,0.0,11861.0,8919.0,3339.0,10055.0,20780.0,6885.0,20780.0
02 - 03,2025-08-17 03:00:00,1767.0,2025-08-17,2025-08-17 01:00:00,2025-08-15 13:33:20.880,0.0,1645.0,0.0,12011.0,30.0,2024-10-01 03:51:19.304000,210.0,2419.0,0.0,11989.0,8791.0,3190.0,10223.0,20780.0,6885.0,20780.0
03 - 04,2025-08-17 04:00:00,1743.0,2025-08-17,2025-08-17 02:00:00,2025-08-15 13:33:20.880,0.0,1541.0,0.0,11843.0,30.0,2024-10-01 03:51:19.304000,210.0,2312.0,0.0,12054.0,8726.0,3086.0,10311.0,20780.0,6885.0,20780.0
04 - 05,2025-08-17 05:00:00,1718.0,2025-08-17,2025-08-17 03:00:00,2025-08-15 13:33:20.880,0.0,1499.0,0.0,11662.0,30.0,2024-10-01 03:51:19.304000,210.0,2263.0,0.0,12192.0,8588.0,3044.0,10475.0,20780.0,6885.0,20780.0
05 - 06,2025-08-17 06:00:00,1692.0,2025-08-17,2025-08-17 04:00:00,2025-08-15 13:33:20.880,26.0,1446.0,0.0,11465.0,30.0,2024-10-01 03:51:19.304000,210.0,2213.0,0.0,12345.0,8435.0,3000.0,10653.0,20780.0,6885.0,20780.0
06 - 07,2025-08-17 07:00:00,1745.0,2025-08-17,2025-08-17 05:00:00,2025-08-15 13:33:20.880,628.0,1321.0,923.0,11503.0,30.0,2024-10-01 03:51:19.304000,210.0,2349.0,0.0,11607.0,8318.0,3156.0,9862.0,20848.0,6885.0,19925.0
07 - 08,2025-08-17 08:00:00,1857.0,2025-08-17,2025-08-17 06:00:00,2025-08-15 13:33:20.880,2456.0,1053.0,1055.0,11279.0,30.0,2024-10-01 03:51:19.304000,210.0,2846.0,0.0,12159.0,7566.0,3683.0,10302.0,20780.0,6885.0,19725.0
08 - 09,2025-08-17 09:00:00,1983.0,2025-08-17,2025-08-17 07:00:00,2025-08-15 13:33:20.880,4966.0,886.0,1055.0,10753.0,30.0,2024-10-01 03:51:19.304000,210.0,3695.0,0.0,13611.0,6114.0,4609.0,11628.0,20780.0,6887.0,19725.0
