period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-08-11 00:00:00,2118.0,2025-08-10,2025-08-10 22:00:00,2025-08-08 06:32:45.733,0.0,3202.0,0.0,14626.0,30.0,2024-10-01 03:51:19.304000,0.0,4107.0,0.0,11106.0,9679.0,4917.0,8988.0,20785.0,7866.0,20785.0
00 - 01,2025-08-11 01:00:00,1935.0,2025-08-11,2025-08-10 23:00:00,2025-08-08 06:32:45.733,0.0,3000.0,0.0,13318.0,30.0,2024-10-01 03:51:19.304000,0.0,3879.0,0.0,11639.0,8605.0,4683.0,9704.0,20244.0,7689.0,20244.0
01 - 02,2025-08-11 02:00:00,1870.0,2025-08-11,2025-08-11 00:00:00,2025-08-08 06:32:45.733,0.0,2815.0,0.0,13124.0,30.0,2024-10-01 03:51:19.304000,0.0,3680.0,0.0,11639.0,8631.0,4463.0,9769.0,20270.0,7663.0,20270.0
02 - 03,2025-08-11 03:00:00,1833.0,2025-08-11,2025-08-11 01:00:00,2025-08-08 06:32:45.733,0.0,2666.0,0.0,12967.0,30.0,2024-10-01 03:51:19.304000,0.0,3527.0,0.0,11639.0,8631.0,4306.0,9805.0,20270.0,7663.0,20270.0
03 - 04,2025-08-11 04:00:00,1831.0,2025-08-11,2025-08-11 02:00:00,2025-08-08 06:32:45.733,0.0,2539.0,0.0,12842.0,30.0,2024-10-01 03:51:19.304000,0.0,3401.0,0.0,11639.0,8631.0,4181.0,9808.0,20270.0,7663.0,20270.0
04 - 05,2025-08-11 05:00:00,1851.0,2025-08-11,2025-08-11 03:00:00,2025-08-08 06:32:45.733,0.0,2381.0,0.0,12718.0,30.0,2024-10-01 03:51:19.304000,0.0,3245.0,0.0,11605.0,8665.0,4022.0,9754.0,20270.0,7663.0,20270.0
05 - 06,2025-08-11 06:00:00,1949.0,2025-08-11,2025-08-11 04:00:00,2025-08-08 06:32:45.733,92.0,2060.0,0.0,13366.0,30.0,2024-10-01 03:51:19.304000,0.0,3012.0,0.0,10680.0,9590.0,3745.0,8731.0,20270.0,7663.0,20270.0
06 - 07,2025-08-11 07:00:00,2333.0,2025-08-11,2025-08-11 05:00:00,2025-08-08 06:32:45.733,884.0,1525.0,923.0,15663.0,30.0,2024-10-01 03:51:19.304000,0.0,2934.0,0.0,7872.0,12097.0,3536.0,5540.0,20892.0,6922.0,19969.0
07 - 08,2025-08-11 08:00:00,2636.0,2025-08-11,2025-08-11 06:00:00,2025-08-08 06:32:45.733,2892.0,1052.0,1142.0,16701.0,30.0,2024-10-16 11:22:43.468000,0.0,3355.0,26285.0,7335.0,12744.0,3927.0,4700.0,21221.0,6816.0,20080.0
08 - 09,2025-08-11 09:00:00,2774.0,2025-08-11,2025-08-11 07:00:00,2025-08-08 06:32:45.733,5666.0,856.0,1154.0,16134.0,30.0,2024-10-16 11:22:43.468000,0.0,4310.0,26285.0,8630.0,11163.0,4940.0,5856.0,20947.0,6816.0,19793.0
09 - 10,2025-08-11 10:00:00,2789.0,2025-08-11,2025-08-11 08:00:00,2025-08-08 06:32:45.733,8162.0,907.0,1154.0,14847.0,30.0,2024-10-16 11:22:43.468000,0.0,5327.0,26285.0,11029.0,8764.0,6053.0,8240.0,20947.0,6816.0,19793.0
