period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-08-20 00:00:00,1917.0,2025-08-19,2025-08-19 22:00:00,2025-08-18 05:13:30.916,0.0,1276.0,261.0,15707.0,30.0,2024-10-01 03:51:19.304000,0.0,2284.0,0.0,8246.0,12664.0,3013.0,6329.0,21171.0,6275.0,20910.0
00 - 01,2025-08-20 01:00:00,2106.0,2025-08-20,2025-08-19 23:00:00,2025-08-18 05:13:30.916,0.0,1400.0,261.0,14336.0,30.0,2024-10-01 03:51:19.304000,0.0,2287.0,0.0,9864.0,11267.0,3039.0,7757.0,21392.0,6054.0,21131.0
01 - 02,2025-08-20 02:00:00,2006.0,2025-08-20,2025-08-20 00:00:00,2025-08-18 05:13:30.916,0.0,1480.0,261.0,13617.0,30.0,2024-10-01 03:51:19.304000,0.0,2309.0,0.0,10646.0,10511.0,3076.0,8641.0,21418.0,6028.0,21157.0
02 - 03,2025-08-20 03:00:00,1957.0,2025-08-20,2025-08-20 01:00:00,2025-08-18 05:13:30.916,0.0,1492.0,261.0,13397.0,30.0,2024-10-01 03:51:19.304000,0.0,2308.0,0.0,10873.0,10284.0,3083.0,8917.0,21418.0,6028.0,21157.0
03 - 04,2025-08-20 04:00:00,1949.0,2025-08-20,2025-08-20 02:00:00,2025-08-18 05:13:30.916,0.0,1391.0,261.0,13296.0,30.0,2024-10-01 03:51:19.304000,0.0,2207.0,0.0,10873.0,10284.0,2982.0,8925.0,21418.0,6028.0,21157.0
04 - 05,2025-08-20 05:00:00,1959.0,2025-08-20,2025-08-20 03:00:00,2025-08-18 05:13:30.916,0.0,1250.0,261.0,13285.0,30.0,2024-10-01 03:51:19.304000,0.0,2071.0,0.0,10741.0,10416.0,2840.0,8782.0,21418.0,6028.0,21157.0
05 - 06,2025-08-20 06:00:00,2026.0,2025-08-20,2025-08-20 04:00:00,2025-08-18 05:13:30.916,10.0,1099.0,261.0,13754.0,30.0,2024-10-01 03:51:19.304000,0.0,1956.0,0.0,10127.0,11030.0,2695.0,8102.0,21418.0,6028.0,21157.0
06 - 07,2025-08-20 07:00:00,2316.0,2025-08-20,2025-08-20 05:00:00,2025-08-18 05:13:30.916,555.0,951.0,1184.0,15524.0,30.0,2024-10-01 03:51:19.304000,0.0,2115.0,0.0,7802.0,12706.0,2788.0,5486.0,21692.0,6028.0,20508.0
07 - 08,2025-08-20 08:00:00,2544.0,2025-08-20,2025-08-20 06:00:00,2025-08-18 05:13:30.916,2385.0,844.0,1725.0,16124.0,30.0,2024-10-16 11:22:43.468000,0.0,2778.0,26299.0,7794.0,12624.0,3469.0,5250.0,22143.0,6028.0,20418.0
08 - 09,2025-08-20 09:00:00,2599.0,2025-08-20,2025-08-20 07:00:00,2025-08-18 05:13:30.916,4997.0,772.0,1783.0,15057.0,30.0,2024-10-16 11:22:43.468000,0.0,3785.0,26299.0,9150.0,10485.0,4542.0,6551.0,21418.0,6062.0,19635.0
