period,plan_dtime,req_pow_res,business_date,plan_dtime_utc,publication_ts,fcst_pv_tot_gen,fcst_wi_tot_gen,fcst_unav_energy,grid_demand_fcst,planned_exchange,publication_ts_utc,sum_unav_oper_cond,pred_gen_res_not_cov,cap_market_obligation,surplus_cap_avail_tso,fcst_gen_unit_stor_prov,fcst_gen_unit_stor_non_prov,gen_surplus_avail_tso_above,avail_cap_gen_units_stor_prov,planned_restr_mwe_avail_shutdown,avail_cap_gen_units_stor_prov_tso
23 - 24,2025-07-31 00:00:00,1486.0,2025-07-30,2025-07-30 22:00:00,2025-07-30 04:32:20.549,0.0,551.0,0.0,15768.0,1961.0,2024-10-01 03:51:19.304000,0.0,13782.0,0.0,8117.0,11348.0,2459.0,6631.0,19464.0,8606.0,19464.0
00 - 01,2025-07-31 01:00:00,1797.0,2025-07-31,2025-07-30 23:00:00,2025-07-30 04:32:20.549,0.0,790.0,0.0,14489.0,40.0,2024-10-01 03:51:19.304000,0.0,1778.0,0.0,9051.0,11885.0,2565.0,7254.0,20935.0,6823.0,20935.0
01 - 02,2025-07-31 02:00:00,1772.0,2025-07-31,2025-07-31 00:00:00,2025-07-30 04:32:20.549,0.0,913.0,0.0,13852.0,-46.0,2024-10-01 03:51:19.304000,0.0,1864.0,0.0,9842.0,11226.0,2672.0,8070.0,21069.0,6678.0,21069.0
02 - 03,2025-07-31 03:00:00,1755.0,2025-07-31,2025-07-31 01:00:00,2025-07-30 04:32:20.549,0.0,985.0,0.0,13855.0,-5.0,2024-10-01 03:51:19.304000,0.0,1921.0,0.0,9931.0,11138.0,2722.0,8176.0,21069.0,6678.0,21069.0
03 - 04,2025-07-31 04:00:00,1757.0,2025-07-31,2025-07-31 02:00:00,2025-07-30 04:32:20.549,0.0,1059.0,0.0,13945.0,15.0,2024-10-01 03:51:19.304000,0.0,1993.0,0.0,9931.0,11138.0,2792.0,8174.0,21069.0,6678.0,21069.0
04 - 05,2025-07-31 05:00:00,1763.0,2025-07-31,2025-07-31 03:00:00,2025-07-30 04:23:00.923,0.0,1121.0,0.0,13973.0,15.0,2024-10-01 03:51:19.304000,0.0,2038.0,0.0,9931.0,11138.0,2820.0,8168.0,21069.0,6678.0,21069.0
05 - 06,2025-07-31 06:00:00,1349.0,2025-07-31,2025-07-31 04:00:00,2025-07-30 04:23:00.923,193.0,1140.0,0.0,13978.0,-78.0,2024-10-01 03:51:19.304000,0.0,2140.0,0.0,9931.0,11138.0,2918.0,8582.0,21069.0,6678.0,21069.0
06 - 07,2025-07-31 07:00:00,1398.0,2025-07-31,2025-07-31 05:00:00,2025-07-30 04:23:00.923,1057.0,1044.0,923.0,15244.0,-82.0,2024-10-01 03:51:19.304000,0.0,2475.0,0.0,8040.0,12105.0,3221.0,6642.0,21069.0,6678.0,20145.0
07 - 08,2025-07-31 08:00:00,2163.0,2025-07-31,2025-07-31 06:00:00,2025-07-30 04:23:00.923,2651.0,778.0,2408.0,16147.0,-57.0,2024-10-16 11:22:43.468000,0.0,2889.0,26244.0,6820.0,12565.0,3639.0,4657.0,21793.0,6678.0,19386.0
08 - 09,2025-07-31 09:00:00,2367.0,2025-07-31,2025-07-31 07:00:00,2025-07-30 04:23:00.923,4720.0,544.0,2601.0,15577.0,-50.0,2024-10-16 11:22:43.468000,0.0,3534.0,26244.0,7223.0,11316.0,4311.0,4856.0,21140.0,6699.0,18539.0
09 - 10,2025-07-31 10:00:00,2598.0,2025-07-31,2025-07-31 08:00:00,2025-07-30 04:23:00.923,6620.0,599.0,2601.0,14670.0,-50.0,2024-10-16 11:22:43.468000,0.0,4334.0,26244.0,8925.0,9542.0,5178.0,6327.0,21069.0,6705.0,18468.0
10 - 11,2025-07-31 11:00:00,2777.0,2025-07-31,2025-07-31 09:00:00,2025-07-30 04:23:00.923,7828.0,813.0,2601.0,14479.0,30.0,2024-10-16 11:22:43.468000,0.0,5026.0,26244.0,9931.0,8537.0,5912.0,7154.0,21069.0,6706.0,18468.0
11 - 12,2025-07-31 12:00:00,2896.0,2025-07-31,2025-07-31 10:00:00,2025-07-30 04:23:00.923,8260.0,1020.0,2601.0,14864.0,30.0,2024-10-16 11:22:43.468000,0.0,5418.0,26244.0,9931.0,8537.0,6297.0,7035.0,21069.0,6706.0,18468.0
12 - 13,2025-07-31 13:00:00,2943.0,2025-07-31,2025-07-31 11:00:00,2025-07-30 04:23:00.923,8269.0,1186.0,2601.0,15033.0,30.0,2024-10-16 11:22:43.468000,0.0,5587.0,26244.0,9931.0,8537.0,6466.0,6988.0,21069.0,6706.0,18468.0
13 - 14,2025-07-31 14:00:00,2947.0,2025-07-31,2025-07-31 12:00:00,2025-07-30 04:23:00.923,8095.0,1297.0,2601.0,15068.0,30.0,2024-10-16 11:22:43.468000,0.0,5622.0,26244.0,9931.0,8537.0,6501.0,6984.0,21069.0,6644.0,18468.0
14 - 15,2025-07-31 15:00:00,2891.0,2025-07-31,2025-07-31 13:00:00,2025-07-30 04:23:00.923,7651.0,1307.0,2601.0,14806.0,-45.0,2024-10-16 11:22:43.468000,0.0,5436.0,26244.0,9931.0,8537.0,6315.0,7040.0,21069.0,6636.0,18468.0
15 - 16,2025-07-31 16:00:00,2844.0,2025-07-31,2025-07-31 14:00:00,2025-07-30 04:23:00.923,7160.0,1299.0,2601.0,14587.0,-45.0,2024-10-16 11:22:43.468000,0.0,5214.0,26244.0,9931.0,8537.0,6095.0,7087.0,21069.0,6636.0,18468.0
16 - 17,2025-07-31 17:00:00,2738.0,2025-07-31,2025-07-31 15:00:00,2025-07-30 04:23:00.923,6207.0,1279.0,2601.0,15184.0,-90.0,2024-10-16 11:22:43.468000,0.0,4842.0,26244.0,8890.0,9578.0,5696.0,6152.0,21069.0,6632.0,18468.0
17 - 18,2025-07-31 18:00:00,1983.0,2025-07-31,2025-07-31 16:00:00,2025-07-30 04:23:00.923,4713.0,1187.0,2601.0,16225.0,-225.0,2024-10-16 11:22:43.468000,0.0,4182.0,26244.0,7223.0,11477.0,4972.0,5240.0,21301.0,6632.0,18700.0
18 - 19,2025-07-31 19:00:00,1962.0,2025-07-31,2025-07-31 17:00:00,2025-07-30 04:23:00.923,2955.0,1041.0,1248.0,17494.0,-225.0,2024-10-16 11:22:43.468000,394.0,3368.0,26244.0,6864.0,13521.0,4198.0,4902.0,21633.0,7215.0,20385.0
19 - 20,2025-07-31 20:00:00,1937.0,2025-07-31,2025-07-31 18:00:00,2025-07-30 04:23:00.923,1282.0,930.0,1055.0,18442.0,30.0,2024-10-16 11:22:43.468000,450.0,2618.0,26244.0,5789.0,14927.0,3485.0,3852.0,21771.0,7281.0,20716.0
20 - 21,2025-07-31 21:00:00,1936.0,2025-07-31,2025-07-31 19:00:00,2025-07-30 04:23:00.923,268.0,965.0,132.0,18816.0,30.0,2024-10-16 11:22:43.468000,450.0,2238.0,26244.0,5801.0,15739.0,3047.0,3865.0,21672.0,7279.0,21540.0
21 - 22,2025-07-31 22:00:00,2069.0,2025-07-31,2025-07-31 20:00:00,2025-07-30 04:23:00.923,4.0,1219.0,0.0,18459.0,30.0,2024-10-16 11:22:43.468000,450.0,2369.0,26244.0,6325.0,15224.0,3204.0,4256.0,21549.0,7279.0,21549.0
22 - 23,2025-07-31 23:00:00,2031.0,2025-07-31,2025-07-31 21:00:00,2025-07-30 04:23:00.923,0.0,1578.0,0.0,17192.0,-140.0,2024-10-01 03:51:19.304000,450.0,2690.0,0.0,6822.0,13850.0,3482.0,4791.0,20672.0,7252.0,20672.0
