dtime,gen_fv,gen_wi,period,gen_jga,gen_jgo,ogr_mwe,dtime_utc,rez_under,period_utc,kse_pow_dem,capacity_jga,capacity_jgo,business_date,gen_jgm_zak_1,gen_jgm_zak_2,gen_jgw_zak_1,gen_jgw_zak_2,gen_jgz_zak_1,gen_jgz_zak_2,gen_jgz_zak_3,publication_ts,rez_over_demand,tot_jgm_char_pow,capacity_jgm_zak_1,capacity_jgm_zak_2,capacity_jgw_zak_1,capacity_jgw_zak_2,capacity_jgz_zak_1,capacity_jgz_zak_2,capacity_jgz_zak_3,gen_not_activ_part,publication_ts_utc,gen_jgw_jgm_jgz_jga,capacity_jgw_jgm_jgz_jga,dom_balance_exchange_par,dom_balance_exchange_non_par,suma_oze
2025-08-07 00:15:00,0.0,2077.0,00:00 - 00:15,,,11825.0,2025-08-06 22:15:00,3171.0,22:00 - 22:15,14650.0,,,2025-08-07,0.0,,9307.0,,,,,2025-08-06 23:28:51.084,3373.0,,1141.0,,13372.0,,,,,4525.0,2025-08-06 21:28:51.084,9307.0,14513.0,79.0,625.0,2077.0
2025-08-07 00:30:00,0.0,2094.0,00:15 - 00:30,,,11759.0,2025-08-06 22:30:00,2813.0,22:15 - 22:30,14500.0,,,2025-08-07,0.0,,9026.0,,,,,2025-08-06 23:28:51.084,3701.0,,1141.0,,13439.0,,,,,4542.0,2025-08-06 21:28:51.084,9026.0,14580.0,210.0,625.0,2094.0
2025-08-07 00:45:00,0.0,2294.0,00:30 - 00:45,,,11585.0,2025-08-06 22:45:00,2305.0,22:30 - 22:45,14350.0,,,2025-08-07,0.0,,8517.0,,,,,2025-08-06 23:28:51.084,4134.0,,1141.0,,13613.0,,,,,4742.0,2025-08-06 21:28:51.084,8517.0,14754.0,481.0,625.0,2294.0
2025-08-07 01:00:00,0.0,2331.0,00:45 - 01:00,,,11441.0,2025-08-06 23:00:00,2439.0,22:45 - 23:00,14200.0,,,2025-08-07,0.0,,8652.0,,,,,2025-08-06 23:28:51.084,4066.0,,1141.0,,13757.0,,,,,4779.0,2025-08-06 21:28:51.084,8652.0,14898.0,483.0,625.0,2331.0
2025-08-07 01:15:00,0.0,2361.0,01:00 - 01:15,,,11277.0,2025-08-06 23:15:00,2526.0,23:00 - 23:15,14100.0,,,2025-08-07,0.0,,8739.0,,,,,2025-08-06 23:28:51.084,3988.0,,1141.0,,13920.0,,,,,4802.0,2025-08-06 21:28:51.084,8739.0,15061.0,-176.0,625.0,2361.0
2025-08-07 01:30:00,0.0,2387.0,01:15 - 01:30,,,11093.0,2025-08-06 23:30:00,2283.0,23:15 - 23:30,14000.0,,,2025-08-07,0.0,,8632.0,,,,,2025-08-06 23:28:51.084,4093.0,,1141.0,,14104.0,,,,,4827.0,2025-08-06 21:28:51.084,8632.0,15246.0,44.0,625.0,2387.0
2025-08-07 01:45:00,0.0,2398.0,01:30 - 01:45,,,10878.0,2025-08-06 23:45:00,2170.0,23:30 - 23:45,13900.0,,,2025-08-07,0.0,,8372.0,,,,,2025-08-06 23:28:51.084,4206.0,,1141.0,,14320.0,,,,,4839.0,2025-08-06 21:28:51.084,8372.0,15461.0,66.0,625.0,2398.0
2025-08-07 02:00:00,0.0,2413.0,01:45 - 02:00,,,10664.0,2025-08-07 00:00:00,2035.0,23:45 - 24:00,13750.0,,,2025-08-07,0.0,,8211.0,,,,,2025-08-06 23:28:51.084,4341.0,,1141.0,,14534.0,,,,,4853.0,2025-08-06 21:28:51.084,8211.0,15675.0,63.0,625.0,2413.0
2025-08-07 02:15:00,0.0,2472.0,02:00 - 02:15,,,10469.0,2025-08-07 00:15:00,2070.0,00:00 - 00:15,13650.0,,,2025-08-07,0.0,,8291.0,,,,,2025-08-06 23:28:51.084,4311.0,,1141.0,,14729.0,,,,,4885.0,2025-08-06 21:28:51.084,8291.0,15870.0,-148.0,625.0,2472.0
2025-08-07 02:30:00,0.0,2483.0,02:15 - 02:30,,,10263.0,2025-08-07 00:30:00,1994.0,00:15 - 00:30,13650.0,,,2025-08-07,0.0,,8196.0,,,,,2025-08-06 23:28:51.084,4387.0,,1141.0,,14934.0,,,,,4896.0,2025-08-06 21:28:51.084,8196.0,16075.0,-65.0,625.0,2483.0
2025-08-07 02:45:00,0.0,2499.0,02:30 - 02:45,,,10055.0,2025-08-07 00:45:00,1982.0,00:30 - 00:45,13650.0,,,2025-08-07,0.0,,8184.0,,,,,2025-08-06 23:28:51.084,4399.0,,1141.0,,15142.0,,,,,4912.0,2025-08-06 21:28:51.084,8184.0,16283.0,-68.0,625.0,2499.0
2025-08-07 03:00:00,0.0,2519.0,02:45 - 03:00,,,9816.0,2025-08-07 01:00:00,1940.0,00:45 - 01:00,13650.0,,,2025-08-07,0.0,,8138.0,,,,,2025-08-06 23:28:51.084,4441.0,,1141.0,,15381.0,,,,,4932.0,2025-08-06 21:28:51.084,8138.0,16523.0,-43.0,625.0,2519.0
2025-08-07 03:15:00,0.0,2532.0,03:00 - 03:15,,,9569.0,2025-08-07 01:15:00,1957.0,01:00 - 01:15,13650.0,,,2025-08-07,0.0,,8210.0,,,,,2025-08-06 23:28:51.084,4424.0,,1141.0,,15629.0,,,,,4946.0,2025-08-06 21:28:51.084,8210.0,16770.0,-126.0,625.0,2532.0
2025-08-07 03:30:00,0.0,2536.0,03:15 - 03:30,,,9296.0,2025-08-07 01:30:00,2006.0,01:15 - 01:30,13650.0,,,2025-08-07,0.0,,8179.0,,,,,2025-08-06 23:28:51.084,4375.0,,1141.0,,15902.0,,,,,4950.0,2025-08-06 21:28:51.084,8179.0,17043.0,-99.0,625.0,2536.0
2025-08-07 03:45:00,0.0,2531.0,03:30 - 03:45,,,9047.0,2025-08-07 01:45:00,1925.0,01:30 - 01:45,13650.0,,,2025-08-07,0.0,,8136.0,,,,,2025-08-06 23:28:51.084,4456.0,,1141.0,,16151.0,,,,,4945.0,2025-08-06 21:28:51.084,8136.0,17292.0,-51.0,625.0,2531.0
2025-08-07 04:00:00,0.0,2552.0,03:45 - 04:00,,,8715.0,2025-08-07 02:00:00,1871.0,01:45 - 02:00,13650.0,,,2025-08-07,0.0,,8091.0,,,,,2025-08-06 23:28:51.084,4510.0,,1141.0,,16482.0,,,,,4966.0,2025-08-06 21:28:51.084,8091.0,17623.0,-27.0,625.0,2552.0
2025-08-07 04:15:00,0.0,2518.0,04:00 - 04:15,,,9501.0,2025-08-07 02:15:00,1867.0,02:00 - 02:15,13650.0,,,2025-08-07,0.0,,8130.0,,,,,2025-08-06 23:28:51.084,4515.0,,0.0,,16838.0,,,,,4931.0,2025-08-06 21:28:51.084,8130.0,16838.0,-48.0,625.0,2518.0
