dtime,gen_fv,gen_wi,period,gen_jga,gen_jgo,ogr_mwe,dtime_utc,rez_under,period_utc,kse_pow_dem,capacity_jga,capacity_jgo,business_date,gen_jgm_zak_1,gen_jgm_zak_2,gen_jgw_zak_1,gen_jgw_zak_2,gen_jgz_zak_1,gen_jgz_zak_2,gen_jgz_zak_3,publication_ts,rez_over_demand,tot_jgm_char_pow,capacity_jgm_zak_1,capacity_jgm_zak_2,capacity_jgw_zak_1,capacity_jgw_zak_2,capacity_jgz_zak_1,capacity_jgz_zak_2,capacity_jgz_zak_3,gen_not_activ_part,publication_ts_utc,gen_jgw_jgm_jgz_jga,capacity_jgw_jgm_jgz_jga,dom_balance_exchange_par,dom_balance_exchange_non_par,suma_oze
2024-11-02 00:15:00,0.0,7113.0,00:00 - 00:15,,,15340.0,2024-11-01 23:15:00,1460.0,23:00 - 23:15,13150.0,,,2024-11-02,0.0,,6401.0,,,,,2024-11-02 22:27:10.664,3130.0,74.0,55.0,,11539.0,,,,,10526.0,2024-11-02 21:27:10.664,6401.0,11593.0,-3863.0,150.0,7113.0
2024-11-02 00:30:00,0.0,7335.0,00:15 - 00:30,,,15247.0,2024-11-01 23:30:00,1155.0,23:15 - 23:30,13050.0,,,2024-11-02,0.0,,6079.0,,,,,2024-11-02 22:27:10.664,3460.0,74.0,63.0,,11623.0,,,,,10748.0,2024-11-02 21:27:10.664,6079.0,11686.0,-3863.0,150.0,7335.0
2024-11-02 00:45:00,0.0,7272.0,00:30 - 00:45,,,15078.0,2024-11-01 23:45:00,960.0,23:30 - 23:45,12800.0,,,2024-11-02,0.0,,5891.0,,,,,2024-11-02 22:27:10.664,3655.0,74.0,63.0,,11793.0,,,,,10686.0,2024-11-02 21:27:10.664,5891.0,11856.0,-3863.0,150.0,7272.0
2024-11-02 01:00:00,0.0,7187.0,00:45 - 01:00,,,14931.0,2024-11-02 00:00:00,991.0,23:45 - 24:00,12750.0,,,2024-11-02,0.0,,5926.0,,,,,2024-11-02 22:27:10.664,3624.0,74.0,63.0,,11939.0,,,,,10601.0,2024-11-02 21:27:10.664,5926.0,12002.0,-3863.0,150.0,7187.0
2024-11-02 01:15:00,0.0,7100.0,01:00 - 01:15,,,14658.0,2024-11-02 00:15:00,1086.0,00:00 - 00:15,12650.0,,,2024-11-02,0.0,,6036.0,,,,,2024-11-02 22:27:10.664,3564.0,138.0,127.0,,12148.0,,,,,10490.0,2024-11-02 21:27:10.664,6036.0,12275.0,-3998.0,250.0,7100.0
2024-11-02 01:30:00,0.0,7021.0,01:15 - 01:30,,,16090.0,2024-11-02 00:30:00,1053.0,00:15 - 00:30,12650.0,,,2024-11-02,0.0,,6115.0,,,,,2024-11-02 22:27:10.664,3504.0,138.0,127.0,,10716.0,,,,,10411.0,2024-11-02 21:27:10.664,6115.0,10843.0,-3998.0,250.0,7021.0
2024-11-02 01:45:00,0.0,6934.0,01:30 - 01:45,,,15889.0,2024-11-02 00:45:00,1140.0,00:30 - 00:45,12650.0,,,2024-11-02,0.0,,6202.0,,,,,2024-11-02 22:27:10.664,3438.0,138.0,138.0,,10907.0,,,,,10324.0,2024-11-02 21:27:10.664,6202.0,11045.0,-3998.0,250.0,6934.0
2024-11-02 02:00:00,0.0,6823.0,01:45 - 02:00,,,15770.0,2024-11-02 01:00:00,1040.0,00:45 - 01:00,12450.0,,,2024-11-02,0.0,,6102.0,,,,,2024-11-02 22:27:10.664,3538.0,127.0,127.0,,11037.0,,,,,10213.0,2024-11-02 21:27:10.664,6102.0,11164.0,-3998.0,250.0,6823.0
2024-11-02 02:15:00,0.0,6750.0,02:00 - 02:15,,,15439.0,2024-11-02 01:15:00,855.0,01:00 - 01:15,12450.0,,,2024-11-02,0.0,,6031.0,,,,,2024-11-02 22:27:10.664,3733.0,127.0,127.0,,11368.0,,,,,10154.0,2024-11-02 21:27:10.664,6031.0,11495.0,-3968.0,350.0,6750.0
2024-11-02 02:30:00,0.0,6633.0,02:15 - 02:30,,,15194.0,2024-11-02 01:30:00,903.0,01:15 - 01:30,12450.0,,,2024-11-02,0.0,,6148.0,,,,,2024-11-02 22:27:10.664,3792.0,127.0,962.0,,10778.0,,,,,10037.0,2024-11-02 21:27:10.664,6148.0,11740.0,-3968.0,350.0,6633.0
