dtime,gen_fv,gen_wi,period,gen_jga,gen_jgo,ogr_mwe,dtime_utc,rez_under,period_utc,kse_pow_dem,capacity_jga,capacity_jgo,business_date,gen_jgm_zak_1,gen_jgm_zak_2,gen_jgw_zak_1,gen_jgw_zak_2,gen_jgz_zak_1,gen_jgz_zak_2,gen_jgz_zak_3,publication_ts,rez_over_demand,tot_jgm_char_pow,capacity_jgm_zak_1,capacity_jgm_zak_2,capacity_jgw_zak_1,capacity_jgw_zak_2,capacity_jgz_zak_1,capacity_jgz_zak_2,capacity_jgz_zak_3,gen_not_activ_part,publication_ts_utc,gen_jgw_jgm_jgz_jga,capacity_jgw_jgm_jgz_jga,dom_balance_exchange_par,dom_balance_exchange_non_par,suma_oze
2025-08-20 00:15:00,0.0,1786.0,00:00 - 00:15,,,8144.0,2025-08-19 22:15:00,3477.0,22:00 - 22:15,15200.0,,,2025-08-20,0.0,,10056.0,,,,,2025-08-19 18:37:40.626,3194.0,,0.0,,18195.0,,,,,4181.0,2025-08-19 16:37:40.626,10056.0,18195.0,334.0,640.0,1786.0
2025-08-20 00:30:00,0.0,1821.0,00:15 - 00:30,,,7885.0,2025-08-19 22:30:00,3121.0,22:15 - 22:30,15050.0,,,2025-08-20,0.0,,9700.0,,,,,2025-08-19 18:37:40.626,3550.0,,0.0,,18453.0,,,,,4216.0,2025-08-19 16:37:40.626,9700.0,18453.0,501.0,640.0,1821.0
2025-08-20 00:45:00,0.0,1874.0,00:30 - 00:45,,,7566.0,2025-08-19 22:45:00,2853.0,22:30 - 22:45,14850.0,,,2025-08-20,0.0,,9432.0,,,,,2025-08-19 18:37:40.626,3818.0,,0.0,,18773.0,,,,,4269.0,2025-08-19 16:37:40.626,9432.0,18773.0,515.0,640.0,1874.0
2025-08-20 01:00:00,0.0,1914.0,00:45 - 01:00,,,7250.0,2025-08-19 23:00:00,2597.0,22:45 - 23:00,14650.0,,,2025-08-20,0.0,,9176.0,,,,,2025-08-19 18:37:40.626,4075.0,,0.0,,19089.0,,,,,4309.0,2025-08-19 16:37:40.626,9176.0,19089.0,524.0,640.0,1914.0
2025-08-20 01:15:00,0.0,1957.0,01:00 - 01:15,,,7016.0,2025-08-19 23:15:00,2660.0,23:00 - 23:15,14500.0,,,2025-08-20,0.0,,9239.0,,,,,2025-08-19 18:37:40.626,4028.0,,0.0,,19323.0,,,,,4282.0,2025-08-19 16:37:40.626,9239.0,19323.0,345.0,637.0,1957.0
2025-08-20 01:30:00,0.0,1977.0,01:15 - 01:30,,,6918.0,2025-08-19 23:30:00,2239.0,23:15 - 23:30,14350.0,,,2025-08-20,0.0,,8818.0,,,,,2025-08-19 18:37:40.626,4449.0,,0.0,,19421.0,,,,,4301.0,2025-08-19 16:37:40.626,8818.0,19421.0,595.0,637.0,1977.0
2025-08-20 01:45:00,0.0,1990.0,01:30 - 01:45,,,6842.0,2025-08-19 23:45:00,2075.0,23:30 - 23:45,14200.0,,,2025-08-20,0.0,,8654.0,,,,,2025-08-19 18:37:40.626,4613.0,,0.0,,19497.0,,,,,4314.0,2025-08-19 16:37:40.626,8654.0,19497.0,594.0,637.0,1990.0
2025-08-20 02:00:00,0.0,2015.0,01:45 - 02:00,,,6774.0,2025-08-20 00:00:00,2003.0,23:45 - 24:00,14100.0,,,2025-08-20,0.0,,8582.0,,,,,2025-08-19 18:37:40.626,4685.0,,0.0,,19565.0,,,,,4339.0,2025-08-19 16:37:40.626,8582.0,19565.0,539.0,637.0,2015.0
2025-08-20 02:15:00,0.0,2042.0,02:00 - 02:15,,,6678.0,2025-08-20 00:15:00,2035.0,00:00 - 00:15,14050.0,,,2025-08-20,0.0,,8614.0,,,,,2025-08-19 18:37:40.626,4678.0,,0.0,,19661.0,,,,,4366.0,2025-08-19 16:37:40.626,8614.0,19661.0,438.0,632.0,2042.0
2025-08-20 02:30:00,0.0,2035.0,02:15 - 02:30,,,6629.0,2025-08-20 00:30:00,1962.0,00:15 - 00:30,14000.0,,,2025-08-20,0.0,,8541.0,,,,,2025-08-19 18:37:40.626,4751.0,,0.0,,19710.0,,,,,4359.0,2025-08-19 16:37:40.626,8541.0,19710.0,472.0,632.0,2035.0
2025-08-20 02:45:00,0.0,2013.0,02:30 - 02:45,,,6575.0,2025-08-20 00:45:00,1931.0,00:30 - 00:45,13950.0,,,2025-08-20,0.0,,8510.0,,,,,2025-08-19 18:37:40.626,4782.0,,0.0,,19763.0,,,,,4336.0,2025-08-19 16:37:40.626,8510.0,19763.0,465.0,632.0,2013.0
2025-08-20 03:00:00,0.0,2001.0,02:45 - 03:00,,,6523.0,2025-08-20 01:00:00,1984.0,00:45 - 01:00,13950.0,,,2025-08-20,0.0,,8563.0,,,,,2025-08-19 18:37:40.626,4729.0,,0.0,,19816.0,,,,,4325.0,2025-08-19 16:37:40.626,8563.0,19816.0,424.0,632.0,2001.0
2025-08-20 03:15:00,0.0,1987.0,03:00 - 03:15,,,6474.0,2025-08-20 01:15:00,1858.0,01:00 - 01:15,13950.0,,,2025-08-20,0.0,,8437.0,,,,,2025-08-19 18:37:40.626,4855.0,,0.0,,19865.0,,,,,4310.0,2025-08-19 16:37:40.626,8437.0,19865.0,566.0,630.0,1987.0
2025-08-20 03:30:00,0.0,1929.0,03:15 - 03:30,,,6439.0,2025-08-20 01:30:00,1883.0,01:15 - 01:30,13950.0,,,2025-08-20,0.0,,8462.0,,,,,2025-08-19 18:37:40.626,4830.0,,0.0,,19899.0,,,,,4252.0,2025-08-19 16:37:40.626,8462.0,19899.0,598.0,630.0,1929.0
2025-08-20 03:45:00,0.0,1867.0,03:30 - 03:45,,,6408.0,2025-08-20 01:45:00,1988.0,01:30 - 01:45,13950.0,,,2025-08-20,0.0,,8567.0,,,,,2025-08-19 18:37:40.626,4725.0,,0.0,,19931.0,,,,,4190.0,2025-08-19 16:37:40.626,8567.0,19931.0,560.0,630.0,1867.0
2025-08-20 04:00:00,0.0,1818.0,03:45 - 04:00,,,6360.0,2025-08-20 02:00:00,2017.0,01:45 - 02:00,13950.0,,,2025-08-20,0.0,,8596.0,,,,,2025-08-19 18:37:40.626,4696.0,,0.0,,19979.0,,,,,4141.0,2025-08-19 16:37:40.626,8596.0,19979.0,580.0,630.0,1818.0
2025-08-20 04:15:00,0.0,1752.0,04:00 - 04:15,,,6312.0,2025-08-20 02:15:00,2179.0,02:00 - 02:15,14100.0,,,2025-08-20,0.0,,8758.0,,,,,2025-08-19 18:37:40.626,4535.0,,0.0,,20027.0,,,,,4074.0,2025-08-19 16:37:40.626,8758.0,20027.0,628.0,636.0,1752.0
2025-08-20 04:30:00,0.0,1710.0,04:15 - 04:30,,,6281.0,2025-08-20 02:30:00,2326.0,02:15 - 02:30,14200.0,,,2025-08-20,0.0,,8905.0,,,,,2025-08-19 18:37:40.626,4387.0,,0.0,,20058.0,,,,,4031.0,2025-08-19 16:37:40.626,8905.0,20058.0,628.0,636.0,1710.0
2025-08-20 04:45:00,0.0,1678.0,04:30 - 04:45,,,6253.0,2025-08-20 02:45:00,2422.0,02:30 - 02:45,14250.0,,,2025-08-20,0.0,,9001.0,,,,,2025-08-19 18:37:40.626,4292.0,,0.0,,20085.0,,,,,4000.0,2025-08-19 16:37:40.626,9001.0,20085.0,616.0,636.0,1678.0
2025-08-20 05:00:00,0.0,1638.0,04:45 - 05:00,,,6231.0,2025-08-20 03:00:00,2525.0,02:45 - 03:00,14250.0,,,2025-08-20,0.0,,9104.0,,,,,2025-08-19 18:37:40.626,4188.0,,0.0,,20108.0,,,,,3960.0,2025-08-19 16:37:40.626,9104.0,20108.0,546.0,636.0,1638.0
