dtime,gen_fv,gen_wi,period,gen_jga,gen_jgo,ogr_mwe,dtime_utc,rez_under,period_utc,kse_pow_dem,capacity_jga,capacity_jgo,business_date,gen_jgm_zak_1,gen_jgm_zak_2,gen_jgw_zak_1,gen_jgw_zak_2,gen_jgz_zak_1,gen_jgz_zak_2,gen_jgz_zak_3,publication_ts,rez_over_demand,tot_jgm_char_pow,capacity_jgm_zak_1,capacity_jgm_zak_2,capacity_jgw_zak_1,capacity_jgw_zak_2,capacity_jgz_zak_1,capacity_jgz_zak_2,capacity_jgz_zak_3,gen_not_activ_part,publication_ts_utc,gen_jgw_jgm_jgz_jga,capacity_jgw_jgm_jgz_jga,dom_balance_exchange_par,dom_balance_exchange_non_par,suma_oze
2025-08-14 00:15:00,0.0,2936.0,00:00 - 00:15,,,10785.0,2025-08-13 22:15:00,3065.0,22:00 - 22:15,15600.0,,,2025-08-14,0.0,,9759.0,,,,,2025-08-13 20:38:25.733,3199.0,,0.0,,15553.0,,,,,5303.0,2025-08-13 18:38:25.733,9759.0,15553.0,230.0,314.0,2936.0
2025-08-14 00:30:00,0.0,2923.0,00:15 - 00:30,,,10592.0,2025-08-13 22:30:00,2725.0,22:15 - 22:30,15400.0,,,2025-08-14,0.0,,9419.0,,,,,2025-08-13 20:38:25.733,3556.0,,0.0,,15747.0,,,,,5289.0,2025-08-13 18:38:25.733,9419.0,15747.0,355.0,344.0,2923.0
2025-08-14 00:45:00,0.0,2925.0,00:30 - 00:45,,,10373.0,2025-08-13 22:45:00,2115.0,22:30 - 22:45,15200.0,,,2025-08-14,0.0,,8809.0,,,,,2025-08-13 20:38:25.733,4142.0,,0.0,,15966.0,,,,,5292.0,2025-08-13 18:38:25.733,8809.0,15966.0,816.0,294.0,2925.0
2025-08-14 01:00:00,0.0,2906.0,00:45 - 01:00,,,10113.0,2025-08-13 23:00:00,1964.0,22:45 - 23:00,15000.0,,,2025-08-14,0.0,,8658.0,,,,,2025-08-13 20:38:25.733,4308.0,,0.0,,16225.0,,,,,5272.0,2025-08-13 18:38:25.733,8658.0,16225.0,898.0,180.0,2906.0
2025-08-14 01:15:00,0.0,2902.0,01:00 - 01:15,,,9770.0,2025-08-13 23:15:00,2145.0,23:00 - 23:15,14850.0,,,2025-08-14,0.0,,8839.0,,,,,2025-08-13 20:38:25.733,4146.0,,0.0,,16568.0,,,,,5267.0,2025-08-13 18:38:25.733,8839.0,16568.0,789.0,-35.0,2902.0
2025-08-14 01:30:00,0.0,2850.0,01:15 - 01:30,,,9428.0,2025-08-13 23:30:00,1882.0,23:15 - 23:30,14700.0,,,2025-08-14,0.0,,8576.0,,,,,2025-08-13 20:38:25.733,4409.0,,0.0,,16910.0,,,,,5215.0,2025-08-13 18:38:25.733,8576.0,16910.0,954.0,-35.0,2850.0
2025-08-14 01:45:00,0.0,2803.0,01:30 - 01:45,,,9134.0,2025-08-13 23:45:00,1779.0,23:30 - 23:45,14550.0,,,2025-08-14,0.0,,8473.0,,,,,2025-08-13 20:38:25.733,4512.0,,0.0,,17204.0,,,,,5169.0,2025-08-13 18:38:25.733,8473.0,17204.0,956.0,-40.0,2803.0
2025-08-14 02:00:00,0.0,2755.0,01:45 - 02:00,,,8994.0,2025-08-14 00:00:00,1733.0,23:45 - 24:00,14450.0,,,2025-08-14,0.0,,8427.0,,,,,2025-08-13 20:38:25.733,4558.0,,0.0,,17345.0,,,,,5120.0,2025-08-13 18:38:25.733,8427.0,17345.0,959.0,-43.0,2755.0
2025-08-14 02:15:00,0.0,2699.0,02:00 - 02:15,,,8822.0,2025-08-14 00:15:00,1749.0,00:00 - 00:15,14400.0,,,2025-08-14,0.0,,8443.0,,,,,2025-08-13 20:38:25.733,4555.0,,0.0,,17517.0,,,,,5061.0,2025-08-13 18:38:25.733,8443.0,17517.0,1257.0,-347.0,2699.0
2025-08-14 02:30:00,0.0,2648.0,02:15 - 02:30,,,8627.0,2025-08-14 00:30:00,1750.0,00:15 - 00:30,14350.0,,,2025-08-14,0.0,,8444.0,,,,,2025-08-13 20:38:25.733,4554.0,,0.0,,17712.0,,,,,5010.0,2025-08-13 18:38:25.733,8444.0,17712.0,1261.0,-351.0,2648.0
